Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,21.903712,[34 15] ; [117 222],[19.06958763 29.93041237] ; [131.93041237 207.06958763],1
s8,1,3.8e-05,16.94998,[23 26] ; [ 69 272],[11.55897436 37.44102564] ; [ 80.44102564 260.55897436],1
p6,1,0.004867,7.928259,[22 26] ; [ 88 248],[13.75 34.25] ; [ 96.25 239.75],0
s7,1,0.007264,7.206523,[19 26] ; [ 76 247],[11.61684783 33.38315217] ; [ 83.38315217 239.61684783],0
v3,1,0.01034,6.575341,[25 23] ; [110 222],[17.05263158 30.94736842] ; [117.94736842 214.05263158],0
d4,1,0.023235,5.150846,[44  5] ; [258  85],[37.75 11.25] ; [264.25  78.75],0
p11,1,0.041463,4.157006,[30 19] ; [258  86],[35.90839695 13.09160305] ; [252.09160305  91.90839695],0
n1,1,0.045997,3.981716,[ 1 13] ; [31 62],[4.18691589 9.81308411] ; [27.81308411 65.18691589],0
v1,1,0.050861,3.812855,[30 19] ; [157 182],[23.61597938 25.38402062] ; [163.38402062 175.61597938],0
s5,1,0.061602,3.493723,[14 34] ; [ 60 277],[ 9.22597403 38.77402597] ; [ 64.77402597 272.22597403],0
v2,1,0.07099,3.259975,[32 17] ; [170 160],[26.11609499 22.88390501] ; [175.88390501 154.11609499],0
a1,1,0.081622,3.032296,[ 5 44] ; [ 15 329],[ 2.49363868 46.50636132] ; [ 17.50636132 326.49363868],0
r3,1,0.10631,2.608239,[47  2] ; [301  40],[43.72307692  5.27692308] ; [304.27692308  36.72307692],0
u1,1,0.113034,2.511287,[10 39] ; [ 42 302],[ 6.48346056 42.51653944] ; [ 45.51653944 298.48346056],0
p4,1,0.158927,1.984405,[29 19] ; [169 172],[24.43187661 23.56812339] ; [173.56812339 167.43187661],0
a6,1,0.173844,1.849482,[29 20] ; [237 107],[33.1653944 15.8346056] ; [232.8346056 111.1653944],0
n6,1,0.196243,1.670114,[41  7] ; [264  78],[37.53846154 10.46153846] ; [267.46153846  74.53846154],0
r1,1,0.201626,1.630554,[32 17] ; [253  89],[35.71611253 13.28388747] ; [249.28388747  92.71611253],0
n3,1,0.203445,1.617466,[7 7] ; [62 30],[9.11320755 4.88679245] ; [59.88679245 32.11320755],0
