Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,51.630394,[205  63] ; [38 65],[175.53638814  92.46361186] ; [67.46361186 35.53638814],1
a6,1,0.0,31.543163,[210  58] ; [50 53],[187.81671159  80.18328841] ; [72.18328841 30.81671159],1
d5,1,2.2e-05,18.050839,[222  46] ; [64 39],[206.59838275  61.40161725] ; [79.40161725 23.59838275],1
d4,1,3.1e-05,17.381563,[225  43] ; [66 37],[210.21024259  57.78975741] ; [80.78975741 22.21024259],1
u1,1,4.5e-05,16.65736,[ 44 224] ; [  1 102],[ 32.50673854 235.49326146] ; [12.49326146 90.50673854],1
r3,1,6.2e-05,16.030369,[262   4] ; [92 11],[255.18699187  10.81300813] ; [98.81300813  4.18699187],1
a2,1,0.000493,12.140551,[ 56 212] ; [ 6 97],[ 44.78706199 223.21293801] ; [17.21293801 85.78706199],1
p10,1,0.000881,11.061556,[226  39] ; [70 30],[214.90410959  50.09589041] ; [81.09589041 18.90410959],1
d1,1,0.001468,10.118447,[156 112] ; [41 62],[142.30727763 125.69272237] ; [54.69272237 48.30727763],0
p2,1,0.001656,9.896958,[231  35] ; [73 27],[220.93989071  45.06010929] ; [83.06010929 16.93989071],0
v4,1,0.004218,8.187341,[255  10] ; [91 12],[249.1576087  15.8423913] ; [96.8423913  6.1576087],0
r1,1,0.004762,7.967843,[212  53] ; [68 35],[201.63043478  63.36956522] ; [78.36956522 24.63043478],0
r4,1,0.004854,7.9332,[246  22] ; [84 19],[238.38274933  29.61725067] ; [91.61725067 11.38274933],0
b5,1,0.005266,7.785752,[175  93] ; [51 52],[163.25606469 104.74393531] ; [62.74393531 40.25606469],0
a5,1,0.009357,6.753359,[189  79] ; [58 45],[178.42587601  89.57412399] ; [68.57412399 34.42587601],0
p9,1,0.011795,6.341361,[233  32] ; [79 23],[225.28610354  39.71389646] ; [86.71389646 15.28610354],0
s5,1,0.016676,5.730173,[ 51 208] ; [31 67],[ 59.49019608 199.50980392] ; [22.50980392 75.49019608],0
s2,1,0.018141,5.582487,[ 88 175] ; [21 80],[ 78.75549451 184.24450549] ; [30.24450549 70.75549451],0
p4,1,0.024363,5.068586,[150 117] ; [43 57],[140.41144414 126.58855586] ; [52.58855586 47.41144414],0
r2,1,0.024795,5.03812,[247  17] ; [88 14],[241.63934426  22.36065574] ; [93.36065574  8.63934426],0
u3,1,0.026068,4.95151,[57 39] ; [20 30],[50.63013699 45.36986301] ; [26.36986301 23.63013699],0
a3,1,0.029411,4.743409,[171  97] ; [53 50],[161.81132075 106.18867925] ; [62.18867925 40.81132075],0
