Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,141.178895,[412  14] ; [23 26],[390.12631579  35.87368421] ; [44.87368421  4.12631579],1
r4,1,5.8e-05,16.153442,[402  25] ; [40 11],[394.84100418  32.15899582] ; [47.15899582  3.84100418],1
p7,1,0.000399,12.536528,[296 117] ; [23 26],[285.16666667 127.83333333] ; [33.83333333 15.16666667],1
p2,1,0.000524,12.026951,[375  50] ; [36 15],[366.96428571  58.03571429] ; [44.03571429  6.96428571],1
p3,1,0.000572,11.865787,[242 184] ; [16 35],[230.41509434 195.58490566] ; [27.58490566 23.41509434],1
n6,1,0.007323,7.191977,[379  45] ; [39 12],[373.12  50.88] ; [44.88  6.12],0
p8,1,0.012189,6.283111,[254 166] ; [21 29],[245.74468085 174.25531915] ; [29.25531915 20.74468085],0
p4,1,0.015202,5.892895,[289 136] ; [26 25],[281.25 143.75] ; [33.75 17.25],0
a5,1,0.017463,5.64921,[332  95] ; [32 19],[325.16317992 101.83682008] ; [38.83682008 12.16317992],0
p5,1,0.024879,5.032291,[ 66 358] ; [ 2 49],[ 60.69894737 363.30105263] ; [ 7.30105263 43.69894737],0
a3,1,0.031343,4.634051,[319 107] ; [31 20],[312.57861635 113.42138365] ; [37.42138365 13.57861635],0
n5,1,0.041702,4.147247,[351  75] ; [36 15],[345.62264151  80.37735849] ; [41.37735849  9.62264151],0
r2,1,0.049057,3.873396,[400  21] ; [45  6],[396.91737288  24.08262712] ; [48.08262712  2.91737288],0
p12,1,0.056808,3.628207,[ 56 370] ; [ 2 49],[ 51.79874214 374.20125786] ; [ 6.20125786 44.79874214],0
v1,1,0.060612,3.52055,[246 165] ; [23 27],[239.82429501 171.17570499] ; [29.17570499 20.82429501],0
v4,1,0.060828,3.514661,[412  12] ; [47  4],[409.71789474  14.28210526] ; [49.28210526  1.71789474],0
u2,1,0.115916,2.471658,[73 34] ; [10 10],[69.92913386 37.07086614] ; [13.07086614  6.92913386],0
p6,1,0.116128,2.468783,[180 240] ; [16 35],[174.77707006 245.22292994] ; [21.22292994 29.77707006],0
s7,1,0.1255,2.347303,[257 157] ; [26 25],[251.96129032 162.03870968] ; [31.03870968 19.96129032],0
s8,1,0.126993,2.328883,[247 177] ; [24 27],[241.90315789 182.09684211] ; [29.09684211 21.90315789],0
