Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.6e-05,18.570046,[21  5] ; [40 76],[11.16901408 14.83098592] ; [49.83098592 66.16901408],1
s8,1,0.000548,11.94423,[15 10] ; [29 88],[ 7.74647887 17.25352113] ; [36.25352113 80.74647887],1
s7,1,0.006324,7.455667,[15 10] ; [34 76],[ 9.07407407 15.92592593] ; [39.92592593 70.07407407],0
p8,1,0.009629,6.702237,[11 14] ; [23 94],[ 5.98591549 19.01408451] ; [28.01408451 88.98591549],0
s2,1,0.014868,5.932034,[15 11] ; [37 78],[ 9.58865248 16.41134752] ; [42.41134752 72.58865248],0
p3,1,0.015192,5.894049,[11 15] ; [23 93],[ 6.22535211 19.77464789] ; [27.77464789 88.22535211],0
r3,1,0.025404,4.996118,[25  1] ; [90 27],[20.90909091  5.09090909] ; [94.09090909 22.90909091],0
r4,1,0.032706,4.561122,[23  3] ; [79 38],[18.54545455  7.45454545] ; [83.45454545 33.54545455],0
n6,1,0.059176,3.560331,[23  3] ; [81 34],[19.17730496  6.82269504] ; [84.82269504 30.17730496],0
p9,1,0.073362,3.206137,[20  5] ; [69 44],[16.12318841  8.87681159] ; [72.87681159 40.12318841],0
s5,1,0.079992,3.06507,[10 15] ; [26 87],[ 6.52173913 18.47826087] ; [29.47826087 83.52173913],0
p2,1,0.082296,3.01897,[20  6] ; [68 48],[16.11267606  9.88732394] ; [71.88732394 44.11267606],0
s6,1,0.089359,2.885887,[15  9] ; [50 65],[11.22302158 12.77697842] ; [53.77697842 61.22302158],0
b5,1,0.090049,2.873489,[17  9] ; [55 62],[13.09090909 12.90909091] ; [58.90909091 58.09090909],0
r2,1,0.11412,2.496224,[25  1] ; [98 18],[22.52112676  3.47887324] ; [100.47887324  15.52112676],0
d5,1,0.13635,2.218675,[19  7] ; [67 50],[15.63636364 10.36363636] ; [70.36363636 46.63636364],0
p10,1,0.153386,2.038249,[18  7] ; [65 50],[14.82142857 10.17857143] ; [68.17857143 46.82142857],0
v4,1,0.161056,1.964278,[24  2] ; [93 22],[21.57446809  4.42553191] ; [95.42553191 19.57446809],0
v3,1,0.174795,1.841332,[10 16] ; [28 83],[ 7.21167883 18.78832117] ; [30.78832117 80.21167883],0
n4,1,0.174824,1.841084,[21  5] ; [78 38],[18.12676056  7.87323944] ; [80.87323944 35.12676056],0
u1,1,0.223435,1.482172,[ 3 23] ; [  6 111],[ 1.63636364 24.36363636] ; [  7.36363636 109.63636364],0
d3,1,0.24003,1.380418,[ 6 20] ; [41 76],[ 8.54545455 17.45454545] ; [38.45454545 78.54545455],0
s3,1,0.25,1.323302,[15 11] ; [52 63],[12.35460993 13.64539007] ; [54.64539007 60.35460993],0
b4,1,0.302716,1.062192,[12 14] ; [67 50],[14.36363636 11.63636364] ; [64.63636364 52.36363636],0
v2,1,0.305502,1.050023,[12 13] ; [41 70],[ 9.74264706 15.25735294] ; [43.25735294 67.74264706],0
p11,1,0.308371,1.037642,[20  6] ; [78 39],[17.81818182  8.18181818] ; [80.18181818 36.81818182],0
a5,1,0.332472,0.939245,[18  8] ; [69 48],[15.81818182 10.18181818] ; [71.18181818 45.81818182],0
s4,1,0.368814,0.807657,[ 3 22] ; [23 94],[ 4.57746479 20.42253521] ; [21.42253521 95.57746479],0
a1,1,0.415842,0.662037,[ 3 23] ; [  8 109],[ 2. 24.] ; [  9. 108.],0
d1,1,0.434321,0.611241,[11 15] ; [40 77],[ 9.27272727 16.72727273] ; [41.72727273 75.27272727],0
a8,1,0.435452,0.608238,[ 3 22] ; [  8 102],[ 2.03703704 22.96296296] ; [  8.96296296 101.03703704],0
n2,1,0.508837,0.436457,[7 2] ; [34 17],[6.15 2.85] ; [34.85 16.15],0
a2,1,0.522299,0.409351,[ 3 23] ; [  9 108],[ 2.18181818 23.81818182] ; [  9.81818182 107.18181818],0
u2,1,0.572566,0.318407,[3 6] ; [20 26],[3.76363636 5.23636364] ; [19.23636364 26.76363636],0
r1,1,0.61989,0.246022,[18  8] ; [75 42],[16.90909091  9.09090909] ; [76.09090909 40.90909091],0
n5,1,0.620137,0.245675,[19  7] ; [79 37],[17.94366197  8.05633803] ; [80.05633803 35.94366197],0
d4,1,0.657349,0.19676,[18  8] ; [75 41],[17.02816901  8.97183099] ; [75.97183099 40.02816901],0
n3,1,0.661286,0.191965,[5 4] ; [31 18],[5.5862069 3.4137931] ; [30.4137931 18.5862069],0
s1,1,0.661824,0.191315,[ 1 25] ; [  7 109],[ 1.46478873 24.53521127] ; [  6.53521127 109.46478873],0
b1,1,0.663622,0.189153,[11 15] ; [55 62],[12. 14.] ; [54. 63.],0
