Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.002715,8.989542,[14  2] ; [3 7],[10.46153846  5.53846154] ; [6.53846154 3.46153846],0
p10,1,0.005036,7.866574,[13  3] ; [3 8],[9.48148148 6.51851852] ; [6.51851852 4.48148148],0
n5,1,0.010194,6.600713,[13  4] ; [3 8],[9.71428571 7.28571429] ; [6.28571429 4.71428571],0
p6,1,0.018029,5.593345,[9 8] ; [ 1 10],[ 6.07142857 10.92857143] ; [3.92857143 7.07142857],0
n6,1,0.041173,4.168871,[14  3] ; [5 6],[11.53571429  5.46428571] ; [7.46428571 3.53571429],0
n4,1,0.044361,4.042781,[15  2] ; [6 5],[12.75  4.25] ; [8.25 2.75],0
p4,1,0.073896,3.194296,[12  5] ; [4 7],[9.71428571 7.28571429] ; [6.28571429 4.71428571],0
s2,1,0.092521,2.829947,[8 8] ; [2 9],[ 5.92592593 10.07407407] ; [4.07407407 6.92592593],0
a6,1,0.180101,1.796791,[9 8] ; [3 8],[7.28571429 9.71428571] ; [4.71428571 6.28571429],0
d1,1,0.180101,1.796791,[8 9] ; [8 3],[9.71428571 7.28571429] ; [6.28571429 4.71428571],0
r4,1,0.245699,1.347594,[10  7] ; [4 7],[8.5 8.5] ; [5.5 5.5],0
v1,1,0.246671,1.342059,[9 8] ; [3 7],[7.55555556 9.44444444] ; [4.44444444 5.55555556],0
p8,1,0.280077,1.166717,[ 6 10] ; [2 9],[ 4.74074074 11.25925926] ; [3.25925926 7.74074074],0
a7,1,0.314736,1.010695,[11  6] ; [5 6],[9.71428571 7.28571429] ; [6.28571429 4.71428571],0
d3,1,0.314736,1.010695,[11  6] ; [5 6],[9.71428571 7.28571429] ; [6.28571429 4.71428571],0
s8,1,0.327618,0.958289,[ 6 11] ; [2 9],[ 4.85714286 12.14285714] ; [3.14285714 7.85714286],0
a2,1,0.329929,0.949175,[ 4 13] ; [ 1 10],[ 3.03571429 13.96428571] ; [1.96428571 9.03571429],0
d4,1,0.329929,0.949175,[13  4] ; [10  1],[13.96428571  3.03571429] ; [9.03571429 1.96428571],0
n1,1,0.342782,0.9,[1 2] ; [4 2],[1.66666667 1.33333333] ; [3.33333333 2.66666667],0
s3,1,0.381133,0.767045,[10  6] ; [5 6],[8.88888889 7.11111111] ; [6.11111111 4.88888889],0
s6,1,0.452651,0.564004,[11  5] ; [6 5],[10.07407407  5.92592593] ; [6.92592593 4.07407407],0
p3,1,0.453323,0.562329,[ 7 10] ; [3 8],[ 6.07142857 10.92857143] ; [3.92857143 7.07142857],0
d2,1,0.453323,0.562329,[10  7] ; [8 3],[10.92857143  6.07142857] ; [7.07142857 3.92857143],0
p7,1,0.453323,0.562329,[ 7 10] ; [3 8],[ 6.07142857 10.92857143] ; [3.92857143 7.07142857],0
a3,1,0.453323,0.562329,[10  7] ; [8 3],[10.92857143  6.07142857] ; [7.07142857 3.92857143],0
u3,1,0.490153,0.47619,[1 6] ; [1 2],[1.4 5.6] ; [0.6 2.4],0
s7,1,0.530236,0.393939,[ 5 10] ; [5 6],[5.76923077 9.23076923] ; [4.23076923 6.76923077],0
r2,1,0.573025,0.317647,[12  5] ; [6 4],[11.33333333  5.66666667] ; [6.66666667 3.33333333],0
b2,1,0.576999,0.311111,[4 8] ; [2 7],[3.42857143 8.57142857] ; [2.57142857 6.42857143],0
b3,1,0.576999,0.311111,[4 8] ; [2 7],[3.42857143 8.57142857] ; [2.57142857 6.42857143],0
s4,1,0.635558,0.224599,[ 2 15] ; [2 9],[ 2.42857143 14.57142857] ; [1.57142857 9.42857143],0
d5,1,0.635558,0.224599,[15  2] ; [9 2],[14.57142857  2.42857143] ; [9.42857143 1.57142857],0
b1,1,0.698791,0.149733,[8 9] ; [6 5],[8.5 8.5] ; [5.5 5.5],0
p11,1,0.700472,0.147981,[12  5] ; [7 4],[11.53571429  5.46428571] ; [7.46428571 3.53571429],0
a5,1,0.700472,0.147981,[12  5] ; [7 4],[11.53571429  5.46428571] ; [7.46428571 3.53571429],0
a8,1,0.734966,0.114601,[ 2 13] ; [2 9],[ 2.30769231 12.69230769] ; [1.69230769 9.30769231],0
u1,1,0.74748,0.103661,[ 1 16] ; [ 1 10],[ 1.21428571 15.78571429] ; [ 0.78571429 10.21428571],0
v3,1,0.778096,0.079412,[ 6 11] ; [3 7],[ 5.66666667 11.33333333] ; [3.33333333 6.66666667],0
a4,1,0.823218,0.049911,[ 7 10] ; [5 6],[7.28571429 9.71428571] ; [4.71428571 6.28571429],0
b5,1,0.823218,0.049911,[10  7] ; [6 5],[9.71428571 7.28571429] ; [6.28571429 4.71428571],0
b4,1,0.823218,0.049911,[13  4] ; [8 3],[12.75  4.25] ; [8.25 2.75],0
u2,1,0.880303,0.022676,[2 5] ; [1 2],[2.1 4.9] ; [0.9 2.1],0
r1,1,0.933748,0.006911,[9 8] ; [6 5],[9.10714286 7.89285714] ; [5.89285714 5.10714286],0
s5,1,0.972542,0.001185,[ 4 11] ; [3 8],[ 4.03846154 10.96153846] ; [2.96153846 8.03846154],0
