Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.009201,6.783473,[5 3] ; [53  4],[7.13846154 0.86153846] ; [50.86153846  6.13846154],0
a8,1,0.012074,6.299904,[3 5] ; [ 4 50],[0.90322581 7.09677419] ; [ 6.09677419 47.90322581],0
s7,1,0.024664,5.047356,[1 6] ; [32 22],[3.78688525 3.21311475] ; [29.21311475 24.78688525],0
r4,1,0.02715,4.88123,[3 5] ; [43 14],[5.66153846 2.33846154] ; [40.33846154 16.66153846],0
a3,1,0.030937,4.656433,[2 6] ; [37 20],[4.8 3.2] ; [34.2 22.8],0
n6,1,0.036514,4.372942,[4 4] ; [47 10],[6.27692308 1.72307692] ; [44.72307692 12.27692308],0
p10,1,0.053599,3.725146,[4 4] ; [46 11],[6.15384615 1.84615385] ; [43.84615385 13.15384615],0
a6,1,0.075104,3.16778,[7 1] ; [31 26],[4.67692308 3.32307692] ; [33.32307692 23.67692308],0
v3,1,0.092586,2.828821,[1 7] ; [24 31],[3.17460317 4.82539683] ; [21.82539683 33.17460317],0
p12,1,0.099876,2.707528,[2 6] ; [ 4 53],[0.73846154 7.26153846] ; [ 5.26153846 51.73846154],0
d4,1,0.101235,2.685974,[4 4] ; [44 13],[5.90769231 2.09230769] ; [42.09230769 14.90769231],0
b5,1,0.107008,2.597862,[7 1] ; [33 24],[4.92307692 3.07692308] ; [35.07692308 21.92307692],0
b4,1,0.109428,2.562458,[3 5] ; [38 19],[5.04615385 2.95384615] ; [35.95384615 21.04615385],0
s8,1,0.119506,2.423786,[2 6] ; [31 26],[4.06153846 3.93846154] ; [28.93846154 28.06153846],0
d3,1,0.128188,2.314314,[3 5] ; [36 19],[4.95238095 3.04761905] ; [34.04761905 20.95238095],0
p9,1,0.138311,2.196655,[5 3] ; [48  9],[6.52307692 1.47692308] ; [46.47692308 10.52307692],0
d1,1,0.14322,2.143017,[2 6] ; [30 27],[3.93846154 4.06153846] ; [28.06153846 28.93846154],0
r3,1,0.165572,1.922587,[6 2] ; [52  5],[7.13846154 0.86153846] ; [50.86153846  6.13846154],0
n2,1,0.19043,1.714286,[1 2] ; [15  6],[2. 1.] ; [14.  7.],0
v1,1,0.217271,1.522308,[2 6] ; [27 29],[3.625 4.375] ; [25.375 30.625],0
v2,1,0.246693,1.341936,[3 5] ; [32 22],[4.51612903 3.48387097] ; [30.48387097 23.51612903],0
a5,1,0.277172,1.180902,[3 5] ; [33 24],[4.43076923 3.56923077] ; [31.56923077 25.43076923],0
n4,1,0.302486,1.063202,[4 4] ; [39 18],[5.29230769 2.70769231] ; [37.70769231 19.29230769],0
p8,1,0.310738,1.027538,[6 2] ; [32 25],[4.67692308 3.32307692] ; [33.32307692 23.67692308],0
d5,1,0.315483,1.00758,[5 3] ; [44 12],[6.125 1.875] ; [42.875 13.125],0
u3,1,0.35188,0.866667,[2 4] ; [11  9],[3. 3.] ; [10. 10.],0
b1,1,0.370543,0.801843,[5 3] ; [26 31],[3.81538462 4.18461538] ; [27.18461538 29.81538462],0
s5,1,0.38309,0.760763,[2 6] ; [21 30],[3.11864407 4.88135593] ; [19.88135593 31.11864407],0
d2,1,0.4033,0.698465,[2 6] ; [23 34],[3.07692308 4.92307692] ; [21.92307692 35.07692308],0
s6,1,0.418205,0.655353,[4 4] ; [35 19],[5.03225806 2.96774194] ; [33.96774194 20.03225806],0
s3,1,0.478501,0.502278,[3 5] ; [29 28],[3.93846154 4.06153846] ; [28.06153846 28.93846154],0
a4,1,0.511848,0.430288,[2 6] ; [21 36],[2.83076923 5.16923077] ; [20.16923077 36.83076923],0
n5,1,0.582906,0.30156,[5 3] ; [41 16],[5.66153846 2.33846154] ; [40.33846154 16.66153846],0
n1,1,0.589962,0.290404,[1 2] ; [10 10],[1.43478261 1.56521739] ; [ 9.56521739 10.43478261],0
p11,1,0.642579,0.215385,[7 1] ; [46 11],[6.52307692 1.47692308] ; [46.47692308 10.52307692],0
p4,1,0.705765,0.142544,[6 2] ; [39 18],[5.53846154 2.46153846] ; [39.46153846 17.53846154],0
a1,1,0.733005,0.116371,[1 7] ; [ 5 52],[0.73846154 7.26153846] ; [ 5.26153846 51.73846154],0
p3,1,0.733731,0.115714,[5 3] ; [32 25],[4.55384615 3.44615385] ; [32.44615385 24.55384615],0
b2,1,0.793657,0.068416,[1 2] ; [16 23],[1.21428571 1.78571429] ; [15.78571429 23.21428571],0
b3,1,0.793657,0.068416,[1 2] ; [16 23],[1.21428571 1.78571429] ; [15.78571429 23.21428571],0
s4,1,0.799241,0.064684,[2 6] ; [12 45],[1.72307692 6.27692308] ; [12.27692308 44.72307692],0
p7,1,0.833541,0.044168,[6 2] ; [40 16],[5.75 2.25] ; [40.25 15.75],0
n3,1,0.865215,0.028812,[2 1] ; [15  6],[2.125 0.875] ; [14.875  6.125],0
s2,1,0.889014,0.019475,[4 4] ; [30 27],[4.18461538 3.81538462] ; [29.81538462 27.18461538],0
a7,1,0.922856,0.009377,[5 3] ; [34 22],[4.875 3.125] ; [34.125 21.875],0
u2,1,0.940006,0.005664,[4 2] ; [13  7],[3.92307692 2.07692308] ; [13.07692308  6.92307692],0
p5,1,0.985894,0.000313,[1 7] ; [ 7 50],[0.98461538 7.01538462] ; [ 7.01538462 49.98461538],0
