Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,46.229101,[41 54] ; [203  49],[66.80115274 28.19884726] ; [177.19884726  74.80115274],1
d3,1,0.0,28.387775,[47 48] ; [199  54],[67.15517241 27.84482759] ; [178.84482759  74.15517241],1
a2,1,4e-06,21.158088,[10 85] ; [ 90 163],[27.29885057 67.70114943] ; [ 72.70114943 180.29885057],1
u1,1,4e-06,21.047472,[ 6 89] ; [ 75 178],[22.11206897 72.88793103] ; [ 58.88793103 194.11206897],1
b5,1,7.2e-05,15.759606,[38 57] ; [161  92],[54.32471264 40.67528736] ; [144.67528736 108.32471264],1
r2,1,0.000119,14.803181,[82 12] ; [244   6],[89.08139535  4.91860465] ; [236.91860465  13.08139535],1
v4,1,0.000503,12.102869,[85 10] ; [246   5],[90.88150289  4.11849711] ; [240.11849711  10.88150289],1
s4,1,0.003829,8.363329,[28 67] ; [ 39 210],[18.50290698 76.49709302] ; [ 48.49709302 200.50290698],0
r4,1,0.015882,5.815941,[83 12] ; [240  13],[88.17528736  6.82471264] ; [234.82471264  18.17528736],0
p4,1,0.018629,5.535991,[69 26] ; [212  41],[76.70977011 18.29022989] ; [204.29022989  48.70977011],0
d1,1,0.034247,4.482346,[51 44] ; [167  86],[59.51149425 35.48850575] ; [158.48850575  94.51149425],0
s5,1,0.036229,4.386271,[47 45] ; [ 93 149],[38.56287425 53.43712575] ; [101.43712575 140.56287425],0
b1,1,0.039063,4.25813,[50 45] ; [102 151],[41.49425287 53.50574713] ; [110.50574713 142.49425287],0
b4,1,0.053811,3.718538,[45 50] ; [149 104],[52.95977011 42.04022989] ; [141.04022989 111.95977011],0
r1,1,0.075087,3.168152,[72 23] ; [211  40],[77.70231214 17.29768786] ; [205.29768786  45.70231214],0
s8,1,0.092043,2.838266,[56 39] ; [122 128],[49.01449275 45.98550725] ; [128.98550725 121.01449275],0
p12,1,0.1022,2.670874,[ 6 87] ; [ 32 221],[10.21387283 82.78612717] ; [ 27.78612717 225.21387283],0
v1,1,0.134184,2.243421,[51 42] ; [158  90],[57. 36.] ; [152.  96.],0
s3,1,0.145984,2.113716,[61 33] ; [140 109],[55.0845481 38.9154519] ; [145.9154519 103.0845481],0
u4,1,0.146547,2.107827,[ 4 91] ; [  4 248],[ 2.19020173 92.80979827] ; [  5.80979827 246.19020173],0
p9,1,0.161708,1.958182,[81 13] ; [230  22],[84.49132948  9.50867052] ; [226.50867052  25.49132948],0
n1,1,0.18982,1.719015,[9 9] ; [10 22],[ 6.84 11.16] ; [12.16 19.84],0
a4,1,0.212373,1.555174,[40 55] ; [125 127],[45.17291066 49.82708934] ; [119.82708934 132.17291066],0
