Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,8e-06,19.966843,[37 12] ; [17 37],[25.68932039 23.31067961] ; [28.31067961 25.68932039],1
r3,1,3.6e-05,17.049578,[36 12] ; [18 35],[25.66336634 22.33663366] ; [28.33663366 24.66336634],1
p9,1,0.000138,14.529915,[35 14] ; [17 34],[25.48 23.52] ; [26.52 24.48],1
s6,1,0.000603,11.766248,[24 26] ; [ 9 45],[15.86538462 34.13461538] ; [17.13461538 36.86538462],1
n3,1,0.000625,11.7,[16  4] ; [10 22],[10. 10.] ; [16. 16.],1
p10,1,0.000754,11.350789,[33 16] ; [18 35],[24.5 24.5] ; [26.5 26.5],1
v2,1,0.001111,10.632636,[26 23] ; [11 40],[18.13 30.87] ; [18.87 32.13],0
b1,1,0.004393,8.113636,[17 34] ; [33 21],[24.28571429 26.71428571] ; [25.71428571 28.28571429],0
b4,1,0.006254,7.475527,[37 14] ; [25 29],[30.11428571 20.88571429] ; [31.88571429 22.11428571],0
n6,1,0.006979,7.27838,[32 17] ; [20 32],[25.22772277 23.77227723] ; [26.77227723 25.22772277],0
a1,1,0.01879,5.520943,[ 2 49] ; [10 44],[ 5.82857143 45.17142857] ; [ 6.17142857 47.82857143],0
n2,1,0.01977,5.432134,[16  5] ; [14 18],[11.88679245  9.11320755] ; [18.11320755 13.88679245],0
s8,1,0.027413,4.864617,[13 38] ; [ 5 49],[ 8.74285714 42.25714286] ; [ 9.25714286 44.74285714],0
s7,1,0.029066,4.763712,[19 29] ; [10 41],[14.06060606 33.93939394] ; [14.93939394 36.06060606],0
b3,1,0.061088,3.507592,[ 8 23] ; [16 17],[11.625 19.375] ; [12.375 20.625],0
b2,1,0.061088,3.507592,[ 8 23] ; [16 17],[11.625 19.375] ; [12.375 20.625],0
p7,1,0.074574,3.179355,[19 29] ; [12 40],[14.88 33.12] ; [16.12 35.88],0
p4,1,0.085987,2.947945,[16 35] ; [ 9 44],[12.25961538 38.74038462] ; [12.74038462 40.25961538],0
s5,1,0.086416,2.939898,[11 40] ; [ 5 48],[ 7.84615385 43.15384615] ; [ 8.15384615 44.84615385],0
s3,1,0.105279,2.623699,[20 28] ; [14 39],[16.15841584 31.84158416] ; [17.84158416 35.15841584],0
s2,1,0.112657,2.516543,[16 34] ; [10 44],[12.5 37.5] ; [13.5 40.5],0
p8,1,0.118276,2.440008,[15 35] ; [ 9 44],[11.65048544 38.34951456] ; [12.34951456 40.65048544],0
v1,1,0.13674,2.214266,[17 30] ; [12 41],[13.63 33.37] ; [15.37 37.63],0
p5,1,0.149071,2.081734,[ 4 46] ; [ 1 52],[ 2.42718447 47.57281553] ; [ 2.57281553 50.42718447],0
u3,1,0.174158,1.846783,[ 9 12] ; [ 6 19],[ 6.84782609 14.15217391] ; [ 8.15217391 16.84782609],0
u2,1,0.202465,1.6245,[11  9] ; [ 9 16],[ 8.88888889 11.11111111] ; [11.11111111 13.88888889],0
n1,1,0.267996,1.226977,[ 9 12] ; [ 9 23],[ 7.13207547 13.86792453] ; [10.86792453 21.13207547],0
r1,1,0.280355,1.165371,[13 37] ; [19 34],[15.53398058 34.46601942] ; [16.46601942 36.53398058],0
v4,1,0.28828,1.127637,[30 16] ; [29 24],[27.41414141 18.58585859] ; [31.58585859 21.41414141],0
p6,1,0.315915,1.005782,[ 8 42] ; [ 5 48],[ 6.31067961 43.68932039] ; [ 6.68932039 46.31067961],0
d5,1,0.348003,0.880727,[32 19] ; [29 25],[29.62857143 21.37142857] ; [31.37142857 22.62857143],0
a8,1,0.356716,0.849421,[ 4 43] ; [ 2 48],[ 2.90721649 44.09278351] ; [ 3.09278351 46.90721649],0
