Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,66.038856,[11 52] ; [118  35],[37.625 25.375] ; [91.375 61.625],1
s7,1,0.000441,12.349019,[22 41] ; [93 59],[33.69767442 29.30232558] ; [81.30232558 70.69767442],1
s8,1,0.003352,8.605052,[22 42] ; [86 67],[31.85253456 32.14746544] ; [76.14746544 76.85253456],0
r2,1,0.0042,8.195094,[56  8] ; [146   4],[60.41121495  3.58878505] ; [141.58878505   8.41121495],0
r3,1,0.02593,4.960657,[57  7] ; [146   5],[60.42790698  3.57209302] ; [142.57209302   8.42790698],0
a1,1,0.030308,4.69174,[ 6 58] ; [  4 149],[ 2.94930876 61.05069124] ; [  7.05069124 145.94930876],0
v2,1,0.038316,4.290941,[27 35] ; [83 57],[33.76237624 28.23762376] ; [76.23762376 63.76237624],0
p9,1,0.03938,4.244415,[46 16] ; [129  21],[51.17924528 10.82075472] ; [123.82075472  26.17924528],0
p5,1,0.072459,3.226429,[ 5 57] ; [  4 148],[ 2.60747664 59.39252336] ; [  6.39252336 145.60747664],0
p1,1,0.096423,2.763738,[ 1 63] ; [ 11 141],[ 3.55555556 60.44444444] ; [  8.44444444 143.55555556],0
a5,1,0.097906,2.739331,[48 16] ; [97 56],[42.76497696 21.23502304] ; [102.23502304  50.76497696],0
p11,1,0.099704,2.710268,[42 22] ; [117  36],[46.89400922 17.10599078] ; [112.10599078  40.89400922],0
a6,1,0.118532,2.436611,[37 27] ; [104  47],[41.97209302 22.02790698] ; [99.02790698 51.97209302],0
u3,1,0.121353,2.399774,[10 12] ; [30 16],[12.94117647  9.05882353] ; [27.05882353 18.94117647],0
r1,1,0.141206,2.164766,[46 18] ; [123  29],[50.07407407 13.92592593] ; [118.92592593  33.07407407],0
b4,1,0.21992,1.504891,[34 30] ; [95 58],[38.04608295 25.95391705] ; [90.95391705 62.04608295],0
p10,1,0.227309,1.457618,[45 17] ; [121  30],[48.31924883 13.68075117] ; [117.68075117  33.31924883],0
a7,1,0.25273,1.308152,[41 23] ; [110  43],[44.53456221 19.46543779] ; [106.46543779  46.53456221],0
s5,1,0.289324,1.122766,[20 43] ; [58 89],[23.4 39.6] ; [54.6 92.4],0
p12,1,0.322414,0.979127,[ 6 56] ; [  9 144],[ 4.3255814 57.6744186] ; [ 10.6744186 142.3255814],0
u4,1,0.363979,0.824117,[ 2 62] ; [  2 151],[ 1.1797235 62.8202765] ; [  2.8202765 150.1797235],0
d1,1,0.37667,0.781543,[28 36] ; [77 76],[30.96774194 33.03225806] ; [74.03225806 78.96774194],0
n6,1,0.402563,0.700656,[54 10] ; [120  31],[51.79534884 12.20465116] ; [122.20465116  28.79534884],0
v1,1,0.406369,0.689398,[30 34] ; [77 68],[32.76555024 31.23444976] ; [74.23444976 70.76555024],0
p2,1,0.419861,0.650706,[44 19] ; [115  38],[46.375 16.625] ; [112.625  40.375],0
r4,1,0.43921,0.598346,[54 10] ; [135  18],[55.74193548  8.25806452] ; [133.25806452  19.74193548],0
d2,1,0.450028,0.570582,[23 41] ; [63 89],[25.48148148 38.51851852] ; [60.51851852 91.48148148],0
v4,1,0.46209,0.540828,[60  4] ; [146   6],[61.03703704  2.96296296] ; [144.96296296   7.03703704],0
a3,1,0.488941,0.478856,[42 22] ; [107  45],[44.14814815 19.85185185] ; [104.85185185  47.14814815],0
s1,1,0.502356,0.449955,[ 2 61] ; [  8 143],[ 2.94392523 60.05607477] ; [  7.05607477 143.94392523],0
a4,1,0.502441,0.449777,[22 42] ; [60 93],[24.1843318 39.8156682] ; [57.8156682 95.1843318],0
d5,1,0.523999,0.406015,[48 16] ; [120  32],[49.77777778 14.22222222] ; [118.22222222  33.77777778],0
v3,1,0.537081,0.380976,[25 37] ; [53 95],[23.02857143 38.97142857] ; [54.97142857 93.02857143],0
a8,1,0.573201,0.317356,[ 8 50] ; [ 24 117],[ 9.32663317 48.67336683] ; [ 22.67336683 118.32663317],0
d3,1,0.589113,0.291732,[40 24] ; [89 63],[38.22222222 25.77777778] ; [90.77777778 61.22222222],0
n3,1,0.617097,0.249968,[15  5] ; [31 14],[14.15384615  5.84615385] ; [31.84615385 13.15384615],0
n2,1,0.631559,0.229953,[17  3] ; [36  9],[16.30769231  3.69230769] ; [36.69230769  8.30769231],0
n4,1,0.640319,0.218325,[43 21] ; [107  45],[44.44444444 19.55555556] ; [105.55555556  46.44444444],0
b5,1,0.666014,0.1863,[45 19] ; [103  50],[43.64976959 20.35023041] ; [104.35023041  48.64976959],0
s4,1,0.684287,0.16534,[13 50] ; [ 35 116],[14.13084112 48.86915888] ; [ 33.86915888 117.13084112],0
b3,1,0.688066,0.161187,[12 26] ; [30 55],[12.97560976 25.02439024] ; [29.02439024 55.97560976],0
b2,1,0.688066,0.161187,[12 26] ; [30 55],[12.97560976 25.02439024] ; [29.02439024 55.97560976],0
u1,1,0.714585,0.13374,[ 8 56] ; [ 22 131],[ 8.84792627 55.15207373] ; [ 21.15207373 131.84792627],0
d4,1,0.721633,0.126933,[50 14] ; [122  30],[50.96296296 13.03703704] ; [121.03703704  30.96296296],0
a2,1,0.755473,0.09699,[13 51] ; [ 34 119],[13.86175115 50.13824885] ; [ 33.13824885 119.86175115],0
p3,1,0.770453,0.085137,[16 47] ; [ 36 117],[15.16666667 47.83333333] ; [ 36.83333333 116.16666667],0
