Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.00681,7.322461,[11  6] ; [24 56],[ 6.13402062 10.86597938] ; [28.86597938 51.13402062],0
s1,1,0.010315,6.579751,[ 3 14] ; [ 2 78],[ 0.87628866 16.12371134] ; [ 4.12371134 75.87628866],0
s7,1,0.010403,6.564587,[12  5] ; [27 47],[7.28571429 9.71428571] ; [31.71428571 42.28571429],0
s6,1,0.014265,6.005035,[13  4] ; [35 45],[8.41237113 8.58762887] ; [39.58762887 40.41237113],0
p5,1,0.022954,5.171968,[ 2 15] ; [ 1 79],[ 0.5257732 16.4742268] ; [ 2.4742268 77.5257732],0
a6,1,0.031563,4.622061,[ 7 10] ; [55 25],[10.86597938  6.13402062] ; [51.13402062 28.86597938],0
p10,1,0.045254,4.009165,[14  3] ; [45 35],[10.34020619  6.65979381] ; [48.65979381 31.34020619],0
s4,1,0.052974,3.744731,[ 5 12] ; [ 9 71],[ 2.45360825 14.54639175] ; [11.54639175 68.45360825],0
v1,1,0.069563,3.293308,[10  7] ; [27 50],[ 6.69148936 10.30851064] ; [30.30851064 46.69148936],0
p6,1,0.079249,3.080236,[8 9] ; [20 58],[ 5.01052632 11.98947368] ; [22.98947368 55.01052632],0
p9,1,0.109425,2.562513,[14  3] ; [49 30],[11.15625  5.84375] ; [51.84375 27.15625],0
s8,1,0.110983,2.540169,[9 8] ; [26 54],[ 6.13402062 10.86597938] ; [28.86597938 51.13402062],0
n6,1,0.116639,2.461878,[14  3] ; [50 30],[11.21649485  5.78350515] ; [52.78350515 27.21649485],0
b4,1,0.163499,1.941562,[14  3] ; [52 28],[11.56701031  5.43298969] ; [54.43298969 25.56701031],0
b1,1,0.203208,1.619168,[ 5 12] ; [37 43],[7.36082474 9.63917526] ; [34.63917526 45.36082474],0
d4,1,0.228917,1.447578,[16  1] ; [66 14],[14.37113402  2.62886598] ; [67.62886598 12.37113402],0
b3,1,0.246948,1.340488,[5 6] ; [15 39],[3.38461538 7.61538462] ; [16.61538462 37.38461538],0
b2,1,0.246948,1.340488,[5 6] ; [15 39],[3.38461538 7.61538462] ; [16.61538462 37.38461538],0
r4,1,0.316278,1.004277,[16  1] ; [68 12],[14.72164948  2.27835052] ; [69.27835052 10.72164948],0
