Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,2e-06,23.019764,[15 69] ; [30 22],[27.79411765 56.20588235] ; [17.20588235 34.79411765],1
p6,1,5.8e-05,16.15634,[10 71] ; [22 29],[19.63636364 61.36363636] ; [12.36363636 38.63636364],1
p8,1,0.00021,13.737374,[20 65] ; [28 23],[30. 55.] ; [18. 33.],1
p2,1,0.000212,13.722353,[43 42] ; [42  9],[53.125 31.875] ; [31.875 19.125],1
p7,1,0.000223,13.627626,[27 57] ; [33 18],[37.33333333 46.66666667] ; [22.66666667 28.33333333],1
p11,1,0.002336,9.264898,[45 40] ; [41 11],[53.35766423 31.64233577] ; [32.64233577 19.35766423],0
r4,1,0.003929,8.316221,[34 51] ; [34 18],[42.18978102 42.81021898] ; [25.81021898 26.18978102],0
p5,1,0.004952,7.896774,[ 3 82] ; [ 9 42],[ 7.5 77.5] ; [ 4.5 46.5],0
s6,1,0.012812,6.194904,[20 64] ; [23 29],[26.55882353 57.44117647] ; [16.44117647 35.55882353],0
p10,1,0.013471,6.106169,[40 42] ; [36 15],[46.85714286 35.14285714] ; [29.14285714 21.85714286],0
r3,1,0.014485,5.978022,[57 27] ; [45  7],[63. 21.] ; [39. 13.],0
n6,1,0.019681,5.44,[54 31] ; [42  9],[60. 25.] ; [36. 15.],0
s7,1,0.020242,5.390915,[12 70] ; [15 32],[17.1627907 64.8372093] ; [ 9.8372093 37.1627907],0
p9,1,0.033936,4.497912,[49 31] ; [41 11],[54.54545455 25.45454545] ; [35.45454545 16.54545455],0
n5,1,0.037309,4.336232,[52 33] ; [40 11],[57.5 27.5] ; [34.5 16.5],0
d5,1,0.039745,4.228733,[49 36] ; [39 13],[54.59854015 30.40145985] ; [33.40145985 18.59854015],0
n1,1,0.042557,4.112903,[10 24] ; [10  7],[13.33333333 20.66666667] ; [ 6.66666667 10.33333333],0
v4,1,0.045585,3.996876,[59 26] ; [44  8],[63.90510949 21.09489051] ; [39.09489051 12.90510949],0
p12,1,0.050223,3.833996,[ 1 83] ; [ 4 48],[ 3.08823529 80.91176471] ; [ 1.91176471 50.08823529],0
v1,1,0.050239,3.833448,[20 62] ; [21 31],[25.08955224 56.91044776] ; [15.91044776 36.08955224],0
a4,1,0.050884,3.812072,[22 62] ; [22 30],[27.17647059 56.82352941] ; [16.82352941 35.17647059],0
s8,1,0.058173,3.588729,[ 7 78] ; [10 42],[10.54744526 74.45255474] ; [ 6.45255474 45.54744526],0
s5,1,0.080876,3.047208,[ 5 76] ; [ 8 44],[ 7.91729323 73.08270677] ; [ 5.08270677 46.91729323],0
r2,1,0.116649,2.461753,[55 26] ; [41 10],[58.90909091 22.09090909] ; [37.09090909 13.90909091],0
n3,1,0.153044,2.041643,[22 13] ; [14  3],[24.23076923 10.76923077] ; [11.76923077  5.23076923],0
u3,1,0.156168,2.010944,[ 9 31] ; [ 8 12],[11.33333333 28.66666667] ; [ 5.66666667 14.33333333],0
d1,1,0.186919,1.741737,[25 60] ; [21 31],[28.54014599 56.45985401] ; [17.45985401 34.54014599],0
v2,1,0.200804,1.636515,[24 60] ; [20 31],[27.37777778 56.62222222] ; [16.62222222 34.37777778],0
a7,1,0.227516,1.456323,[45 40] ; [33 19],[48.39416058 36.60583942] ; [29.60583942 22.39416058],0
a5,1,0.275407,1.189616,[36 49] ; [27 25],[39.08759124 45.91240876] ; [23.91240876 28.08759124],0
b3,1,0.275811,1.187616,[23 25] ; [11 20],[20.65822785 27.34177215] ; [13.34177215 17.65822785],0
b2,1,0.275811,1.187616,[23 25] ; [11 20],[20.65822785 27.34177215] ; [13.34177215 17.65822785],0
n4,1,0.276113,1.186122,[51 34] ; [36 16],[53.97810219 31.02189781] ; [33.02189781 18.97810219],0
b1,1,0.313252,1.016914,[35 50] ; [26 26],[37.84671533 47.15328467] ; [23.15328467 28.84671533],0
a1,1,0.436444,0.605613,[ 6 79] ; [ 2 50],[ 4.96350365 80.03649635] ; [ 3.03649635 48.96350365],0
d4,1,0.444158,0.585516,[50 35] ; [34 18],[52.11678832 32.88321168] ; [31.88321168 20.11678832],0
d3,1,0.448184,0.575242,[38 46] ; [27 25],[40.14705882 43.85294118] ; [24.85294118 27.14705882],0
a3,1,0.490294,0.475882,[45 39] ; [31 21],[46.94117647 37.05882353] ; [29.05882353 22.94117647],0
u2,1,0.492547,0.470958,[15 24] ; [10 11],[16.25 22.75] ; [ 8.75 12.25],0
s1,1,0.544163,0.367878,[ 3 81] ; [ 3 49],[ 3.70588235 80.29411765] ; [ 2.29411765 49.70588235],0
b5,1,0.568033,0.325985,[50 35] ; [28 24],[48.39416058 36.60583942] ; [29.60583942 22.39416058],0
a6,1,0.587696,0.293957,[45 40] ; [30 22],[46.53284672 38.46715328] ; [28.46715328 23.53284672],0
a8,1,0.603225,0.27016,[ 6 75] ; [ 5 45],[ 6.80152672 74.19847328] ; [ 4.19847328 45.80152672],0
d2,1,0.66486,0.187674,[32 51] ; [22 30],[33.2 49.8] ; [20.8 31.2],0
b4,1,0.682877,0.166905,[46 39] ; [30 22],[47.15328467 37.84671533] ; [28.84671533 23.15328467],0
a2,1,0.690037,0.159045,[ 8 77] ; [ 6 46],[ 8.68613139 76.31386861] ; [ 5.31386861 46.68613139],0
p1,1,0.695817,0.15286,[10 75] ; [ 5 47],[ 9.30656934 75.69343066] ; [ 5.69343066 46.30656934],0
n2,1,0.743518,0.107059,[21 14] ; [11  6],[21.53846154 13.46153846] ; [10.46153846  6.53846154],0
v3,1,0.759006,0.094118,[22 63] ; [12 39],[21.25 63.75] ; [12.75 38.25],0
s4,1,0.809035,0.058405,[11 74] ; [ 6 46],[10.54744526 74.45255474] ; [ 6.45255474 45.54744526],0
u1,1,0.811394,0.056943,[ 4 81] ; [ 2 50],[ 3.72262774 81.27737226] ; [ 2.27737226 49.72262774],0
s3,1,0.825636,0.048533,[20 64] ; [13 38],[20.53333333 63.46666667] ; [12.46666667 38.53333333],0
