Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,143.26296,[33 74] ; [255  27],[79.218509 27.781491] ; [208.781491  73.218509],1
s6,1,0.0,40.225859,[71 37] ; [256  23],[91.25581395 16.74418605] ; [235.74418605  43.25581395],1
s7,1,0.0,29.539648,[62 43] ; [228  40],[81.63538874 23.36461126] ; [208.36461126  59.63538874],1
s5,1,9e-06,19.785686,[27 76] ; [138 128],[46.05691057 56.94308943] ; [118.94308943 147.05691057],1
s4,1,0.003046,8.779703,[11 97] ; [ 66 214],[21.43298969 86.56701031] ; [ 55.56701031 224.43298969],0
d1,1,0.03297,4.547352,[64 44] ; [199  83],[72.83076923 35.16923077] ; [190.16923077  91.83076923],0
r2,1,0.041849,4.141316,[100   6] ; [274   5],[102.97142857   3.02857143] ; [271.02857143   7.97142857],0
u4,1,0.050313,3.831002,[  1 107] ; [ 15 267],[  4.43076923 103.56923077] ; [ 11.56923077 270.43076923],0
d5,1,0.060868,3.513584,[86 22] ; [245  36],[91.89717224 16.10282776] ; [239.10282776  41.89717224],0
n1,1,0.063144,3.452829,[ 8 18] ; [32 29],[11.95402299 14.04597701] ; [28.04597701 32.95402299],0
v1,1,0.065555,3.390946,[57 48] ; [175  96],[64.78723404 40.21276596] ; [167.21276596 103.78723404],0
n6,1,0.067541,3.341803,[89 19] ; [250  30],[94.36082474 13.63917526] ; [244.63917526  35.36082474],0
p4,1,0.07215,3.233427,[65 43] ; [196  85],[72.46272494 35.53727506] ; [188.53727506  92.46272494],0
d4,1,0.078668,3.092207,[87 21] ; [246  35],[92.45244216 15.54755784] ; [240.54755784  40.45244216],0
u3,1,0.081407,3.036587,[17 12] ; [43 13],[20.47058824  8.52941176] ; [39.52941176 16.47058824],0
n5,1,0.09544,2.780135,[79 28] ; [229  52],[84.93814433 22.06185567] ; [223.06185567  57.93814433],0
a4,1,0.101289,2.685124,[44 64] ; [141 141],[51.23076923 56.76923077] ; [133.76923077 148.23076923],0
a3,1,0.118174,2.44136,[79 29] ; [226  55],[84.67866324 23.32133676] ; [220.32133676  60.67866324],0
u1,1,0.127903,2.317768,[19 89] ; [ 70 212],[24.64615385 83.35384615] ; [ 64.35384615 217.64615385],0
b5,1,0.132281,2.265533,[58 50] ; [175 107],[64.52307692 43.47692308] ; [168.47692308 113.52307692],0
a2,1,0.137759,2.202813,[23 85] ; [ 81 201],[28.8 79.2] ; [ 75.2 206.8],0
p12,1,0.159607,1.97795,[ 8 99] ; [ 35 245],[11.88888889 95.11111111] ; [ 31.11111111 248.88888889],0
n3,1,0.171283,1.871677,[15 11] ; [45 17],[17.72727273  8.27272727] ; [42.27272727 19.72727273],0
v2,1,0.18552,1.752837,[58 47] ; [168 100],[63.61930295 41.38069705] ; [162.38069705 105.61930295],0
u2,1,0.194226,1.685266,[22  7] ; [34 21],[19.33333333  9.66666667] ; [36.66666667 18.33333333],0
p6,1,0.226834,1.460603,[44 62] ; [135 144],[49.28311688 56.71688312] ; [129.71688312 149.28311688],0
r3,1,0.277327,1.180142,[102   6] ; [273   9],[103.84615385   4.15384615] ; [271.15384615  10.84615385],0
p1,1,0.28203,1.157283,[  8 100] ; [ 31 249],[10.8556701 97.1443299] ; [ 28.1443299 251.8556701],0
p10,1,0.336206,0.924845,[90 16] ; [247  32],[92.78441558 13.21558442] ; [244.21558442  34.78441558],0
p11,1,0.344824,0.892415,[90 18] ; [223  59],[86.67692308 21.32307692] ; [226.32307692  55.67692308],0
a7,1,0.354316,0.85794,[79 29] ; [192  89],[75.23907455 32.76092545] ; [195.76092545  85.23907455],0
b4,1,0.363654,0.825235,[66 42] ; [158 124],[62.03076923 45.96923077] ; [161.96923077 120.03076923],0
d2,1,0.370646,0.801499,[57 51] ; [163 119],[60.92307692 47.07692308] ; [159.07692308 122.92307692],0
n2,1,0.371753,0.797798,[18  9] ; [47 15],[19.71910112  7.28089888] ; [45.28089888 16.71910112],0
p3,1,0.375639,0.784925,[59 49] ; [168 114],[62.86153846 45.13846154] ; [164.13846154 117.86153846],0
p9,1,0.423268,0.641224,[95 12] ; [256  24],[97.04651163  9.95348837] ; [253.95348837  26.04651163],0
p2,1,0.462888,0.538901,[89 19] ; [240  41],[91.34190231 16.65809769] ; [237.65809769  43.34190231],0
s1,1,0.508992,0.43614,[  3 103] ; [ 12 268],[  4.11917098 101.88082902] ; [ 10.88082902 269.11917098],0
r1,1,0.525078,0.403907,[93 14] ; [237  44],[91.00515464 15.99484536] ; [238.99484536  42.00515464],0
r4,1,0.552577,0.35272,[101   7] ; [268  14],[102.18461538   5.81538462] ; [266.81538462  15.18461538],0
a1,1,0.592124,0.287039,[  5 103] ; [ 17 265],[  6.09230769 101.90769231] ; [ 15.90769231 266.09230769],0
d3,1,0.592985,0.285706,[74 34] ; [201  81],[76.15384615 31.84615385] ; [198.84615385  83.15384615],0
a5,1,0.661568,0.191625,[84 24] ; [225  57],[85.56923077 22.43076923] ; [223.43076923  58.56923077],0
p5,1,0.714684,0.133643,[18 90] ; [ 42 235],[16.83116883 91.16883117] ; [ 43.16883117 233.83116883],0
p7,1,0.755984,0.096571,[75 31] ; [188  84],[73.75132275 32.24867725] ; [189.24867725  82.75132275],0
n4,1,0.761595,0.092043,[89 19] ; [227  53],[87.95876289 20.04123711] ; [228.04123711  51.95876289],0
b1,1,0.763533,0.090507,[43 65] ; [117 165],[44.30769231 63.69230769] ; [115.69230769 166.30769231],0
p8,1,0.76368,0.090392,[62 43] ; [160 119],[60.703125 44.296875] ; [161.296875 117.703125],0
a6,1,0.880071,0.022765,[71 37] ; [187  94],[71.62982005 36.37017995] ; [186.37017995  94.62982005],0
b3,1,0.881531,0.022209,[34 43] ; [ 82 108],[33.45318352 43.54681648] ; [ 82.54681648 107.45318352],0
b2,1,0.881531,0.022209,[34 43] ; [ 82 108],[33.45318352 43.54681648] ; [ 82.54681648 107.45318352],0
a8,1,0.907434,0.01352,[16 80] ; [ 42 218],[15.64044944 80.35955056] ; [ 42.35955056 217.64044944],0
v3,1,0.91794,0.010615,[49 57] ; [125 142],[49.44772118 56.55227882] ; [124.55227882 142.44772118],0
