Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,255.885485,[329 118] ; [ 43 261],[221.41677763 225.58322237] ; [150.58322237 153.41677763],1
d5,1,0.0,201.319021,[438   9] ; [173 131],[363.67110519  83.32889481] ; [247.32889481  56.67110519],1
d3,1,0.0,197.940622,[397  51] ; [122 181],[309.60319574 138.39680426] ; [209.39680426  93.60319574],1
d4,1,0.0,195.390168,[440   7] ; [179 125],[368.43275632  78.56724368] ; [250.56724368  53.43275632],1
a2,1,0.0,87.751181,[163 285] ; [ 20 285],[108.87649402 339.12350598] ; [ 74.12350598 230.87649402],1
a5,1,0.0,86.021523,[384  64] ; [168 136],[328.85106383 119.14893617] ; [223.14893617  80.85106383],1
a4,1,0.0,85.197486,[265 182] ; [ 76 227],[203.236 243.764] ; [137.764 165.236],1
u1,1,0.0,75.539849,[131 317] ; [ 12 293],[ 85.07835325 362.92164675] ; [ 57.92164675 247.07835325],1
a3,1,0.0,59.886368,[365  81] ; [169 134],[317.97596796 128.02403204] ; [216.02403204  86.97596796],1
a6,1,1e-06,24.771136,[332 115] ; [173 131],[300.5792277 146.4207723] ; [204.4207723  99.5792277],1
r1,1,1e-06,23.160448,[384  63] ; [217  86],[358.196  88.804] ; [242.804  60.196],1
s8,1,3.8e-05,16.951063,[231 214] ; [111 192],[203.46256684 241.53743316] ; [138.53743316 164.46256684],1
p4,1,3.9e-05,16.937061,[298 148] ; [156 145],[271.06291834 174.93708166] ; [182.93708166 118.06291834],1
n4,1,0.000223,13.626487,[380  68] ; [224  79],[360.30892144  87.69107856] ; [243.69107856  59.30892144],1
s2,1,0.000258,13.352128,[253 191] ; [130 170],[228.56451613 215.43548387] ; [154.43548387 145.56451613],1
a7,1,0.000967,10.889121,[347 101] ; [201 101],[327.33866667 120.66133333] ; [220.66133333  81.33866667],1
r2,1,0.000981,10.862535,[432  11] ; [279  23],[422.78255034  20.21744966] ; [288.21744966  13.78255034],1
