Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.001936,9.609688,[24 32] ; [20  5],[30.41975309 25.58024691] ; [13.58024691 11.41975309],0
s7,1,0.00539,7.743647,[ 5 44] ; [ 9 15],[ 9.39726027 39.60273973] ; [ 4.60273973 19.39726027],0
s6,1,0.011297,6.418038,[15 41] ; [14 11],[20.04938272 35.95061728] ; [ 8.95061728 16.04938272],0
a8,1,0.035881,4.402741,[ 3 50] ; [ 5 18],[ 5.57894737 47.42105263] ; [ 2.42105263 20.57894737],0
n3,1,0.057371,3.611814,[15 13] ; [8 1],[17.40540541 10.59459459] ; [5.59459459 3.40540541],0
d2,1,0.062385,3.472823,[29 27] ; [ 7 17],[25.2 30.8] ; [10.8 13.2],0
n1,1,0.087569,2.918495,[10 19] ; [6 3],[12.21052632 16.78947368] ; [3.78947368 5.21052632],0
n2,1,0.100582,2.696296,[14 16] ; [7 2],[16.15384615 13.84615385] ; [4.84615385 4.15384615],0
n5,1,0.124335,2.361848,[19 37] ; [13 12],[22.12345679 33.87654321] ; [ 9.87654321 15.12345679],0
s3,1,0.136465,2.217374,[21 34] ; [14 11],[24.0625 30.9375] ; [10.9375 14.0625],0
p2,1,0.143733,2.137535,[26 30] ; [16  9],[29.03703704 26.96296296] ; [12.96296296 12.03703704],0
s8,1,0.161752,1.957772,[ 5 51] ; [ 5 20],[ 6.91358025 49.08641975] ; [ 3.08641975 21.91358025],0
p7,1,0.172201,1.863681,[18 38] ; [12 13],[20.74074074 35.25925926] ; [ 9.25925926 15.74074074],0
d4,1,0.172272,1.863061,[35 20] ; [19  5],[37.59493671 17.40506329] ; [16.40506329  7.59493671],0
r2,1,0.2278,1.454545,[42 13] ; [22  3],[44. 11.] ; [20.  5.],0
v1,1,0.233026,1.422295,[17 39] ; [11 14],[19.35802469 36.64197531] ; [ 8.64197531 16.35802469],0
r4,1,0.284741,1.144322,[31 25] ; [17  8],[33.18518519 22.81481481] ; [14.81481481 10.18518519],0
p11,1,0.303847,1.057236,[18 38] ; [11 14],[20.04938272 35.95061728] ; [ 8.95061728 16.04938272],0
s2,1,0.308107,1.038773,[12 44] ; [ 8 17],[13.82716049 42.17283951] ; [ 6.17283951 18.82716049],0
s1,1,0.310729,1.027575,[ 6 49] ; [ 1 24],[ 4.8125 50.1875] ; [ 2.1875 22.8125],0
p6,1,0.320043,0.98877,[ 8 46] ; [ 6 19],[ 9.56962025 44.43037975] ; [ 4.43037975 20.56962025],0
s4,1,0.380099,0.77038,[ 7 49] ; [ 5 20],[ 8.2962963 47.7037037] ; [ 3.7037037 21.2962963],0
p4,1,0.401509,0.703802,[15 41] ; [ 9 16],[16.59259259 39.40740741] ; [ 7.40740741 17.59259259],0
a3,1,0.403434,0.698067,[32 23] ; [17  8],[33.6875 21.3125] ; [15.3125  9.6875],0
p8,1,0.438986,0.59893,[13 42] ; [ 4 21],[11.6875 43.3125] ; [ 5.3125 19.6875],0
v4,1,0.463386,0.537704,[35 20] ; [18  7],[36.4375 18.5625] ; [16.5625  8.4375],0
p1,1,0.487946,0.481053,[ 4 51] ; [ 3 22],[ 4.8125 50.1875] ; [ 2.1875 22.8125],0
p3,1,0.543366,0.369336,[14 41] ; [ 8 17],[15.125 39.875] ; [ 6.875 18.125],0
r3,1,0.557791,0.343543,[39 17] ; [19  6],[40.09876543 15.90123457] ; [17.90123457  7.09876543],0
s5,1,0.589431,0.291233,[ 7 48] ; [ 4 19],[ 7.75641026 47.24358974] ; [ 3.24358974 19.75641026],0
u2,1,0.598309,0.277555,[13 11] ; [3 4],[12.38709677 11.61290323] ; [3.61290323 3.38709677],0
d1,1,0.633401,0.227477,[21 35] ; [ 8 17],[20.04938272 35.95061728] ; [ 8.95061728 16.04938272],0
u1,1,0.647994,0.208438,[ 3 53] ; [ 2 23],[ 3.45679012 52.54320988] ; [ 1.54320988 23.45679012],0
a2,1,0.665773,0.186586,[ 9 47] ; [ 5 20],[ 9.67901235 46.32098765] ; [ 4.32098765 20.67901235],0
v3,1,0.66775,0.184246,[12 41] ; [ 4 18],[11.30666667 41.69333333] ; [ 4.69333333 17.30666667],0
a1,1,0.668653,0.183181,[ 5 51] ; [ 3 22],[ 5.5308642 50.4691358] ; [ 2.4691358 22.5308642],0
a5,1,0.68998,0.159107,[34 22] ; [14 11],[33.18518519 22.81481481] ; [14.81481481 10.18518519],0
b1,1,0.696793,0.15183,[31 25] ; [15 10],[31.80246914 24.19753086] ; [14.19753086 10.80246914],0
a7,1,0.696793,0.15183,[31 25] ; [15 10],[31.80246914 24.19753086] ; [14.19753086 10.80246914],0
b4,1,0.696793,0.15183,[31 25] ; [15 10],[31.80246914 24.19753086] ; [14.19753086 10.80246914],0
r1,1,0.712155,0.136134,[36 20] ; [15 10],[35.25925926 20.74074074] ; [15.74074074  9.25925926],0
v2,1,0.72109,0.127451,[18 36] ; [ 9 15],[18.69230769 35.30769231] ; [ 8.30769231 15.69230769],0
n4,1,0.725529,0.123256,[29 27] ; [14 11],[29.72839506 26.27160494] ; [13.27160494 11.72839506],0
d5,1,0.758915,0.094192,[37 19] ; [15  9],[36.4 19.6] ; [15.6  8.4],0
a6,1,0.880577,0.022571,[34 22] ; [15  9],[34.3 21.7] ; [14.7  9.3],0
a4,1,0.927767,0.008218,[23 33] ; [10 15],[22.81481481 33.18518519] ; [10.18518519 14.81481481],0
b2,1,1.0,0.0,[12 24] ; [ 5 10],[12. 24.] ; [ 5. 10.],0
u3,1,1.0,0.0,[12 12] ; [4 4],[12. 12.] ; [4. 4.],0
d3,1,1.0,0.0,[28 28] ; [12 12],[28. 28.] ; [12. 12.],0
b3,1,1.0,0.0,[12 24] ; [ 5 10],[12. 24.] ; [ 5. 10.],0
