Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,48.651098,[98 18] ; [55 78],[71.27710843 44.72289157] ; [81.72289157 51.27710843],1
p5,1,6.6e-05,15.91272,[38 78] ; [ 16 118],[25.056 90.944] ; [ 28.944 105.056],1
p4,1,0.00076,11.337213,[89 25] ; [77 56],[76.61538462 37.38461538] ; [89.38461538 43.61538462],1
p12,1,0.002533,9.116324,[24 92] ; [ 10 123],[ 15.83935743 100.16064257] ; [ 18.16064257 114.83935743],0
p1,1,0.003383,8.588262,[22 94] ; [  9 125],[ 14.384 101.616] ; [ 16.616 117.384],0
v1,1,0.003792,8.380722,[83 33] ; [72 62],[71.92 44.08] ; [83.08 50.92],0
s8,1,0.004087,8.244865,[79 36] ; [68 66],[67.89156627 47.10843373] ; [79.10843373 54.89156627],0
s7,1,0.004176,8.20559,[84 27] ; [75 54],[73.5375 37.4625] ; [85.4625 43.5375],0
p8,1,0.005124,7.835065,[81 34] ; [70 62],[70.30364372 44.69635628] ; [80.69635628 51.30364372],0
s2,1,0.01194,6.31977,[90 26] ; [85 50],[80.87649402 35.12350598] ; [94.12350598 40.87649402],0
a1,1,0.023587,5.124726,[ 10 107] ; [  3 132],[  6.03571429 110.96428571] ; [  6.96428571 128.03571429],0
p3,1,0.025191,5.010738,[77 38] ; [71 63],[68.35341365 46.64658635] ; [79.64658635 54.35341365],0
v4,1,0.028857,4.776107,[116   1] ; [125   8],[112.788   4.212] ; [128.212   4.788],0
u2,1,0.035976,4.398232,[15  8] ; [10 18],[11.2745098 11.7254902] ; [13.7254902 14.2745098],0
n6,1,0.03875,4.271779,[109   6] ; [115  17],[104.29149798  10.70850202] ; [119.70850202  12.29149798],0
s4,1,0.044871,4.023489,[21 95] ; [38 93],[27.70850202 88.29149798] ; [31.29149798 99.70850202],0
a6,1,0.079709,3.070816,[82 33] ; [82 53],[75.44 39.56] ; [88.56 46.44],0
r4,1,0.087258,2.924247,[115   2] ; [127   8],[112.35714286   4.64285714] ; [129.64285714   5.35714286],0
n5,1,0.098986,2.72181,[100  17] ; [102  30],[94.91566265 22.08433735] ; [107.08433735  24.91566265],0
