Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.009018,6.819287,[5 2] ; [ 9 31],[2.08510638 4.91489362] ; [11.91489362 28.08510638],0
a2,1,0.009236,6.776596,[2 5] ; [ 1 39],[0.44680851 6.55319149] ; [ 2.55319149 37.44680851],0
p1,1,0.039225,4.25108,[2 5] ; [ 2 38],[0.59574468 6.40425532] ; [ 3.40425532 36.59574468],0
p10,1,0.042133,4.129857,[3 4] ; [31  8],[5.17391304 1.82608696] ; [28.82608696 10.17391304],0
d2,1,0.070015,3.28268,[5 2] ; [14 26],[2.82978723 4.17021277] ; [16.17021277 23.82978723],0
u2,1,0.099232,2.717836,[1 2] ; [15  4],[2.18181818 0.81818182] ; [13.81818182  5.18181818],0
d1,1,0.120632,2.4091,[4 3] ; [11 29],[2.23404255 4.76595745] ; [12.76595745 27.23404255],0
p9,1,0.141252,2.164265,[4 3] ; [32  7],[5.47826087 1.52173913] ; [30.52173913  8.47826087],0
v4,1,0.162079,1.954724,[3 4] ; [28 12],[4.61702128 2.38297872] ; [26.38297872 13.61702128],0
p8,1,0.196904,1.665192,[2 5] ; [22 18],[3.57446809 3.42553191] ; [20.42553191 19.57446809],0
b1,1,0.196904,1.665192,[5 2] ; [18 22],[3.42553191 3.57446809] ; [19.57446809 20.42553191],0
s5,1,0.254488,1.298495,[3 4] ; [ 9 31],[1.78723404 5.21276596] ; [10.21276596 29.78723404],0
s3,1,0.31323,1.017007,[1 6] ; [13 26],[2.13043478 4.86956522] ; [11.86956522 27.13043478],0
s2,1,0.31323,1.017007,[1 6] ; [13 26],[2.13043478 4.86956522] ; [11.86956522 27.13043478],0
n4,1,0.328589,0.954451,[3 4] ; [25 15],[4.17021277 2.82978723] ; [23.82978723 16.17021277],0
d4,1,0.330992,0.945014,[6 1] ; [27 13],[4.91489362 2.08510638] ; [28.08510638 11.91489362],0
d3,1,0.352741,0.863573,[5 2] ; [21 19],[3.87234043 3.12765957] ; [22.12765957 17.87234043],0
a6,1,0.352741,0.863573,[5 2] ; [21 19],[3.87234043 3.12765957] ; [22.12765957 17.87234043],0
u1,1,0.353842,0.859632,[1 6] ; [ 2 38],[0.44680851 6.55319149] ; [ 2.55319149 37.44680851],0
s6,1,0.397396,0.71619,[3 4] ; [24 16],[4.0212766 2.9787234] ; [22.9787234 17.0212766],0
n6,1,0.412428,0.671792,[4 3] ; [29 11],[4.91489362 2.08510638] ; [28.08510638 11.91489362],0
b4,1,0.417355,0.657751,[5 2] ; [22 18],[4.0212766 2.9787234] ; [22.9787234 17.0212766],0
a7,1,0.472214,0.516791,[3 4] ; [23 17],[3.87234043 3.12765957] ; [22.12765957 17.87234043],0
a5,1,0.488464,0.479907,[5 2] ; [23 17],[4.17021277 2.82978723] ; [23.82978723 16.17021277],0
p5,1,0.49222,0.471669,[2 5] ; [ 7 33],[1.34042553 5.65957447] ; [ 7.65957447 32.34042553],0
s4,1,0.49222,0.471669,[2 5] ; [ 7 33],[1.34042553 5.65957447] ; [ 7.65957447 32.34042553],0
b5,1,0.552529,0.352805,[3 4] ; [22 18],[3.72340426 3.27659574] ; [21.27659574 18.72340426],0
p3,1,0.593694,0.284613,[3 4] ; [13 27],[2.38297872 4.61702128] ; [13.61702128 26.38297872],0
v2,1,0.68145,0.168498,[3 4] ; [20 19],[3.5 3.5] ; [19.5 19.5],0
r1,1,0.689802,0.1593,[3 4] ; [14 26],[2.53191489 4.46808511] ; [14.46808511 25.53191489],0
p2,1,0.726337,0.122502,[5 2] ; [31  9],[5.36170213 1.63829787] ; [30.63829787  9.36170213],0
p12,1,0.734409,0.115102,[1 6] ; [ 4 36],[0.74468085 6.25531915] ; [ 4.25531915 35.74468085],0
b2,1,0.775732,0.081159,[1 4] ; [ 6 17],[1.25 3.75] ; [ 5.75 17.25],0
b3,1,0.775732,0.081159,[1 4] ; [ 6 17],[1.25 3.75] ; [ 5.75 17.25],0
v1,1,0.787942,0.072352,[3 4] ; [15 25],[2.68085106 4.31914894] ; [15.31914894 24.68085106],0
d5,1,0.787942,0.072352,[4 3] ; [25 15],[4.31914894 2.68085106] ; [24.68085106 15.31914894],0
a3,1,0.82034,0.051578,[4 3] ; [21 19],[3.72340426 3.27659574] ; [21.27659574 18.72340426],0
s7,1,0.858499,0.031786,[2 4] ; [11 26],[1.81395349 4.18604651] ; [11.18604651 25.81395349],0
p7,1,0.886998,0.020193,[4 3] ; [24 16],[4.17021277 2.82978723] ; [23.82978723 16.17021277],0
n5,1,0.939225,0.005813,[5 2] ; [28 12],[4.91489362 2.08510638] ; [28.08510638 11.91489362],0
v3,1,0.95338,0.003418,[2 5] ; [11 29],[1.93617021 5.06382979] ; [11.06382979 28.93617021],0
p6,1,0.95338,0.003418,[2 5] ; [11 29],[1.93617021 5.06382979] ; [11.06382979 28.93617021],0
p4,1,0.985933,0.000311,[4 3] ; [23 17],[4.0212766 2.9787234] ; [22.9787234 17.0212766],0
