Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,28.864669,[72 26] ; [ 3 20],[60.74380165 37.25619835] ; [14.25619835  8.74380165],1
v4,1,0.000171,14.130039,[81 15] ; [11 12],[74.21848739 21.78151261] ; [17.78151261  5.21848739],1
r3,1,0.000275,13.230064,[81 16] ; [11 12],[74.36666667 22.63333333] ; [17.63333333  5.36666667],1
r1,1,0.000419,12.444876,[72 26] ; [ 8 15],[64.79338843 33.20661157] ; [15.20661157  7.79338843],1
d5,1,0.000522,12.036797,[74 23] ; [ 9 14],[67.09166667 29.90833333] ; [15.90833333  7.09166667],1
b1,1,0.004213,8.189441,[40 58] ; [17  6],[46.16528926 51.83471074] ; [10.83471074 12.16528926],0
s2,1,0.006708,7.349585,[37 60] ; [ 2 21],[31.525 65.475] ; [ 7.475 15.525],0
a6,1,0.007383,7.17742,[67 30] ; [ 9 14],[61.43333333 35.56666667] ; [14.56666667  8.43333333],0
u3,1,0.015839,5.820673,[24 13] ; [3 9],[20.3877551 16.6122449] ; [6.6122449 5.3877551],0
s3,1,0.016199,5.781183,[49 47] ; [ 5 17],[43.93220339 52.06779661] ; [10.06779661 11.93220339],0
d1,1,0.019004,5.501113,[43 55] ; [ 4 19],[38.0661157 59.9338843] ; [ 8.9338843 14.0661157],0
p9,1,0.05591,3.654729,[60 35] ; [ 9 13],[56.02564103 38.97435897] ; [12.97435897  9.02564103],0
d3,1,0.078123,3.103529,[61 35] ; [10 13],[57.27731092 38.72268908] ; [13.72268908  9.27731092],0
p7,1,0.134375,2.241222,[32 59] ; [12 11],[35.12280702 55.87719298] ; [ 8.87719298 14.12280702],0
n2,1,0.164915,1.928571,[30 12] ; [6 6],[28. 14.] ; [8. 4.],0
s7,1,0.169526,1.887133,[28 65] ; [ 3 17],[25.51327434 67.48672566] ; [ 5.48672566 14.51327434],0
v3,1,0.203248,1.618881,[23 67] ; [ 3 20],[20.7079646 69.2920354] ; [ 5.2920354 17.7079646],0
s8,1,0.273273,1.200246,[23 75] ; [ 3 20],[21.05785124 76.94214876] ; [ 4.94214876 18.05785124],0
d2,1,0.278272,1.175512,[37 60] ; [ 6 17],[34.75833333 62.24166667] ; [ 8.24166667 14.75833333],0
p10,1,0.280038,1.166906,[51 44] ; [ 9 13],[48.71794872 46.28205128] ; [11.28205128 10.71794872],0
n5,1,0.284236,1.146725,[50 47] ; [ 9 14],[47.69166667 49.30833333] ; [11.30833333 11.69166667],0
p2,1,0.29655,1.089645,[58 39] ; [11 12],[55.775 41.225] ; [13.225  9.775],0
d4,1,0.302061,1.065074,[69 27] ; [14  9],[66.95798319 29.04201681] ; [16.04201681  6.95798319],0
b2,1,0.306679,1.044926,[15 36] ; [ 2 11],[13.546875 37.453125] ; [3.453125 9.546875],0
b3,1,0.306679,1.044926,[15 36] ; [ 2 11],[13.546875 37.453125] ; [3.453125 9.546875],0
a3,1,0.333068,0.936934,[60 38] ; [11 11],[57.98333333 40.01666667] ; [13.01666667  8.98333333],0
n4,1,0.347695,0.881851,[49 49] ; [ 9 14],[46.97520661 51.02479339] ; [11.02479339 11.97520661],0
a1,1,0.355006,0.855484,[ 7 91] ; [ 3 20],[ 8.09917355 89.90082645] ; [ 1.90082645 21.09917355],0
a5,1,0.359629,0.839187,[53 45] ; [10 13],[51.02479339 46.97520661] ; [11.97520661 11.02479339],0
p11,1,0.359629,0.839187,[53 45] ; [10 13],[51.02479339 46.97520661] ; [11.97520661 11.02479339],0
p4,1,0.383389,0.759805,[30 67] ; [ 5 18],[28.29166667 68.70833333] ; [ 6.70833333 16.29166667],0
s5,1,0.428491,0.62691,[14 79] ; [ 2 21],[12.82758621 80.17241379] ; [ 3.17241379 19.82758621],0
a7,1,0.430609,0.621181,[64 34] ; [13 10],[62.36363636 35.63636364] ; [14.63636364  8.36363636],0
v2,1,0.479351,0.50034,[36 54] ; [ 7 15],[34.55357143 55.44642857] ; [ 8.44642857 13.55357143],0
s6,1,0.51141,0.431182,[41 56] ; [ 8 15],[39.60833333 57.39166667] ; [ 9.39166667 13.60833333],0
v1,1,0.526397,0.401342,[36 60] ; [ 7 16],[34.68907563 61.31092437] ; [ 8.31092437 14.68907563],0
p12,1,0.539838,0.375841,[ 2 93] ; [ 1 22],[ 2.41525424 92.58474576] ; [ 0.58474576 22.41525424],0
n1,1,0.570306,0.322171,[17 23] ; [4 8],[16.15384615 23.84615385] ; [4.84615385 7.15384615],0
p8,1,0.589293,0.29145,[27 68] ; [ 5 17],[25.98290598 69.01709402] ; [ 6.01709402 15.98290598],0
