Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,25.77908,[109  44] ; [29 50],[91.00862069 61.99137931] ; [46.99137931 32.00862069],1
d3,1,0.000884,11.055327,[107  45] ; [38 41],[95.41125541 56.58874459] ; [49.58874459 29.41125541],1
a2,1,0.002209,9.36724,[ 37 117] ; [ 6 73],[ 28.42060086 125.57939914] ; [14.57939914 64.42060086],0
r4,1,0.002658,9.028444,[142  12] ; [62 17],[134.83261803  19.16738197] ; [69.16738197  9.83261803],0
b5,1,0.004529,8.058385,[100  54] ; [36 43],[89.88841202 64.11158798] ; [46.11158798 32.88841202],0
r2,1,0.005,7.879547,[144   8] ; [66 13],[138.18181818  13.81818182] ; [71.81818182  7.18181818],0
d5,1,0.012348,6.260269,[123  30] ; [51 27],[115.24675325  37.75324675] ; [58.75324675 19.24675325],0
a3,1,0.018222,5.574661,[110  43] ; [44 34],[102.  51.] ; [52. 26.],0
d1,1,0.041937,4.137746,[86 68] ; [33 46],[78.65236052 75.34763948] ; [40.34763948 38.65236052],0
u1,1,0.055816,3.657544,[ 23 131] ; [ 5 74],[ 18.50643777 135.49356223] ; [ 9.49356223 69.50643777],0
s3,1,0.056949,3.624087,[82 71] ; [52 26],[88.75324675 64.24675325] ; [45.24675325 32.75324675],0
d4,1,0.05802,3.593084,[123  30] ; [54 24],[117.23376623  35.76623377] ; [59.76623377 18.23376623],0
a8,1,0.058834,3.569944,[ 25 117] ; [ 6 68],[ 20.37962963 121.62037037] ; [10.62037037 63.37962963],0
p10,1,0.069882,3.285792,[124  29] ; [55 23],[118.55844156  34.44155844] ; [60.44155844 17.55844156],0
n3,1,0.070753,3.265473,[28  6] ; [14  9],[25.05263158  8.94736842] ; [16.94736842  6.05263158],0
p4,1,0.078951,3.086364,[111  43] ; [48 31],[105.09012876  48.90987124] ; [53.90987124 25.09012876],0
p8,1,0.080254,3.059755,[106  46] ; [46 33],[100.01731602  51.98268398] ; [51.98268398 27.01731602],0
r3,1,0.087775,2.914705,[145   8] ; [70  9],[141.7887931  11.2112069] ; [73.2112069  5.7887931],0
r1,1,0.098562,2.728652,[119  33] ; [54 25],[113.83549784  38.16450216] ; [59.16450216 19.83549784],0
