Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.019773,5.431803,[3 4] ; [11  1],[5.15789474 1.84210526] ; [8.84210526 3.15789474],0
r4,1,0.027397,4.865608,[1 6] ; [8 4],[3.31578947 3.68421053] ; [5.68421053 6.31578947],0
d3,1,0.060676,3.518804,[6 1] ; [5 7],[4.05263158 2.94736842] ; [6.94736842 5.05263158],0
n5,1,0.074982,3.170437,[4 3] ; [11  1],[5.52631579 1.47368421] ; [9.47368421 2.52631579],0
p10,1,0.161192,1.96301,[3 4] ; [9 3],[4.42105263 2.57894737] ; [7.57894737 4.42105263],0
s4,1,0.161192,1.96301,[4 3] ; [3 9],[2.57894737 4.42105263] ; [4.42105263 7.57894737],0
a5,1,0.211088,1.563946,[4 3] ; [10  2],[5.15789474 1.84210526] ; [8.84210526 3.15789474],0
n4,1,0.243216,1.361855,[5 2] ; [11  1],[5.89473684 1.10526316] ; [10.10526316  1.89473684],0
p11,1,0.310596,1.028139,[3 4] ; [8 4],[4.05263158 2.94736842] ; [6.94736842 5.05263158],0
b4,1,0.310596,1.028139,[3 4] ; [8 4],[4.05263158 2.94736842] ; [6.94736842 5.05263158],0
d2,1,0.361466,0.832792,[2 5] ; [6 6],[2.94736842 4.05263158] ; [5.05263158 6.94736842],0
r1,1,0.361466,0.832792,[2 5] ; [6 6],[2.94736842 4.05263158] ; [5.05263158 6.94736842],0
p2,1,0.36308,0.827211,[6 1] ; [8 4],[5.15789474 1.84210526] ; [8.84210526 3.15789474],0
p9,1,0.41923,0.652473,[4 3] ; [9 3],[4.78947368 2.21052632] ; [8.21052632 3.78947368],0
r2,1,0.422678,0.642857,[4 2] ; [10  2],[4.66666667 1.33333333] ; [9.33333333 2.66666667],0
b2,1,0.480478,0.497778,[2 2] ; [3 7],[1.42857143 2.57142857] ; [3.57142857 6.42857143],0
b3,1,0.480478,0.497778,[2 2] ; [3 7],[1.42857143 2.57142857] ; [3.57142857 6.42857143],0
s7,1,0.494125,0.467532,[3 3] ; [8 4],[3.66666667 2.33333333] ; [7.33333333 4.66666667],0
p8,1,0.514584,0.424735,[3 4] ; [7 5],[3.68421053 3.31578947] ; [6.31578947 5.68421053],0
p6,1,0.514584,0.424735,[4 3] ; [5 7],[3.31578947 3.68421053] ; [5.68421053 6.31578947],0
d5,1,0.514584,0.424735,[3 4] ; [7 5],[3.68421053 3.31578947] ; [6.31578947 5.68421053],0
p3,1,0.514584,0.424735,[4 3] ; [5 7],[3.31578947 3.68421053] ; [5.68421053 6.31578947],0
b1,1,0.514584,0.424735,[4 3] ; [5 7],[3.31578947 3.68421053] ; [5.68421053 6.31578947],0
v4,1,0.539222,0.376984,[5 2] ; [10  2],[5.52631579 1.47368421] ; [9.47368421 2.52631579],0
b5,1,0.539222,0.376984,[5 2] ; [10  2],[5.52631579 1.47368421] ; [9.47368421 2.52631579],0
n2,1,0.57075,0.321429,[2 1] ; [5 1],[2.33333333 0.66666667] ; [4.66666667 1.33333333],0
s1,1,0.580543,0.305357,[1 6] ; [3 9],[1.47368421 5.52631579] ; [2.52631579 9.47368421],0
n1,1,0.635256,0.225,[2 1] ; [3 3],[1.66666667 1.33333333] ; [3.33333333 2.66666667],0
a4,1,0.678044,0.172336,[3 4] ; [4 8],[2.57894737 4.42105263] ; [4.42105263 7.57894737],0
d4,1,0.678044,0.172336,[4 3] ; [8 4],[4.42105263 2.57894737] ; [7.57894737 4.42105263],0
a2,1,0.683406,0.166317,[1 6] ; [ 1 11],[0.73684211 6.26315789] ; [ 1.26315789 10.73684211],0
u1,1,0.683406,0.166317,[1 6] ; [ 1 11],[0.73684211 6.26315789] ; [ 1.26315789 10.73684211],0
p7,1,0.737316,0.1125,[3 3] ; [5 7],[2.66666667 3.33333333] ; [5.33333333 6.66666667],0
s8,1,0.763573,0.090476,[3 4] ; [6 6],[3.31578947 3.68421053] ; [5.68421053 6.31578947],0
a7,1,0.763573,0.090476,[4 3] ; [6 6],[3.68421053 3.31578947] ; [6.31578947 5.68421053],0
v1,1,0.763573,0.090476,[4 3] ; [6 6],[3.68421053 3.31578947] ; [6.31578947 5.68421053],0
s3,1,0.828812,0.046753,[6 1] ; [9 2],[5.83333333 1.16666667] ; [9.16666667 1.83333333],0
v3,1,0.829454,0.046398,[2 5] ; [4 8],[2.21052632 4.78947368] ; [3.78947368 8.21052632],0
v2,1,0.829454,0.046398,[2 5] ; [4 8],[2.21052632 4.78947368] ; [3.78947368 8.21052632],0
a6,1,0.959566,0.00257,[4 3] ; [7 5],[4.05263158 2.94736842] ; [6.94736842 5.05263158],0
p4,1,0.959566,0.00257,[4 3] ; [7 5],[4.05263158 2.94736842] ; [6.94736842 5.05263158],0
d1,1,0.959566,0.00257,[3 4] ; [5 7],[2.94736842 4.05263158] ; [5.05263158 6.94736842],0
