Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.001891,9.65233,[54  5] ; [1 2],[52.33870968  6.66129032] ; [2.66129032 0.33870968],0
r4,1,0.0147,5.952108,[51  8] ; [1 2],[49.48387097  9.51612903] ; [2.51612903 0.48387097],0
v4,1,0.052036,3.774596,[56  3] ; [2 1],[55.19354839  3.80645161] ; [2.80645161 0.19354839],0
p2,1,0.064809,3.409845,[46 12] ; [1 2],[44.68852459 13.31147541] ; [2.31147541 0.68852459],0
a7,1,0.173074,1.856113,[41 17] ; [1 2],[39.93442623 18.06557377] ; [2.06557377 0.93442623],0
d5,1,0.416351,0.660593,[49  9] ; [2 1],[48.49180328  9.50819672] ; [2.50819672 0.49180328],0
b4,1,0.442918,0.58871,[33 26] ; [1 2],[32.35483871 26.64516129] ; [1.64516129 1.35483871],0
s4,1,0.490895,0.474563,[10 47] ; [1 2],[10.45 46.55] ; [0.55 2.45],0
a4,1,0.516041,0.421798,[28 31] ; [2 1],[28.5483871 30.4516129] ; [1.4516129 1.5483871],0
p3,1,0.534405,0.386009,[28 30] ; [2 1],[28.52459016 29.47540984] ; [1.47540984 1.52459016],0
p10,1,0.541572,0.372635,[47 11] ; [2 1],[46.59016393 11.40983607] ; [2.40983607 0.59016393],0
p6,1,0.573401,0.317025,[29 29] ; [2 1],[29.47540984 28.52459016] ; [1.52459016 1.47540984],0
p9,1,0.660979,0.192337,[45 13] ; [2 1],[44.68852459 13.31147541] ; [2.31147541 0.68852459],0
v3,1,0.738628,0.111336,[25 33] ; [1 2],[24.72131148 33.27868852] ; [1.27868852 1.72131148],0
d1,1,0.756925,0.095804,[34 25] ; [2 1],[34.25806452 24.74193548] ; [1.74193548 1.25806452],0
v2,1,0.800286,0.063998,[35 24] ; [2 1],[35.20967742 23.79032258] ; [1.79032258 1.20967742],0
b1,1,0.844626,0.038408,[23 36] ; [1 2],[22.83870968 36.16129032] ; [1.16129032 1.83870968],0
p11,1,0.844626,0.038408,[36 23] ; [2 1],[36.16129032 22.83870968] ; [1.83870968 1.16129032],0
a6,1,0.889981,0.019135,[37 22] ; [2 1],[37.11290323 21.88709677] ; [1.88709677 1.11290323],0
s6,1,0.917542,0.010719,[41 18] ; [2 1],[40.91935484 18.08064516] ; [2.08064516 0.91935484],0
n4,1,0.917542,0.010719,[41 18] ; [2 1],[40.91935484 18.08064516] ; [2.08064516 0.91935484],0
n5,1,0.933184,0.007029,[40 18] ; [2 1],[39.93442623 18.06557377] ; [2.06557377 0.93442623],0
b5,1,0.936393,0.006369,[38 21] ; [2 1],[38.06451613 20.93548387] ; [1.93548387 1.06451613],0
s5,1,0.967409,0.001669,[20 38] ; [1 2],[19.96721311 38.03278689] ; [1.03278689 1.96721311],0
a3,1,0.983908,0.000407,[39 20] ; [2 1],[39.01612903 19.98387097] ; [1.98387097 1.01612903],0
