Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,25.684675,[20 12] ; [16 82],[ 8.86153846 23.13846154] ; [27.13846154 70.86153846],1
s6,1,1e-06,23.800291,[25  7] ; [29 70],[13.19083969 18.80916031] ; [40.80916031 58.19083969],1
s3,1,2e-06,22.959653,[24  7] ; [28 69],[12.59375 18.40625] ; [39.40625 57.59375],1
s8,1,1.9e-05,18.29808,[14 18] ; [10 89],[ 5.86259542 26.13740458] ; [18.13740458 80.86259542],1
s4,1,0.00072,11.436947,[12 20] ; [11 87],[ 5.66153846 26.33846154] ; [17.33846154 80.66153846],1
p9,1,0.000732,11.405672,[18 12] ; [26 72],[10.3125 19.6875] ; [33.6875 64.3125],1
u1,1,0.002573,9.088134,[ 8 24] ; [ 6 93],[ 3.41984733 28.58015267] ; [10.58015267 88.41984733],0
a3,1,0.004208,8.191776,[24  8] ; [45 53],[16.98461538 15.01538462] ; [52.01538462 45.98461538],0
p4,1,0.005099,7.844149,[19 13] ; [31 67],[12.30769231 19.69230769] ; [37.69230769 60.30769231],0
p6,1,0.005223,7.80048,[13 18] ; [17 80],[ 7.265625 23.734375] ; [22.734375 74.265625],0
n6,1,0.005371,7.750096,[27  5] ; [56 42],[20.43076923 11.56923077] ; [62.56923077 35.43076923],0
d4,1,0.009595,6.70856,[27  4] ; [61 37],[21.14728682  9.85271318] ; [66.85271318 31.14728682],0
p3,1,0.010405,6.564221,[15 17] ; [23 76],[ 9.28244275 22.71755725] ; [28.71755725 70.28244275],0
p2,1,0.011566,6.376142,[24  8] ; [49 50],[17.83206107 14.16793893] ; [55.16793893 43.83206107],0
s5,1,0.01673,5.724493,[ 9 20] ; [12 86],[ 4.79527559 24.20472441] ; [16.20472441 81.79527559],0
n1,1,0.024576,5.053506,[8 4] ; [14 31],[4.63157895 7.36842105] ; [17.36842105 27.63157895],0
r4,1,0.027853,4.83716,[27  5] ; [63 36],[21.98473282 10.01526718] ; [68.01526718 30.98473282],0
a4,1,0.038004,4.304832,[17 15] ; [32 66],[12.06153846 19.93846154] ; [36.93846154 61.06153846],0
n4,1,0.04042,4.200158,[24  8] ; [54 45],[19.05343511 12.94656489] ; [58.94656489 40.05343511],0
r3,1,0.042972,4.096495,[29  3] ; [72 26],[24.86153846  7.13846154] ; [76.13846154 21.86153846],0
b2,1,0.055601,3.663969,[10 10] ; [17 46],[ 6.5060241 13.4939759] ; [20.4939759 42.5060241],0
b3,1,0.055601,3.663969,[10 10] ; [17 46],[ 6.5060241 13.4939759] ; [20.4939759 42.5060241],0
v4,1,0.056827,3.627662,[29  3] ; [74 25],[25.16030534  6.83969466] ; [77.83969466 21.16030534],0
p5,1,0.061048,3.508673,[ 3 29] ; [ 2 96],[ 1.23076923 30.76923077] ; [ 3.76923077 94.23076923],0
d3,1,0.06398,3.431085,[20 11] ; [45 54],[15.5 15.5] ; [49.5 49.5],0
r2,1,0.071736,3.242853,[29  2] ; [78 20],[25.71317829  5.28682171] ; [81.28682171 16.71317829],0
p1,1,0.093545,2.812291,[ 5 27] ; [ 6 92],[ 2.70769231 29.29230769] ; [ 8.29230769 89.70769231],0
d1,1,0.094528,2.795517,[18 14] ; [39 60],[13.92366412 18.07633588] ; [43.07633588 55.92366412],0
a2,1,0.124165,2.363981,[ 7 25] ; [11 88],[ 4.39694656 27.60305344] ; [13.60305344 85.39694656],0
n5,1,0.130433,2.287341,[22 10] ; [53 46],[18.32061069 13.67938931] ; [56.67938931 42.32061069],0
a7,1,0.144774,2.126469,[22 10] ; [53 45],[18.46153846 13.53846154] ; [56.53846154 41.46153846],0
r1,1,0.149259,2.079804,[23  9] ; [57 42],[19.54198473 12.45801527] ; [60.45801527 38.54198473],0
a5,1,0.170851,1.875463,[19 13] ; [45 54],[15.63358779 16.36641221] ; [48.36641221 50.63358779],0
s1,1,0.246746,1.341631,[ 4 28] ; [ 6 91],[ 2.48062016 29.51937984] ; [ 7.51937984 89.48062016],0
u3,1,0.291002,1.114982,[5 3] ; [23 31],[3.61290323 4.38709677] ; [24.38709677 29.61290323],0
b5,1,0.3157,1.006679,[21 11] ; [55 44],[18.5648855 13.4351145] ; [57.4351145 41.5648855],0
d5,1,0.324166,0.972062,[23  8] ; [64 35],[20.74615385 10.25384615] ; [66.25384615 32.74615385],0
a8,1,0.332505,0.939118,[ 4 26] ; [ 7 86],[ 2.68292683 27.31707317] ; [ 8.31707317 84.68292683],0
p7,1,0.375238,0.786244,[15 16] ; [39 60],[12.87692308 18.12307692] ; [41.12307692 57.87692308],0
u4,1,0.396316,0.719476,[ 1 31] ; [ 1 98],[ 0.48854962 31.51145038] ; [ 1.51145038 97.48854962],0
p8,1,0.417117,0.658425,[11 20] ; [27 70],[ 9.203125 21.796875] ; [28.796875 68.203125],0
d2,1,0.418229,0.655285,[16 15] ; [42 55],[14.046875 16.953125] ; [43.953125 53.046875],0
n2,1,0.442839,0.588915,[8 4] ; [25 21],[6.82758621 5.17241379] ; [26.17241379 19.82758621],0
a6,1,0.484759,0.488138,[15 16] ; [55 44],[16.69230769 14.30769231] ; [53.30769231 45.69230769],0
u2,1,0.508049,0.438084,[4 4] ; [20 33],[3.14754098 4.85245902] ; [20.85245902 32.14754098],0
