Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,23.550057,[90 21] ; [15 23],[78.22147651 32.77852349] ; [26.77852349 11.22147651],1
a6,1,6.4e-05,15.993086,[81 30] ; [14 24],[70.77181208 40.22818792] ; [24.22818792 13.77181208],1
v2,1,0.018025,5.593731,[66 44] ; [13 22],[59.93103448 50.06896552] ; [19.06896552 15.93103448],0
a2,1,0.018172,5.579516,[29 82] ; [ 3 35],[23.83892617 87.16107383] ; [ 8.16107383 29.83892617],0
r4,1,0.019238,5.479792,[101  10] ; [29  9],[96.84563758 14.15436242] ; [33.15436242  4.84563758],0
s3,1,0.029071,4.763419,[62 46] ; [14 24],[56.21917808 51.78082192] ; [19.78082192 18.21917808],0
u1,1,0.036902,4.354949,[26 85] ; [ 3 35],[21.60402685 89.39597315] ; [ 7.39597315 30.60402685],0
b1,1,0.056978,3.623247,[39 72] ; [20 18],[43.95302013 67.04697987] ; [15.04697987 22.95302013],0
s4,1,0.064918,3.40705,[19 90] ; [ 2 36],[15.57142857 93.42857143] ; [ 5.42857143 32.57142857],0
v1,1,0.066018,3.379347,[60 46] ; [14 22],[55.23943662 50.76056338] ; [18.76056338 17.23943662],0
r1,1,0.075522,3.158725,[88 22] ; [25 13],[83.98648649 26.01351351] ; [29.01351351  8.98648649],0
d1,1,0.078387,3.098029,[76 35] ; [20 18],[71.51677852 39.48322148] ; [24.48322148 13.51677852],0
a5,1,0.083061,3.003975,[86 25] ; [24 14],[81.94630872 29.05369128] ; [28.05369128  9.94630872],0
d5,1,0.103006,2.658368,[97 14] ; [29  9],[93.86577181 17.13422819] ; [32.13422819  5.86577181],0
a8,1,0.11205,2.525074,[ 7 88] ; [ 6 30],[ 9.42748092 85.57251908] ; [ 3.57251908 32.42748092],0
d4,1,0.128641,2.308831,[94 17] ; [28 10],[90.88590604 20.11409396] ; [31.11409396  6.88590604],0
a4,1,0.142963,2.145768,[49 62] ; [22 16],[52.89261745 58.10738255] ; [18.10738255 19.89261745],0
u3,1,0.146352,2.109864,[29 13] ; [5 6],[26.94339623 15.05660377] ; [7.05660377 3.94339623],0
p2,1,0.151978,2.052286,[91 20] ; [27 11],[87.90604027 23.09395973] ; [30.09395973  7.90604027],0
n1,1,0.153578,2.036345,[12 19] ; [7 4],[14.02380952 16.97619048] ; [4.97619048 6.02380952],0
n3,1,0.225887,1.466571,[23  8] ; [6 5],[21.4047619  9.5952381] ; [7.5952381 3.4047619],0
p9,1,0.228378,1.450934,[84 24] ; [33  5],[86.54794521 21.45205479] ; [30.45205479  7.54794521],0
s2,1,0.260134,1.268044,[62 45] ; [18 20],[59.03448276 47.96551724] ; [20.96551724 17.03448276],0
p3,1,0.265614,1.239261,[61 49] ; [25 13],[63.91891892 46.08108108] ; [22.08108108 15.91891892],0
s7,1,0.277463,1.179475,[45 58] ; [19 16],[47.76811594 55.23188406] ; [16.23188406 18.76811594],0
a3,1,0.323107,0.976327,[69 42] ; [27 11],[71.51677852 39.48322148] ; [24.48322148 13.51677852],0
s8,1,0.350764,0.87069,[45 64] ; [19 19],[47.45578231 61.54421769] ; [16.54421769 21.45578231],0
p11,1,0.356054,0.851762,[79 32] ; [24 14],[76.73154362 34.26845638] ; [26.26845638 11.73154362],0
n6,1,0.374455,0.788829,[97 14] ; [31  7],[95.3557047 15.6442953] ; [32.6442953  5.3557047],0
b5,1,0.383643,0.758994,[73 38] ; [22 16],[70.77181208 40.22818792] ; [24.22818792 13.77181208],0
p10,1,0.413029,0.670065,[82 27] ; [26 12],[80.08163265 28.91836735] ; [27.91836735 10.08163265],0
b4,1,0.489727,0.477126,[66 45] ; [25 13],[67.79194631 43.20805369] ; [23.20805369 14.79194631],0
r2,1,0.526431,0.401276,[102   8] ; [34  4],[101.08108108   8.91891892] ; [34.91891892  3.08108108],0
n5,1,0.5321,0.39038,[82 29] ; [30  8],[83.43624161 27.56375839] ; [28.56375839  9.43624161],0
n2,1,0.574103,0.315865,[19 11] ; [8 3],[19.75609756 10.24390244] ; [7.24390244 3.75609756],0
r3,1,0.578238,0.309092,[105   6] ; [35  3],[104.29530201   6.70469799] ; [35.70469799  2.29530201],0
v4,1,0.578238,0.309092,[105   6] ; [35  3],[104.29530201   6.70469799] ; [35.70469799  2.29530201],0
p1,1,0.606106,0.265885,[12 99] ; [ 3 35],[11.17449664 99.82550336] ; [ 3.82550336 34.17449664],0
p12,1,0.606106,0.265885,[12 99] ; [ 3 35],[11.17449664 99.82550336] ; [ 3.82550336 34.17449664],0
v3,1,0.633944,0.226751,[38 68] ; [11 24],[36.83687943 69.16312057] ; [12.16312057 22.83687943],0
p6,1,0.643097,0.214715,[27 82] ; [ 8 30],[25.95238095 83.04761905] ; [ 9.04761905 28.95238095],0
u2,1,0.697212,0.151388,[24 18] ; [7 4],[24.56603774 17.43396226] ; [6.43396226 4.56603774],0
s6,1,0.720761,0.127764,[77 32] ; [28 10],[77.85714286 31.14285714] ; [27.14285714 10.85714286],0
s1,1,0.745803,0.105091,[  7 103] ; [ 3 35],[  7.43243243 102.56756757] ; [ 2.56756757 35.43243243],0
a1,1,0.753279,0.098797,[  2 109] ; [ 1 37],[  2.23489933 108.76510067] ; [ 0.76510067 37.23489933],0
u4,1,0.773973,0.082474,[  4 107] ; [ 1 37],[  3.72483221 107.27516779] ; [ 1.27516779 36.72483221],0
s5,1,0.789421,0.071322,[30 74] ; [ 9 25],[29.39130435 74.60869565] ; [ 9.60869565 24.39130435],0
p5,1,0.806855,0.059773,[10 99] ; [ 4 34],[10.38095238 98.61904762] ; [ 3.61904762 34.38095238],0
p8,1,0.866975,0.028057,[36 74] ; [13 25],[36.41891892 73.58108108] ; [12.58108108 25.41891892],0
d2,1,0.869538,0.026977,[62 48] ; [22 16],[62.43243243 47.56756757] ; [21.56756757 16.43243243],0
n4,1,0.870068,0.026756,[89 22] ; [30  8],[88.65100671 22.34899329] ; [30.34899329  7.65100671],0
