Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.8e-05,18.340928,[26  4] ; [29 43],[16.17647059 13.82352941] ; [38.82352941 33.17647059],1
d4,1,0.619241,0.246936,[16 14] ; [35 38],[14.85436893 15.14563107] ; [36.14563107 36.85436893],0
n3,1,0.654744,0.199971,[5 6] ; [16 14],[5.63414634 5.36585366] ; [15.36585366 14.63414634],0
a6,1,0.655679,0.198814,[ 8 22] ; [23 51],[ 8.94230769 21.05769231] ; [22.05769231 51.94230769],0
b4,1,0.668318,0.183576,[18 12] ; [41 33],[17.01923077 12.98076923] ; [41.98076923 32.01923077],0
s3,1,0.710749,0.13753,[16 14] ; [35 36],[15.14851485 14.85148515] ; [35.85148515 35.14851485],0
b2,1,0.723932,0.124756,[ 5 14] ; [10 35],[ 4.453125 14.546875] ; [10.546875 34.453125],0
b3,1,0.723932,0.124756,[ 5 14] ; [10 35],[ 4.453125 14.546875] ; [10.546875 34.453125],0
a3,1,0.772238,0.08378,[11 19] ; [29 44],[11.65048544 18.34951456] ; [28.34951456 44.65048544],0
a4,1,0.854443,0.033655,[ 6 24] ; [16 58],[ 6.34615385 23.65384615] ; [15.65384615 58.34615385],0
a1,1,0.862531,0.029982,[ 1 29] ; [ 3 71],[ 1.15384615 28.84615385] ; [ 2.84615385 71.15384615],0
d1,1,0.89915,0.016062,[ 6 24] ; [14 60],[ 5.76923077 24.23076923] ; [14.23076923 59.76923077],0
d2,1,0.913821,0.011712,[ 9 21] ; [23 51],[ 9.23076923 20.76923077] ; [22.76923077 51.23076923],0
n6,1,0.929295,0.007873,[20 10] ; [50 24],[20.19230769  9.80769231] ; [49.80769231 24.19230769],0
p1,1,0.932488,0.007177,[ 3 27] ; [ 7 67],[ 2.88461538 27.11538462] ; [ 7.11538462 66.88461538],0
