Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.008777,6.867655,[17  9] ; [1 7],[13.76470588 12.23529412] ; [4.23529412 3.76470588],0
r3,1,0.011507,6.385216,[24  1] ; [5 3],[21.96969697  3.03030303] ; [7.03030303 0.96969697],0
s4,1,0.022118,5.236484,[ 3 22] ; [4 4],[ 5.3030303 19.6969697] ; [1.6969697 6.3030303],0
d3,1,0.026224,4.941209,[18  8] ; [2 6],[15.29411765 10.70588235] ; [4.70588235 3.29411765],0
n4,1,0.06557,3.390589,[19  7] ; [3 5],[16.82352941  9.17647059] ; [5.17647059 2.82352941],0
r4,1,0.084522,2.975726,[21  5] ; [4 4],[19.11764706  6.88235294] ; [5.88235294 2.11764706],0
a7,1,0.126752,2.331838,[14 11] ; [2 6],[12.12121212 12.87878788] ; [3.87878788 4.12121212],0
v2,1,0.126752,2.331838,[14 11] ; [2 6],[12.12121212 12.87878788] ; [3.87878788 4.12121212],0
b1,1,0.1611,1.963874,[17  9] ; [3 5],[15.29411765 10.70588235] ; [4.70588235 3.29411765],0
n5,1,0.1611,1.963874,[17  9] ; [3 5],[15.29411765 10.70588235] ; [4.70588235 3.29411765],0
a6,1,0.1611,1.963874,[17  9] ; [3 5],[15.29411765 10.70588235] ; [4.70588235 3.29411765],0
s8,1,0.169879,1.884007,[10 16] ; [1 7],[ 8.41176471 17.58823529] ; [2.58823529 5.41176471],0
d5,1,0.176118,1.830077,[22  4] ; [5 3],[20.64705882  5.35294118] ; [6.35294118 1.64705882],0
s1,1,0.183954,1.765385,[ 2 24] ; [2 6],[ 3.05882353 22.94117647] ; [0.94117647 7.05882353],0
d4,1,0.195418,1.676291,[21  4] ; [5 3],[19.6969697  5.3030303] ; [6.3030303 1.6969697],0
p6,1,0.195418,1.676291,[ 4 21] ; [3 5],[ 5.3030303 19.6969697] ; [1.6969697 6.3030303],0
p11,1,0.213006,1.550877,[13 13] ; [6 2],[14.52941176 11.47058824] ; [4.47058824 3.52941176],0
a3,1,0.222434,1.488598,[19  7] ; [4 4],[17.58823529  8.41176471] ; [5.41176471 2.58823529],0
s2,1,0.231133,1.433873,[10 16] ; [5 3],[11.47058824 14.52941176] ; [3.52941176 4.47058824],0
p7,1,0.265953,1.2375,[10 15] ; [5 3],[11.36363636 13.63636364] ; [3.63636364 4.36363636],0
v1,1,0.287728,1.13022,[12 14] ; [2 6],[10.70588235 15.29411765] ; [3.29411765 4.70588235],0
p3,1,0.319577,0.990676,[ 8 18] ; [4 4],[ 9.17647059 16.82352941] ; [2.82352941 5.17647059],0
a1,1,0.362989,0.827524,[ 1 25] ; [1 7],[ 1.52941176 24.47058824] ; [0.47058824 7.52941176],0
b5,1,0.418741,0.653846,[14 12] ; [3 5],[13. 13.] ; [4. 4.],0
a5,1,0.433612,0.61313,[17  9] ; [4 4],[16.05882353  9.94117647] ; [4.94117647 3.05882353],0
p10,1,0.442695,0.589286,[10 15] ; [2 6],[ 9.09090909 15.90909091] ; [2.90909091 5.09090909],0
b3,1,0.463238,0.538059,[ 3 16] ; [2 5],[ 3.65384615 15.34615385] ; [1.34615385 5.65384615],0
b2,1,0.463238,0.538059,[ 3 16] ; [2 5],[ 3.65384615 15.34615385] ; [1.34615385 5.65384615],0
n3,1,0.480478,0.497778,[7 3] ; [2 2],[6.42857143 3.57142857] ; [2.57142857 1.42857143],0
s7,1,0.484123,0.48956,[11 15] ; [4 3],[11.81818182 14.18181818] ; [3.18181818 3.81818182],0
a2,1,0.517636,0.4186,[ 6 20] ; [1 7],[ 5.35294118 20.64705882] ; [1.64705882 6.35294118],0
u1,1,0.517636,0.4186,[ 6 20] ; [1 7],[ 5.35294118 20.64705882] ; [1.64705882 6.35294118],0
u3,1,0.55368,0.350765,[3 4] ; [1 3],[2.54545455 4.45454545] ; [1.45454545 2.54545455],0
n1,1,0.568618,0.325,[6 3] ; [2 2],[5.53846154 3.46153846] ; [2.46153846 1.53846154],0
d2,1,0.610823,0.258978,[18  7] ; [5 3],[17.42424242  7.57575758] ; [5.57575758 2.42424242],0
b4,1,0.611196,0.258437,[17  9] ; [6 2],[17.58823529  8.41176471] ; [5.41176471 2.58823529],0
s3,1,0.701585,0.146829,[15 11] ; [4 4],[14.52941176 11.47058824] ; [4.47058824 3.52941176],0
s6,1,0.721948,0.126634,[18  8] ; [5 3],[17.58823529  8.41176471] ; [5.41176471 2.58823529],0
p8,1,0.75415,0.098077,[ 8 18] ; [2 6],[ 7.64705882 18.35294118] ; [2.35294118 5.64705882],0
p2,1,0.809076,0.058379,[15 11] ; [5 3],[15.29411765 10.70588235] ; [4.70588235 3.29411765],0
v4,1,0.840344,0.040584,[22  4] ; [7 1],[22.17647059  3.82352941] ; [6.82352941 1.17647059],0
n6,1,0.914143,0.011624,[19  7] ; [6 2],[19.11764706  6.88235294] ; [5.88235294 2.11764706],0
p4,1,0.921521,0.009706,[12 13] ; [4 4],[12.12121212 12.87878788] ; [3.87878788 4.12121212],0
p1,1,0.941157,0.005449,[ 3 23] ; [1 7],[ 3.05882353 22.94117647] ; [0.94117647 7.05882353],0
a8,1,0.968494,0.00156,[ 3 20] ; [1 7],[ 2.96774194 20.03225806] ; [1.03225806 6.96774194],0
a4,1,1.0,0.0,[13 13] ; [4 4],[13. 13.] ; [4. 4.],0
u2,1,1.0,0.0,[3 3] ; [2 2],[3. 3.] ; [2. 2.],0
