Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,59.689254,[269 112] ; [ 63 112],[227.50359712 153.49640288] ; [104.49640288  70.50359712],1
p6,1,0.0,43.971739,[219 161] ; [ 46 124],[183.09090909 196.90909091] ; [81.90909091 88.09090909],1
p8,1,0.0,35.101258,[284  96] ; [85 88],[253.56238698 126.43761302] ; [115.43761302  57.56238698],1
p5,1,0.0,26.06134,[ 72 307] ; [  5 170],[ 52.67689531 326.32310469] ; [ 24.32310469 150.67689531],1
p2,1,1.4e-05,18.825322,[355  24] ; [143  32],[340.68953069  38.31046931] ; [157.31046931  17.68953069],1
p10,1,5.1e-05,16.393119,[339  40] ; [132  41],[323.38586957  55.61413043] ; [147.61413043  25.38586957],1
a5,1,0.000134,14.583721,[300  81] ; [111  64],[281.63848921  99.36151079] ; [129.36151079  45.63848921],1
s7,1,0.000213,13.710222,[215 148] ; [72 99],[195.09550562 167.90449438] ; [91.90449438 79.09550562],1
p9,1,0.000309,13.017231,[344  37] ; [136  36],[330.70524412  50.29475588] ; [149.29475588  22.70524412],1
n5,1,0.00038,12.62625,[307  72] ; [117  57],[290.58951175  88.41048825] ; [133.41048825  40.58951175],1
d1,1,0.000567,11.880329,[244 137] ; [85 90],[225.44784173 155.55215827] ; [103.55215827  71.44784173],1
p11,1,0.001191,10.504491,[328  53] ; [131  44],[314.53057554  66.46942446] ; [144.46942446  30.53057554],0
s6,1,0.001229,10.445947,[277  94] ; [105  67],[260.99815838 110.00184162] ; [121.00184162  50.99815838],0
v1,1,0.001314,10.322509,[231 143] ; [80 90],[213.8125 160.1875] ; [97.1875 72.8125],0
d3,1,0.002068,9.488298,[282  99] ; [105  67],[266.63110307 114.36889693] ; [120.36889693  51.63110307],0
s8,1,0.003945,8.308835,[203 177] ; [ 70 104],[187.25631769 192.74368231] ; [85.74368231 88.25631769],0
a4,1,0.006823,7.318949,[183 196] ; [ 63 112],[168.29241877 210.70758123] ; [77.70758123 97.29241877],0
s5,1,0.007198,7.222798,[155 215] ; [ 51 120],[140.88724584 229.11275416] ; [ 65.11275416 105.88724584],0
a2,1,0.008569,6.91059,[107 274] ; [ 31 144],[ 94.5647482 286.4352518] ; [ 43.4352518 131.5647482],0
u1,1,0.008794,6.864185,[ 81 300] ; [ 21 154],[ 69.89568345 311.10431655] ; [ 32.10431655 142.89568345],0
n4,1,0.009572,6.712935,[310  70] ; [125  49],[298.37545126  81.62454874] ; [136.62454874  37.37545126],0
p1,1,0.016835,5.713489,[ 41 338] ; [  8 166],[ 33.58227848 345.41772152] ; [ 15.41772152 158.58227848],0
d2,1,0.019955,5.415802,[196 185] ; [ 71 103],[183.29189189 197.70810811] ; [83.70810811 90.29189189],0
d5,1,0.020594,5.360816,[321  59] ; [132  41],[311.28390597  68.71609403] ; [141.71609403  31.28390597],0
u3,1,0.026289,4.936932,[59 37] ; [24 32],[52.42105263 43.57894737] ; [30.57894737 25.42105263],0
s2,1,0.039664,4.232204,[211 168] ; [81 94],[199.76173285 179.23826715] ; [92.23826715 82.76173285],0
a7,1,0.041763,4.144788,[283  97] ; [115  59],[272.99638989 107.00361011] ; [125.00361011  48.99638989],0
p12,1,0.042242,4.12549,[ 37 344] ; [  8 165],[ 30.94765343 350.05234657] ; [ 14.05234657 158.94765343],0
v3,1,0.048793,3.882446,[164 202] ; [ 62 111],[153.4619666 212.5380334] ; [ 72.5380334 100.4619666],0
a6,1,0.08529,2.961096,[266 115] ; [108  65],[257.20938628 123.79061372] ; [116.79061372  56.20938628],0
u4,1,0.106398,2.606931,[ 10 371] ; [  1 174],[  7.53776978 373.46223022] ; [  3.46223022 171.53776978],0
d4,1,0.108533,2.575458,[320  60] ; [136  37],[313.34538879  66.65461121] ; [142.65461121  30.34538879],0
r1,1,0.110403,2.548442,[321  58] ; [137  36],[314.46014493  64.53985507] ; [143.53985507  29.46014493],0
r4,1,0.134165,2.243641,[361  20] ; [160  15],[357.01618705  23.98381295] ; [163.98381295  11.01618705],0
a1,1,0.134831,2.235979,[ 25 356] ; [  6 169],[ 21.24280576 359.75719424] ; [  9.75719424 165.24280576],0
u2,1,0.150321,2.068987,[57 39] ; [26 29],[52.76821192 43.23178808] ; [30.23178808 24.76821192],0
s1,1,0.159273,1.981115,[  9 368] ; [  8 165],[ 11.65272727 365.34727273] ; [  5.34727273 167.65272727],0
a3,1,0.163959,1.937329,[283  97] ; [119  54],[276.23869801 103.76130199] ; [125.76130199  47.23869801],0
b5,1,0.174533,1.843575,[214 167] ; [109  66],[221.33633094 159.66366906] ; [101.66366906  73.33633094],0
a8,1,0.17621,1.829302,[ 52 293] ; [ 32 129],[ 57.27272727 287.72727273] ; [ 26.72727273 134.27272727],0
s3,1,0.203556,1.616673,[229 147] ; [96 78],[222.18181818 153.81818182] ; [102.81818182  71.18181818],0
n6,1,0.245797,1.347037,[329  49] ; [145  29],[324.58695652  53.41304348] ; [149.41304348  24.58695652],0
s4,1,0.291057,1.114724,[ 70 306] ; [ 26 148],[ 65.62909091 310.37090909] ; [ 30.37090909 143.62909091],0
b4,1,0.363894,0.824409,[216 165] ; [92 83],[211.05755396 169.94244604] ; [96.94244604 78.05755396],0
v4,1,0.482735,0.492677,[368  11] ; [166   7],[366.64130435  12.35869565] ; [167.35869565   5.64130435],0
b3,1,0.546265,0.364051,[ 95 152] ; [35 65],[ 92.53602305 154.46397695] ; [37.46397695 62.53602305],0
b2,1,0.546265,0.364051,[ 95 152] ; [35 65],[ 92.53602305 154.46397695] ; [37.46397695 62.53602305],0
n3,1,0.610841,0.258951,[44 13] ; [39  9],[45.05714286 11.94285714] ; [37.94285714 10.05714286],0
n1,1,0.617619,0.249228,[20 37] ; [14 32],[18.81553398 38.18446602] ; [15.18446602 30.81553398],0
r2,1,0.85627,0.032806,[358  19] ; [163   8],[358.42518248  18.57481752] ; [162.57481752   8.42518248],0
n2,1,0.888585,0.019627,[45 13] ; [37 10],[45.2952381 12.7047619] ; [36.7047619 10.2952381],0
b1,1,0.926363,0.008542,[153 228] ; [ 71 104],[153.49640288 227.50359712] ; [ 70.50359712 104.49640288],0
v2,1,0.935769,0.006495,[221 148] ; [100  68],[220.57541899 148.42458101] ; [100.42458101  67.57541899],0
