Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,24.209162,[ 9 57] ; [48 45],[23.66037736 42.33962264] ; [33.33962264 59.66037736],1
s2,1,1e-06,23.211276,[10 56] ; [48 43],[24.38216561 41.61783439] ; [33.61783439 57.38216561],1
s7,1,5e-06,20.935425,[10 50] ; [48 41],[23.3557047 36.6442953] ; [34.6442953 54.3557047],1
s3,1,7.9e-05,15.589668,[21 45] ; [58 33],[33.21019108 32.78980892] ; [45.78980892 45.21019108],1
r1,1,0.000567,11.87997,[36 30] ; [73 18],[45.82165605 20.17834395] ; [63.17834395 27.82165605],1
s5,1,0.000623,11.707339,[ 6 60] ; [29 61],[14.80769231 51.19230769] ; [20.19230769 69.80769231],1
p10,1,0.001786,9.756922,[39 25] ; [75 15],[47.37662338 16.62337662] ; [66.62337662 23.37662338],0
p9,1,0.00624,7.479645,[43 22] ; [78 14],[50.0955414 14.9044586] ; [70.9044586 21.0955414],0
s4,1,0.016114,5.790405,[ 6 60] ; [22 70],[11.69620253 54.30379747] ; [16.30379747 75.69620253],0
u3,1,0.017761,5.619567,[12 23] ; [28 18],[17.28395062 17.71604938] ; [22.71604938 23.28395062],0
p5,1,0.030904,4.658294,[ 2 63] ; [12 80],[ 5.79617834 59.20382166] ; [ 8.20382166 83.79617834],0
n5,1,0.043121,4.090663,[42 24] ; [72 20],[47.62025316 18.37974684] ; [66.37974684 25.62025316],0
r2,1,0.076174,3.144703,[56 10] ; [86  6],[59.3164557  6.6835443] ; [82.6835443  9.3164557],0
d5,1,0.09987,2.707624,[27 38] ; [51 42],[32.08860759 32.91139241] ; [45.91139241 47.08860759],0
n4,1,0.105173,2.625301,[40 26] ; [67 25],[44.69620253 21.30379747] ; [62.30379747 29.69620253],0
u2,1,0.108502,2.575901,[12 23] ; [24 22],[15.55555556 19.44444444] ; [20.44444444 25.55555556],0
r4,1,0.122414,2.386157,[55 11] ; [85  8],[58.11320755  7.88679245] ; [81.88679245 11.11320755],0
a6,1,0.145614,2.117605,[35 31] ; [60 33],[39.43396226 26.56603774] ; [55.56603774 37.43396226],0
a8,1,0.171257,1.871905,[ 5 54] ; [14 72],[ 7.73103448 51.26896552] ; [11.26896552 74.73103448],0
b4,1,0.175603,1.834448,[29 37] ; [51 42],[33.20754717 32.79245283] ; [46.79245283 46.20754717],0
a4,1,0.176993,1.822696,[19 47] ; [18 74],[15.4556962 50.5443038] ; [21.5443038 70.4556962],0
p4,1,0.193473,1.690969,[30 36] ; [52 41],[34.03773585 31.96226415] ; [47.96226415 45.03773585],0
a5,1,0.212373,1.555177,[31 35] ; [53 40],[34.86792453 31.13207547] ; [49.13207547 43.86792453],0
v3,1,0.226661,1.461694,[16 48] ; [31 60],[19.40645161 44.59354839] ; [27.59354839 63.40645161],0
d3,1,0.288314,1.127476,[15 49] ; [29 64],[17.93630573 46.06369427] ; [26.06369427 66.93630573],0
u1,1,0.321282,0.983721,[ 1 65] ; [ 4 89],[ 2.0754717 63.9245283] ; [ 2.9245283 90.0754717],0
v1,1,0.333406,0.935622,[26 40] ; [42 47],[28.95483871 37.04516129] ; [39.04516129 49.95483871],0
