Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000909,11.003571,[317  77] ; [32 21],[307.6196868  86.3803132] ; [41.3803132 11.6196868],1
a6,1,0.001539,10.03151,[277 115] ; [26 27],[266.91235955 125.08764045] ; [36.08764045 16.91235955],0
a2,1,0.002565,9.093481,[114 280] ; [ 5 48],[104.89038031 289.10961969] ; [14.10961969 38.89038031],0
a3,1,0.003098,8.748733,[302  89] ; [31 22],[293.25  97.75] ; [39.75 13.25],0
r2,1,0.003731,8.410546,[389   3] ; [50  3],[386.71460674   5.28539326] ; [52.28539326  0.71460674],0
u1,1,0.011317,6.414829,[ 89 305] ; [ 4 49],[ 81.97315436 312.02684564] ; [11.02684564 41.97315436],0
a4,1,0.022636,5.19624,[198 193] ; [18 35],[190.21621622 200.78378378] ; [25.78378378 27.21621622],0
u3,1,0.043225,4.086575,[63 29] ; [10 12],[58.9122807 33.0877193] ; [14.0877193  7.9122807],0
d2,1,0.046607,3.95953,[205 187] ; [20 33],[198.20224719 193.79775281] ; [26.79775281 26.20224719],0
p10,1,0.05998,3.537931,[328  59] ; [50  3],[332.46818182  54.53181818] ; [45.53181818  7.46818182],0
d1,1,0.06624,3.373812,[252 142] ; [27 26],[245.91946309 148.08053691] ; [33.08053691 19.91946309],0
d3,1,0.067246,3.349,[285 108] ; [32 21],[279.32959641 113.67040359] ; [37.67040359 15.32959641],0
n3,1,0.096704,2.759073,[50 14] ; [6 5],[47.78666667 16.21333333] ; [8.21333333 2.78666667],0
a8,1,0.108396,2.577448,[ 61 288] ; [ 4 44],[ 57.14105793 291.85894207] ; [ 7.85894207 40.14105793],0
b4,1,0.12706,2.328061,[232 162] ; [37 16],[237.10514541 156.89485459] ; [31.89485459 21.10514541],0
n2,1,0.141892,2.157315,[53 11] ; [7 4],[51.2 12.8] ; [8.8 2.2],0
r3,1,0.169046,1.891382,[388   5] ; [51  2],[386.83183857   6.16816143] ; [52.16816143  0.83183857],0
s4,1,0.169845,1.88431,[ 59 328] ; [12 41],[ 62.44772727 324.55227273] ; [ 8.55227273 44.44772727],0
s8,1,0.197108,1.663672,[205 183] ; [23 30],[200.59863946 187.40136054] ; [27.40136054 25.59863946],0
p7,1,0.205597,1.60216,[266 113] ; [32 20],[262.04640371 116.95359629] ; [35.95359629 16.04640371],0
n6,1,0.234298,1.414577,[338  52] ; [49  4],[340.69977427  49.30022573] ; [46.30022573  6.69977427],0
p3,1,0.240783,1.376005,[217 173] ; [34 19],[220.97065463 169.02934537] ; [30.02934537 22.97065463],0
s6,1,0.278114,1.176283,[277 109] ; [38 10],[280.16129032 105.83870968] ; [34.83870968 13.16129032],0
s7,1,0.290977,1.115095,[206 169] ; [23 26],[202.53537736 172.46462264] ; [26.46462264 22.53537736],0
b1,1,0.328856,0.953397,[146 248] ; [16 37],[142.79194631 251.20805369] ; [19.20805369 33.79194631],0
p5,1,0.337187,0.921097,[ 54 334] ; [10 43],[ 56.30839002 331.69160998] ; [ 7.69160998 45.30839002],0
p9,1,0.350572,0.871387,[341  46] ; [49  4],[343.02272727  43.97727273] ; [46.97727273  6.02272727],0
p8,1,0.392661,0.730687,[230 153] ; [28 24],[227.15862069 155.84137931] ; [30.84137931 21.15862069],0
v3,1,0.415146,0.664014,[193 187] ; [29 22],[195.73085847 184.26914153] ; [26.26914153 24.73085847],0
n1,1,0.458403,0.549792,[31 33] ; [4 7],[29.86666667 34.13333333] ; [5.13333333 5.86666667],0
s3,1,0.466643,0.529914,[220 166] ; [33 20],[222.45558087 163.54441913] ; [30.54441913 22.45558087],0
d4,1,0.471197,0.519168,[333  59] ; [43 10],[331.21797753  60.78202247] ; [44.78202247  8.21797753],0
b5,1,0.52424,0.405543,[250 144] ; [36 17],[252.08948546 141.91051454] ; [33.91051454 19.08948546],0
p12,1,0.560704,0.338487,[ 39 348] ; [ 4 49],[ 37.82045455 349.17954545] ; [ 5.17954545 47.82045455],0
b3,1,0.570425,0.321973,[111 145] ; [13 21],[109.46206897 146.53793103] ; [14.53793103 19.46206897],0
b2,1,0.570425,0.321973,[111 145] ; [13 21],[109.46206897 146.53793103] ; [14.53793103 19.46206897],0
u4,1,0.637373,0.222194,[ 12 382] ; [ 1 52],[ 11.45861298 382.54138702] ; [ 1.54138702 51.45861298],0
p4,1,0.66953,0.182152,[261 128] ; [34 19],[259.62669683 129.37330317] ; [35.37330317 17.62669683],0
a1,1,0.680664,0.16938,[ 20 374] ; [ 2 51],[ 19.39149888 374.60850112] ; [ 2.60850112 50.39149888],0
s1,1,0.686841,0.162527,[ 11 375] ; [ 1 52],[ 10.55125285 375.44874715] ; [ 1.44874715 51.55125285],0
s2,1,0.712664,0.13563,[216 171] ; [31 22],[217.24772727 169.75227273] ; [29.75227273 23.24772727],0
a7,1,0.715326,0.133016,[291 102] ; [38 15],[289.90358744 103.09641256] ; [39.09641256 13.90358744],0
p2,1,0.725193,0.123571,[338  52] ; [45  8],[337.17832957  52.82167043] ; [45.82167043  7.17832957],0
p6,1,0.780108,0.07794,[169 212] ; [22 30],[168.06235566 212.93764434] ; [22.93764434 29.06235566],0
p11,1,0.808131,0.05897,[325  69] ; [43 10],[324.36689038  69.63310962] ; [43.63310962  9.36689038],0
u2,1,0.825397,0.048668,[52 39] ; [12 10],[51.53982301 39.46017699] ; [12.46017699  9.53982301],0
v4,1,0.843064,0.039195,[387   6] ; [52  1],[386.83183857   6.16816143] ; [52.16816143  0.83183857],0
n4,1,0.850771,0.035395,[323  70] ; [43 10],[322.50672646  70.49327354] ; [43.49327354  9.50672646],0
p1,1,0.856962,0.032487,[ 40 351] ; [ 5 48],[ 39.62837838 351.37162162] ; [ 5.37162162 47.62837838],0
