Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.002243,9.339045,[44 34] ; [ 2 13],[38.58064516 39.41935484] ; [7.41935484 7.58064516],0
s6,1,0.008519,6.921038,[20 58] ; [9 6],[24.32258065 53.67741935] ; [ 4.67741935 10.32258065],0
v1,1,0.021662,5.272729,[27 46] ; [ 1 14],[23.22727273 49.77272727] ; [ 4.77272727 10.22727273],0
s2,1,0.022028,5.243559,[15 63] ; [7 8],[18.4516129 59.5483871] ; [ 3.5483871 11.4516129],0
n2,1,0.101438,2.682793,[23 16] ; [3 7],[20.69387755 18.30612245] ; [5.30612245 4.69387755],0
d2,1,0.116972,2.4574,[29 47] ; [9 6],[31.73626374 44.26373626] ; [6.26373626 8.73626374],0
n1,1,0.145071,2.123333,[13 26] ; [1 9],[11.14285714 27.85714286] ; [2.85714286 7.14285714],0
u3,1,0.180638,1.792366,[ 8 26] ; [3 3],[ 9.35 24.65] ; [1.65 4.35],0
u2,1,0.184219,1.763258,[12 20] ; [4 2],[13.47368421 18.52631579] ; [2.52631579 3.47368421],0
b4,1,0.204203,1.612056,[50 28] ; [7 8],[47.80645161 30.19354839] ; [9.19354839 5.80645161],0
b1,1,0.236405,1.401902,[39 39] ; [ 5 10],[36.90322581 41.09677419] ; [7.09677419 7.90322581],0
b5,1,0.236405,1.401902,[39 39] ; [10  5],[41.09677419 36.90322581] ; [7.90322581 7.09677419],0
a5,1,0.273751,1.197853,[38 40] ; [ 5 10],[36.06451613 41.93548387] ; [6.93548387 8.06451613],0
d3,1,0.3022,1.064463,[35 42] ; [9 6],[36.82608696 40.17391304] ; [7.17391304 7.82608696],0
v3,1,0.327047,0.960556,[19 57] ; [ 2 13],[17.53846154 58.46153846] ; [ 3.46153846 11.53846154],0
r1,1,0.337027,0.921707,[25 52] ; [ 3 12],[23.43478261 53.56521739] ; [ 4.56521739 10.43478261],0
s7,1,0.37376,0.791126,[18 56] ; [5 9],[19.34090909 54.65909091] ; [ 3.65909091 10.34090909],0
s3,1,0.415032,0.66434,[27 49] ; [7 8],[28.3956044 47.6043956] ; [5.6043956 9.3956044],0
p9,1,0.422663,0.642899,[38 36] ; [6 9],[36.58426966 37.41573034] ; [7.41573034 7.58426966],0
a1,1,0.43143,0.61897,[11 67] ; [ 1 14],[10.06451613 67.93548387] ; [ 1.93548387 13.06451613],0
s1,1,0.485938,0.485508,[ 6 71] ; [ 2 13],[ 6.69565217 70.30434783] ; [ 1.30434783 13.69565217],0
s5,1,0.495628,0.464286,[11 66] ; [ 3 11],[11.84615385 65.15384615] ; [ 2.15384615 11.84615385],0
s8,1,0.499109,0.456831,[10 68] ; [ 1 14],[ 9.22580645 68.77419355] ; [ 1.77419355 13.22580645],0
n4,1,0.513293,0.427348,[48 29] ; [8 7],[46.86956522 30.13043478] ; [9.13043478 5.86956522],0
n5,1,0.537963,0.379328,[47 29] ; [8 7],[45.93406593 30.06593407] ; [9.06593407 5.93406593],0
p1,1,0.567565,0.326774,[ 9 68] ; [ 1 14],[ 8.36956522 68.63043478] ; [ 1.63043478 13.36956522],0
n3,1,0.573285,0.317217,[19 19] ; [6 4],[19.79166667 18.20833333] ; [5.20833333 4.79166667],0
p2,1,0.605737,0.26643,[35 41] ; [8 7],[35.91208791 40.08791209] ; [7.08791209 7.91208791],0
b2,1,0.635429,0.22477,[18 25] ; [3 6],[17.36538462 25.63461538] ; [3.63461538 5.36538462],0
b3,1,0.635429,0.22477,[18 25] ; [3 6],[17.36538462 25.63461538] ; [3.63461538 5.36538462],0
p6,1,0.637352,0.222222,[ 7 68] ; [ 2 13],[ 7.5 67.5] ; [ 1.5 13.5],0
r3,1,0.669689,0.181966,[39 35] ; [7 8],[38.24719101 35.75280899] ; [7.75280899 7.24719101],0
p11,1,0.685129,0.164409,[32 46] ; [7 8],[32.70967742 45.29032258] ; [6.29032258 8.70967742],0
d5,1,0.685129,0.164409,[46 32] ; [8 7],[45.29032258 32.70967742] ; [8.70967742 6.29032258],0
r2,1,0.70606,0.142245,[45 27] ; [8 6],[44.37209302 27.62790698] ; [8.62790698 5.37209302],0
a4,1,0.728827,0.120192,[24 53] ; [ 4 11],[23.43478261 53.56521739] ; [ 4.56521739 10.43478261],0
p7,1,0.736467,0.113256,[18 56] ; [ 4 10],[18.5 55.5] ; [ 3.5 10.5],0
d1,1,0.762537,0.091295,[28 50] ; [6 9],[28.51612903 49.48387097] ; [5.48387097 9.51612903],0
n6,1,0.777297,0.08,[38 37] ; [7 8],[37.5 37.5] ; [7.5 7.5],0
v4,1,0.816882,0.053619,[42 32] ; [9 6],[42.40449438 31.59550562] ; [8.59550562 6.40449438],0
p8,1,0.824269,0.049309,[13 65] ; [ 2 12],[12.7173913 65.2826087] ; [ 2.2826087 11.7173913],0
a3,1,0.879901,0.02283,[44 32] ; [9 6],[44.26373626 31.73626374] ; [8.73626374 6.26373626],0
d4,1,0.8975,0.016595,[50 27] ; [10  5],[50.2173913 26.7826087] ; [9.7826087 5.2173913],0
v2,1,0.939796,0.005704,[26 49] ; [5 9],[26.12359551 48.87640449] ; [4.87640449 9.12359551],0
a7,1,0.965227,0.001901,[41 35] ; [8 7],[40.92307692 35.07692308] ; [8.07692308 6.92307692],0
p3,1,0.985358,0.000337,[10 66] ; [ 2 13],[10.02197802 65.97802198] ; [ 1.97802198 13.02197802],0
p10,1,1.0,0.0,[35 40] ; [7 8],[35. 40.] ; [7. 8.],0
