Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.001669,9.882264,[45 35] ; [10 29],[36.97478992 43.02521008] ; [18.02521008 20.97478992],0
v1,1,0.001995,9.554325,[28 49] ; [26 13],[35.84482759 41.15517241] ; [18.15517241 20.84482759],0
r2,1,0.0075,7.14915,[77  3] ; [31  7],[73.22033898  6.77966102] ; [34.77966102  3.22033898],0
d4,1,0.016304,5.769813,[67 13] ; [25 14],[61.8487395 18.1512605] ; [30.1512605  8.8487395],0
d5,1,0.074036,3.191184,[60 20] ; [23 16],[55.79831933 24.20168067] ; [27.20168067 11.79831933],0
n3,1,0.084978,2.967033,[10  4] ; [5 8],[7.77777778 6.22222222] ; [7.22222222 5.77777778],0
a4,1,0.110231,2.550908,[11 69] ; [10 29],[14.11764706 65.88235294] ; [ 6.88235294 32.11764706],0
n2,1,0.114306,2.493656,[13  1] ; [9 4],[11.40740741  2.59259259] ; [10.59259259  2.40740741],0
b4,1,0.11783,2.445929,[51 29] ; [19 20],[47.05882353 32.94117647] ; [22.94117647 16.05882353],0
b1,1,0.152794,2.044138,[30 50] ; [20 19],[33.61344538 46.38655462] ; [16.38655462 22.61344538],0
r1,1,0.164709,1.930449,[61 19] ; [25 14],[57.81512605 22.18487395] ; [28.18487395 10.81512605],0
p2,1,0.165367,1.924452,[65 14] ; [27 11],[62.11965812 16.88034188] ; [29.88034188  8.11965812],0
b3,1,0.168796,1.893608,[11 30] ; [ 4 26],[ 8.66197183 32.33802817] ; [ 6.33802817 23.66197183],0
b2,1,0.168796,1.893608,[11 30] ; [ 4 26],[ 8.66197183 32.33802817] ; [ 6.33802817 23.66197183],0
r3,1,0.196067,1.671429,[76  2] ; [36  3],[74.66666667  3.33333333] ; [37.33333333  1.66666667],0
p3,1,0.196593,1.667505,[33 47] ; [11 27],[29.83050847 50.16949153] ; [14.16949153 23.83050847],0
r4,1,0.201534,1.631222,[69 11] ; [30  9],[66.55462185 13.44537815] ; [32.44537815  6.55462185],0
p7,1,0.205767,1.600962,[45 29] ; [27 10],[48. 26.] ; [24. 13.],0
n4,1,0.258538,1.276569,[49 31] ; [28 11],[51.76470588 28.23529412] ; [25.23529412 13.76470588],0
d1,1,0.268433,1.224739,[33 47] ; [12 27],[30.25210084 49.74789916] ; [14.74789916 24.25210084],0
v2,1,0.284521,1.145369,[30 46] ; [19 19],[32.66666667 43.33333333] ; [16.33333333 21.66666667],0
n6,1,0.295902,1.092572,[63 16] ; [27 11],[60.76923077 18.23076923] ; [29.23076923  8.76923077],0
d3,1,0.296622,1.089319,[53 27] ; [22 17],[50.42016807 29.57983193] ; [24.57983193 14.42016807],0
a3,1,0.300333,1.072716,[35 45] ; [21 18],[37.64705882 42.35294118] ; [18.35294118 20.64705882],0
p4,1,0.352966,0.862767,[39 41] ; [22 16],[41.3559322 38.6440678] ; [19.6440678 18.3559322],0
p8,1,0.353251,0.861744,[40 38] ; [16 22],[37.65517241 40.34482759] ; [18.34482759 19.65517241],0
b5,1,0.364405,0.822655,[52 28] ; [22 17],[49.74789916 30.25210084] ; [24.25210084 14.74789916],0
p9,1,0.380953,0.767623,[61 15] ; [27 10],[59.18584071 16.81415929] ; [28.81415929  8.18584071],0
u1,1,0.388391,0.743975,[ 5 75] ; [ 1 38],[ 4.03361345 75.96638655] ; [ 1.96638655 37.03361345],0
s7,1,0.429638,0.623803,[42 33] ; [23 13],[43.91891892 31.08108108] ; [21.08108108 14.91891892],0
a8,1,0.443152,0.588108,[10 65] ; [ 3 33],[ 8.78378378 66.21621622] ; [ 4.21621622 31.78378378],0
u3,1,0.443653,0.586816,[29 15] ; [10  8],[27.67741935 16.32258065] ; [11.32258065  6.67741935],0
a1,1,0.45526,0.557522,[ 2 78] ; [ 2 37],[ 2.68907563 77.31092437] ; [ 1.31092437 37.68907563],0
s5,1,0.494484,0.466754,[27 49] ; [16 22],[28.66666667 47.33333333] ; [14.33333333 23.66666667],0
p12,1,0.509794,0.434489,[ 4 76] ; [ 3 34],[ 4.78632479 75.21367521] ; [ 2.21367521 34.78632479],0
v4,1,0.545359,0.365698,[75  4] ; [35  3],[74.27350427  4.72649573] ; [35.72649573  2.27350427],0
p10,1,0.552538,0.35279,[62 15] ; [28  9],[60.78947368 16.21052632] ; [29.21052632  7.78947368],0
n1,1,0.581206,0.304289,[5 9] ; [6 7],[5.7037037 8.2962963] ; [5.2962963 7.7037037],0
u2,1,0.597801,0.278325,[27 16] ; [10  8],[26.08196721 16.91803279] ; [10.91803279  7.08196721],0
p11,1,0.609416,0.261026,[57 23] ; [26 13],[55.79831933 24.20168067] ; [27.20168067 11.79831933],0
p5,1,0.623052,0.241601,[10 68] ; [ 6 31],[10.85217391 67.14782609] ; [ 5.14782609 31.85217391],0
s1,1,0.627974,0.234818,[ 6 72] ; [ 2 36],[ 5.37931034 72.62068966] ; [ 2.62068966 35.37931034],0
s8,1,0.698434,0.150106,[38 42] ; [20 19],[38.99159664 41.00840336] ; [19.00840336 19.99159664],0
d2,1,0.704569,0.143762,[18 62] ; [10 29],[18.82352941 61.17647059] ; [ 9.17647059 29.82352941],0
v3,1,0.717322,0.131073,[23 50] ; [11 28],[22.16071429 50.83928571] ; [11.83928571 27.16071429],0
s3,1,0.721419,0.127137,[70 10] ; [35  4],[70.58823529  9.41176471] ; [34.41176471  4.58823529],0
n5,1,0.758113,0.094839,[59 21] ; [27 11],[58.30508475 21.69491525] ; [27.69491525 10.30508475],0
s4,1,0.885517,0.02073,[23 55] ; [11 28],[22.66666667 55.33333333] ; [11.33333333 27.66666667],0
s6,1,0.944647,0.004821,[64 16] ; [29  7],[64.13793103 15.86206897] ; [28.86206897  7.13793103],0
p6,1,0.956403,0.002989,[27 51] ; [13 24],[27.13043478 50.86956522] ; [12.86956522 24.13043478],0
p1,1,1.0,0.0,[10 68] ; [ 5 34],[10. 68.] ; [ 5. 34.],0
