Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.0,27.090235,[36 10] ; [ 7 28],[24.41975309 21.58024691] ; [18.58024691 16.41975309],1
v3,1,0.001281,10.37037,[25 20] ; [ 7 28],[18. 27.] ; [14. 21.],0
r1,1,0.011806,6.339734,[38  8] ; [20 15],[32.9382716 13.0617284] ; [25.0617284  9.9382716],0
b4,1,0.02083,5.340936,[29 17] ; [13 22],[23.85185185 22.14814815] ; [18.14814815 16.85185185],0
s8,1,0.041902,4.139152,[19 27] ; [ 7 28],[14.7654321 31.2345679] ; [11.2345679 23.7654321],0
p11,1,0.044825,4.025229,[39  7] ; [23 12],[35.20987654 10.79012346] ; [26.79012346  8.20987654],0
s4,1,0.067749,3.336724,[ 3 43] ; [ 7 28],[ 5.67901235 40.32098765] ; [ 4.32098765 30.67901235],0
n4,1,0.139689,2.181377,[38  8] ; [24 11],[35.20987654 10.79012346] ; [26.79012346  8.20987654],0
a5,1,0.171219,1.872238,[33 13] ; [20 15],[30.09876543 15.90123457] ; [22.90123457 12.09876543],0
a3,1,0.246516,1.342944,[34 12] ; [21 13],[31.625 14.375] ; [23.375 10.625],0
s5,1,0.250773,1.318994,[10 35] ; [ 4 29],[ 8.07692308 36.92307692] ; [ 5.92307692 27.07692308],0
a8,1,0.254087,1.30069,[ 3 37] ; [ 5 26],[ 4.50704225 35.49295775] ; [ 3.49295775 27.50704225],0
p4,1,0.2669,1.232609,[33 13] ; [21 14],[30.66666667 15.33333333] ; [23.33333333 11.66666667],0
p3,1,0.294059,1.100945,[29 17] ; [18 17],[26.69135802 19.30864198] ; [20.30864198 14.69135802],0
n5,1,0.305091,1.051807,[35 11] ; [23 12],[32.9382716 13.0617284] ; [25.0617284  9.9382716],0
n2,1,0.329114,0.952381,[6 4] ; [8 2],[7. 3.] ; [7. 3.],0
p1,1,0.367743,0.811275,[ 7 39] ; [ 3 32],[ 5.67901235 40.32098765] ; [ 4.32098765 30.67901235],0
d5,1,0.374347,0.789185,[34 12] ; [22 12],[32.2 13.8] ; [23.8 10.2],0
u1,1,0.392304,0.73179,[10 36] ; [ 5 30],[ 8.51851852 37.48148148] ; [ 6.48148148 28.51851852],0
s2,1,0.393058,0.729462,[13 33] ; [ 7 28],[11.35802469 34.64197531] ; [ 8.64197531 26.35802469],0
r4,1,0.398149,0.713909,[40  6] ; [28  7],[38.61728395  7.38271605] ; [29.38271605  5.61728395],0
b1,1,0.401842,0.702808,[20 26] ; [12 23],[18.17283951 27.82716049] ; [13.82716049 21.17283951],0
