Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-05,19.449256,[25 71] ; [40 26],[38.51851852 57.48148148] ; [26.48148148 39.51851852],1
p3,1,0.000138,14.525967,[31 68] ; [41 26],[42.93975904 56.06024096] ; [29.06024096 37.93975904],1
v3,1,0.000212,13.720566,[20 76] ; [32 34],[30.81481481 65.18518519] ; [21.18518519 44.81481481],1
s6,1,0.000546,11.951811,[40 59] ; [43 20],[50.72222222 48.27777778] ; [32.27777778 30.72222222],1
p9,1,0.002402,9.213782,[67 29] ; [61  7],[74.92682927 21.07317073] ; [53.07317073 14.92682927],0
p10,1,0.004243,8.176715,[63 34] ; [57 10],[70.97560976 26.02439024] ; [49.02439024 17.97560976],0
n5,1,0.004901,7.91567,[58 41] ; [54 14],[66.39520958 32.60479042] ; [45.60479042 22.39520958],0
s3,1,0.014828,5.936807,[37 60] ; [39 29],[44.67878788 52.32121212] ; [31.32121212 36.67878788],0
s2,1,0.023897,5.102067,[35 64] ; [36 32],[42.08982036 56.91017964] ; [28.91017964 39.08982036],0
n4,1,0.025297,5.003442,[56 43] ; [50 18],[62.83832335 36.16167665] ; [43.16167665 24.83832335],0
p4,1,0.032393,4.577599,[39 59] ; [38 29],[45.73333333 52.26666667] ; [31.26666667 35.73333333],0
s8,1,0.033033,4.544077,[24 75] ; [27 41],[30.23353293 68.76646707] ; [20.76646707 47.23353293],0
p2,1,0.040527,4.195702,[64 33] ; [54 13],[69.79268293 27.20731707] ; [48.20731707 18.79268293],0
d4,1,0.058962,3.566346,[62 37] ; [52 16],[67.58083832 31.41916168] ; [46.41916168 21.58083832],0
p5,1,0.063684,3.438746,[ 5 93] ; [ 9 59],[ 8.26506024 89.73493976] ; [ 5.73493976 62.26506024],0
d5,1,0.087647,2.917065,[66 32] ; [54 14],[70.84337349 27.15662651] ; [49.15662651 18.84337349],0
b4,1,0.08967,2.88028,[54 45] ; [46 22],[59.28143713 39.71856287] ; [40.71856287 27.28143713],0
s5,1,0.091844,2.84175,[20 74] ; [21 42],[24.5477707 69.4522293] ; [16.4522293 46.5477707],0
s7,1,0.095581,2.777778,[31 65] ; [29 35],[36. 60.] ; [24. 40.],0
a6,1,0.122699,2.382532,[60 39] ; [33 35],[55.13173653 43.86826347] ; [37.86826347 30.13173653],0
a7,1,0.152668,2.045389,[54 44] ; [45 23],[58.44578313 39.55421687] ; [40.55421687 27.44578313],0
p6,1,0.15939,1.980001,[29 67] ; [27 39],[33.18518519 62.81481481] ; [22.81481481 43.18518519],0
a1,1,0.177595,1.817631,[10 89] ; [ 3 65],[ 7.70658683 91.29341317] ; [ 5.29341317 62.70658683],0
p12,1,0.180988,1.789491,[ 2 97] ; [ 4 63],[ 3.57831325 95.42168675] ; [ 2.42168675 64.57831325],0
b5,1,0.188427,1.729874,[57 42] ; [46 22],[61.05988024 37.94011976] ; [41.94011976 26.05988024],0
r4,1,0.225625,1.46823,[64 35] ; [50 18],[67.58083832 31.41916168] ; [46.41916168 21.58083832],0
n6,1,0.231277,1.432994,[73 25] ; [56 12],[76.15662651 21.84337349] ; [52.84337349 15.15662651],0
p8,1,0.261999,1.258161,[37 60] ; [31 35],[40.46625767 56.53374233] ; [27.53374233 38.46625767],0
u2,1,0.281191,1.161326,[15 24] ; [14 13],[17.13636364 21.86363636] ; [11.86363636 15.13636364],0
v4,1,0.287712,1.130298,[84 14] ; [62  6],[86.19277108 11.80722892] ; [59.80722892  8.19277108],0
a5,1,0.289365,1.122575,[50 49] ; [40 28],[53.35329341 45.64670659] ; [36.64670659 31.35329341],0
n1,1,0.309762,1.031692,[13 24] ; [8 8],[14.66037736 22.33962264] ; [6.33962264 9.66037736],0
u1,1,0.351641,0.867526,[ 4 95] ; [ 5 63],[ 5.33532934 93.66467066] ; [ 3.66467066 64.33532934],0
d2,1,0.36684,0.81434,[41 56] ; [24 44],[38.21212121 58.78787879] ; [26.78787879 41.21212121],0
p11,1,0.382489,0.762687,[65 34] ; [49 19],[67.58083832 31.41916168] ; [46.41916168 21.58083832],0
p7,1,0.398053,0.7142,[48 48] ; [38 29],[50.65030675 45.34969325] ; [35.34969325 31.65030675],0
n2,1,0.46471,0.534528,[28 11] ; [13  3],[29.07272727  9.92727273] ; [11.92727273  4.07272727],0
p1,1,0.485681,0.486081,[12 86] ; [ 6 62],[10.62650602 87.37349398] ; [ 7.37349398 60.62650602],0
d1,1,0.505536,0.443296,[40 59] ; [31 37],[42.08982036 56.91017964] ; [28.91017964 39.08982036],0
d3,1,0.506752,0.440767,[52 45] ; [40 28],[54.08484848 42.91515152] ; [37.91515152 30.08484848],0
b1,1,0.580781,0.304973,[38 61] ; [29 39],[39.71856287 59.28143713] ; [27.28143713 40.71856287],0
u3,1,0.60374,0.269392,[17 22] ; [14 14],[18.04477612 20.95522388] ; [12.95522388 15.04477612],0
r3,1,0.670652,0.180841,[82 17] ; [58 10],[82.99401198 16.00598802] ; [57.00598802 10.99401198],0
s1,1,0.698655,0.149875,[ 4 94] ; [ 2 66],[ 3.54216867 94.45783133] ; [ 2.45783133 65.54216867],0
s4,1,0.741213,0.109064,[21 78] ; [13 55],[20.15568862 78.84431138] ; [13.84431138 54.15568862],0
n3,1,0.767884,0.08711,[26 13] ; [10  6],[25.52727273 13.47272727] ; [10.47272727  5.52727273],0
u4,1,0.788102,0.072241,[ 1 98] ; [ 1 67],[ 1.18562874 97.81437126] ; [ 0.81437126 67.18562874],0
a4,1,0.80161,0.063134,[35 63] ; [23 45],[34.24096386 63.75903614] ; [23.75903614 44.24096386],0
