Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.02931,[41 16] ; [ 4 23],[30.53571429 26.46428571] ; [14.46428571 12.53571429],1
r3,1,1.1e-05,19.414147,[46 10] ; [ 9 18],[37.10843373 18.89156627] ; [17.89156627  9.10843373],1
p2,1,4.5e-05,16.629514,[35 21] ; [ 4 23],[26.31325301 29.68674699] ; [12.68674699 14.31325301],1
s2,1,0.001895,9.648705,[26 31] ; [ 3 24],[19.67857143 37.32142857] ; [ 9.32142857 17.67857143],0
s6,1,0.002033,9.519835,[28 28] ; [ 4 23],[21.59036145 34.40963855] ; [10.40963855 16.59036145],0
d5,1,0.002731,8.978757,[45 11] ; [13 14],[39.13253012 16.86746988] ; [18.86746988  8.13253012],0
r2,1,0.002768,8.954385,[51  6] ; [16 10],[46.01204819 10.98795181] ; [20.98795181  5.01204819],0
d3,1,0.003289,8.639992,[39 16] ; [10 17],[32.86585366 22.13414634] ; [16.13414634 10.86585366],0
p9,1,0.00493,7.9048,[30 23] ; [ 6 20],[24.15189873 28.84810127] ; [11.84810127 14.15189873],0
r1,1,0.005977,7.557355,[41 16] ; [11 16],[35.28571429 21.71428571] ; [16.71428571 10.28571429],0
a1,1,0.006358,7.445983,[ 2 55] ; [ 6 21],[ 5.42857143 51.57142857] ; [ 2.57142857 24.42857143],0
u2,1,0.007976,7.038755,[14  5] ; [3 9],[10.41935484  8.58064516] ; [6.58064516 5.41935484],0
p10,1,0.009041,6.814659,[24 29] ; [ 4 22],[18.78481013 34.21518987] ; [ 9.21518987 16.78481013],0
n3,1,0.010063,6.623641,[18  5] ; [ 6 10],[14.15384615  8.84615385] ; [9.84615385 6.15384615],0
b2,1,0.012079,6.299244,[ 5 23] ; [10  9],[ 8.93617021 19.06382979] ; [ 6.06382979 12.93617021],0
b3,1,0.012079,6.299244,[ 5 23] ; [10  9],[ 8.93617021 19.06382979] ; [ 6.06382979 12.93617021],0
s7,1,0.016562,5.742222,[17 34] ; [ 2 23],[12.75 38.25] ; [ 6.25 18.75],0
a6,1,0.01727,5.668675,[40 16] ; [12 15],[35.08433735 20.91566265] ; [16.91566265 10.08433735],0
v2,1,0.034864,4.451826,[23 30] ; [ 5 21],[18.78481013 34.21518987] ; [ 9.21518987 16.78481013],0
n4,1,0.036503,4.373469,[22 35] ; [17 10],[26.46428571 30.53571429] ; [12.53571429 14.46428571],0
n1,1,0.044042,4.054945,[ 5 20] ; [8 8],[ 7.92682927 17.07317073] ; [ 5.07317073 10.92682927],0
b5,1,0.05082,3.814192,[32 25] ; [ 9 18],[27.82142857 29.17857143] ; [13.17857143 13.82142857],0
p1,1,0.053254,3.735919,[ 3 54] ; [ 5 22],[ 5.42857143 51.57142857] ; [ 2.57142857 24.42857143],0
p7,1,0.064141,3.426923,[21 33] ; [ 5 22],[17.33333333 36.66666667] ; [ 8.66666667 18.33333333],0
d4,1,0.065527,3.391665,[44 12] ; [16 11],[40.48192771 15.51807229] ; [19.51807229  7.48192771],0
s3,1,0.087371,2.922152,[29 28] ; [ 8 18],[25.40963855 31.59036145] ; [11.59036145 14.40963855],0
a7,1,0.101659,2.679316,[40 17] ; [14 13],[36.64285714 20.35714286] ; [17.35714286  9.64285714],0
p8,1,0.103279,2.654168,[15 39] ; [ 3 23],[12.15 41.85] ; [ 5.85 20.15],0
n5,1,0.161332,1.961693,[20 36] ; [14 13],[22.93975904 33.06024096] ; [11.06024096 15.93975904],0
p4,1,0.19386,1.688036,[18 38] ; [ 5 22],[15.51807229 40.48192771] ; [ 7.48192771 19.51807229],0
v1,1,0.19754,1.660472,[23 34] ; [ 7 20],[20.35714286 36.64285714] ; [ 9.64285714 17.35714286],0
d1,1,0.224765,1.473684,[27 30] ; [ 9 18],[24.42857143 32.57142857] ; [11.57142857 15.42857143],0
s1,1,0.267194,1.231093,[ 4 52] ; [ 4 23],[ 5.39759036 50.60240964] ; [ 2.60240964 24.39759036],0
p6,1,0.283084,1.152223,[11 42] ; [ 3 24],[ 9.275 43.725] ; [ 4.725 22.275],0
v3,1,0.31179,1.023077,[15 35] ; [ 5 21],[13.15789474 36.84210526] ; [ 6.84210526 19.15789474],0
p3,1,0.325836,0.965378,[18 37] ; [ 6 21],[16.09756098 38.90243902] ; [ 7.90243902 19.09756098],0
a2,1,0.394515,0.724982,[13 44] ; [ 4 23],[11.53571429 45.46428571] ; [ 5.46428571 21.53571429],0
s5,1,0.447469,0.577055,[11 39] ; [ 4 23],[ 9.74025974 40.25974026] ; [ 5.25974026 21.74025974],0
s4,1,0.496536,0.462332,[12 45] ; [ 4 23],[10.85714286 46.14285714] ; [ 5.14285714 21.85714286],0
a3,1,0.528243,0.39777,[37 20] ; [15 11],[35.71084337 21.28915663] ; [16.28915663  9.71084337],0
a5,1,0.602354,0.271461,[33 24] ; [14 13],[31.89285714 25.10714286] ; [15.10714286 11.89285714],0
b4,1,0.712275,0.136015,[32 25] ; [14 13],[31.21428571 25.78571429] ; [14.78571429 12.21428571],0
d2,1,0.763956,0.090174,[25 31] ; [13 14],[25.63855422 30.36144578] ; [12.36144578 14.63855422],0
a8,1,0.772017,0.083948,[ 5 50] ; [ 3 24],[ 5.36585366 49.63414634] ; [ 2.63414634 24.36585366],0
n2,1,0.900542,0.015619,[13 12] ; [8 8],[12.80487805 12.19512195] ; [8.19512195 7.80487805],0
a4,1,0.905695,0.014035,[24 33] ; [11 16],[23.75 33.25] ; [11.25 15.75],0
b1,1,0.959787,0.002542,[32 25] ; [15 12],[31.89285714 25.10714286] ; [15.10714286 11.89285714],0
