Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-06,24.500435,[15 22] ; [91 19],[26.68027211 10.31972789] ; [79.31972789 30.68027211],1
p11,1,0.000162,14.229352,[24 13] ; [100  10],[31.21088435  5.78911565] ; [92.78911565 17.21088435],1
v3,1,0.000745,11.374527,[ 5 29] ; [50 56],[13.35714286 20.64285714] ; [41.64285714 64.35714286],1
d1,1,0.001905,9.638745,[12 25] ; [68 42],[20.13605442 16.86394558] ; [59.86394558 50.13605442],0
a6,1,0.00348,8.53702,[18 19] ; [82 28],[25.17006803 11.82993197] ; [74.82993197 35.17006803],0
p3,1,0.005558,7.688434,[16 21] ; [75 34],[23.06164384 13.93835616] ; [67.93835616 41.06164384],0
r4,1,0.006579,7.384361,[25 12] ; [96 14],[30.45578231  6.54421769] ; [90.54421769 19.45578231],0
v1,1,0.006706,7.35,[13 23] ; [67 41],[20. 16.] ; [60. 48.],0
n6,1,0.007124,7.241428,[25 12] ; [95 14],[30.4109589  6.5890411] ; [89.5890411 19.4109589],0
r3,1,0.007995,7.034625,[29  8] ; [103   7],[33.2244898  3.7755102] ; [98.7755102 11.2244898],0
p10,1,0.011036,6.459484,[24 13] ; [92 17],[29.39726027  7.60273973] ; [86.60273973 22.39726027],0
d2,1,0.014936,5.924053,[10 27] ; [55 55],[16.36054422 20.63945578] ; [48.63945578 61.36054422],0
r2,1,0.017239,5.671912,[29  8] ; [100   8],[32.91724138  4.08275862] ; [96.08275862 11.91724138],0
a2,1,0.025256,5.006251,[ 3 34] ; [28 82],[ 7.80272109 29.19727891] ; [23.19727891 86.80272109],0
d5,1,0.032519,4.570906,[24 13] ; [90 20],[28.69387755  8.30612245] ; [85.30612245 24.69387755],0
p6,1,0.042205,4.126981,[ 9 28] ; [47 62],[14.19178082 22.80821918] ; [41.80821918 67.19178082],0
p2,1,0.046605,3.959584,[29  8] ; [99 10],[32.43835616  4.56164384] ; [95.56164384 13.43835616],0
r1,1,0.071717,3.243283,[23 14] ; [85 25],[27.18367347  9.81632653] ; [80.81632653 29.18367347],0
a4,1,0.078021,3.105656,[12 25] ; [54 56],[16.6122449 20.3877551] ; [49.3877551 60.6122449],0
p9,1,0.081684,3.031065,[26 11] ; [91 18],[29.65068493  7.34931507] ; [87.34931507 21.65068493],0
u3,1,0.10053,2.697116,[8 3] ; [16 20],[5.61702128 5.38297872] ; [18.38297872 17.61702128],0
b4,1,0.114502,2.490952,[16 21] ; [64 46],[20.13605442 16.86394558] ; [59.86394558 50.13605442],0
u1,1,0.114987,2.484311,[ 2 35] ; [17 93],[ 4.78231293 32.21768707] ; [14.21768707 95.78231293],0
a5,1,0.118854,2.432359,[23 14] ; [83 27],[26.68027211 10.31972789] ; [79.31972789 30.68027211],0
d3,1,0.170713,1.876673,[21 16] ; [76 34],[24.41496599 12.58503401] ; [72.58503401 37.41496599],0
v2,1,0.17359,1.851666,[16 19] ; [63 44],[19.47183099 15.52816901] ; [59.52816901 47.47183099],0
d4,1,0.194023,1.686805,[25 12] ; [86 24],[27.93877551  9.06122449] ; [83.06122449 26.93877551],0
s5,1,0.219869,1.505226,[ 3 33] ; [18 90],[ 5.25 30.75] ; [15.75 92.25],0
p8,1,0.221489,1.494699,[19 17] ; [70 39],[22.09655172 13.90344828] ; [66.90344828 42.09655172],0
s8,1,0.22539,1.469722,[ 7 30] ; [32 78],[ 9.81632653 27.18367347] ; [29.18367347 80.81632653],0
s1,1,0.274904,1.192114,[ 3 34] ; [  4 105],[ 1.7739726 35.2260274] ; [  5.2260274 103.7739726],0
n3,1,0.318415,0.995444,[11  4] ; [14  2],[12.09677419  2.90322581] ; [12.90322581  3.09677419],0
p5,1,0.329859,0.949451,[ 5 31] ; [ 9 99],[ 3.5 32.5] ; [10.5 97.5],0
a7,1,0.347224,0.883577,[25 12] ; [83 27],[27.18367347  9.81632653] ; [80.81632653 29.18367347],0
a8,1,0.357676,0.846038,[ 2 31] ; [11 83],[ 3.37795276 29.62204724] ; [ 9.62204724 84.37795276],0
b5,1,0.410549,0.677211,[19 18] ; [65 45],[21.14285714 15.85714286] ; [62.85714286 47.14285714],0
s2,1,0.504955,0.444507,[ 6 31] ; [23 85],[ 7.4 29.6] ; [21.6 86.4],0
s3,1,0.535757,0.383461,[12 25] ; [29 78],[10.53472222 26.46527778] ; [30.46527778 76.53472222],0
n2,1,0.54393,0.368304,[11  3] ; [11  5],[10.26666667  3.73333333] ; [11.73333333  4.26666667],0
p7,1,0.547852,0.361179,[25 12] ; [80 30],[26.42857143 10.57142857] ; [78.57142857 31.42857143],0
v4,1,0.560295,0.339195,[34  3] ; [104   6],[34.73469388  2.26530612] ; [103.26530612   6.73469388],0
u2,1,0.60903,0.26159,[6 5] ; [16 19],[5.26086957 5.73913043] ; [16.73913043 18.26086957],0
s4,1,0.715446,0.132898,[ 3 34] ; [  7 103],[ 2.5170068 34.4829932] ; [  7.4829932 102.5170068],0
s7,1,0.72651,0.12234,[10 25] ; [33 71],[10.82733813 24.17266187] ; [32.17266187 71.82733813],0
n1,1,0.765087,0.089286,[6 8] ; [ 6 10],[5.6 8.4] ; [6.4 9.6],0
a3,1,0.78769,0.072529,[26 11] ; [74 35],[25.34246575 11.65753425] ; [74.65753425 34.34246575],0
p12,1,0.831733,0.045147,[ 2 35] ; [  5 105],[ 1.76190476 35.23809524] ; [  5.23809524 104.76190476],0
b2,1,0.845925,0.03776,[ 9 13] ; [32 42],[ 9.39583333 12.60416667] ; [31.60416667 42.39583333],0
b3,1,0.845925,0.03776,[ 9 13] ; [32 42],[ 9.39583333 12.60416667] ; [31.60416667 42.39583333],0
b1,1,0.879314,0.023055,[16 21] ; [46 64],[15.60544218 21.39455782] ; [46.39455782 63.60544218],0
