Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,48.358482,[84  5] ; [11 20],[70.45833333 18.54166667] ; [24.54166667  6.45833333],1
r3,1,2e-06,22.732342,[86  2] ; [21 10],[79.12605042  8.87394958] ; [27.87394958  3.12605042],1
a5,1,7.4e-05,15.710367,[62 27] ; [ 9 22],[52.65833333 36.34166667] ; [18.34166667 12.65833333],1
d5,1,0.00048,12.192823,[74 15] ; [16 15],[66.75 22.25] ; [23.25  7.75],1
r2,1,0.000648,11.633238,[83  6] ; [20  9],[77.68644068 11.31355932] ; [25.31355932  3.68644068],1
d3,1,0.001996,9.553187,[66 23] ; [13 17],[59.08403361 29.91596639] ; [19.91596639 10.08403361],0
d1,1,0.004949,7.89787,[46 43] ; [ 7 24],[39.30833333 49.69166667] ; [13.69166667 17.30833333],0
d4,1,0.0205,5.368825,[72 16] ; [19 12],[67.29411765 20.70588235] ; [23.70588235  7.29411765],0
v3,1,0.026593,4.917073,[25 57] ; [ 3 27],[20.5 61.5] ; [ 7.5 22.5],0
a3,1,0.02818,4.817001,[60 29] ; [14 17],[54.88333333 34.11666667] ; [19.11666667 11.88333333],0
s4,1,0.047564,3.925335,[14 75] ; [10 21],[17.8 71.2] ; [ 6.2 24.8],0
n1,1,0.049589,3.855288,[ 3 17] ; [6 7],[ 5.45454545 14.54545455] ; [3.54545455 9.45454545],0
p8,1,0.064836,3.409138,[43 44] ; [ 9 21],[38.66666667 48.33333333] ; [13.33333333 16.66666667],0
a6,1,0.069339,3.298601,[67 22] ; [18 13],[63.04166667 25.95833333] ; [21.95833333  9.04166667],0
a4,1,0.069606,3.292287,[33 56] ; [ 6 25],[28.925 60.075] ; [10.075 20.925],0
a7,1,0.092208,2.835396,[66 23] ; [18 13],[62.3 26.7] ; [21.7  9.3],0
v2,1,0.092801,2.825099,[42 40] ; [10 20],[38.07142857 43.92857143] ; [13.92857143 16.07142857],0
a1,1,0.101765,2.67767,[ 1 88] ; [ 2 29],[ 2.225 86.775] ; [ 0.775 30.225],0
p3,1,0.120611,2.409374,[40 49] ; [ 9 22],[36.34166667 52.65833333] ; [12.65833333 18.34166667],0
n4,1,0.139661,2.181691,[51 38] ; [13 18],[47.46666667 41.53333333] ; [16.53333333 14.46666667],0
n5,1,0.145863,2.114989,[35 53] ; [17 14],[38.45378151 49.54621849] ; [13.54621849 17.45378151],0
b4,1,0.156233,2.010314,[56 33] ; [15 16],[52.65833333 36.34166667] ; [18.34166667 12.65833333],0
d2,1,0.176408,1.827629,[35 54] ; [ 8 23],[31.89166667 57.10833333] ; [11.10833333 19.89166667],0
v4,1,0.178743,1.808046,[82  5] ; [26  4],[80.30769231  6.69230769] ; [27.69230769  2.30769231],0
u1,1,0.183169,1.771719,[10 79] ; [ 1 30],[ 8.15833333 80.84166667] ; [ 2.84166667 28.15833333],0
v1,1,0.237641,1.394536,[44 43] ; [11 18],[41.25 45.75] ; [13.75 15.25],0
a8,1,0.243634,1.359441,[ 5 73] ; [ 4 26],[ 6.5 71.5] ; [ 2.5 27.5],0
b1,1,0.255107,1.295119,[44 45] ; [19 12],[46.725 42.275] ; [16.275 14.725],0
a2,1,0.335194,0.928725,[15 74] ; [ 3 28],[13.35 75.65] ; [ 4.65 26.35],0
