Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,76.877654,[120  24] ; [ 9 45],[93.81818182 50.18181818] ; [35.18181818 18.81818182],1
p11,1,0.0,25.314667,[112  34] ; [21 33],[97.09 48.91] ; [35.91 18.09],1
p2,1,2e-06,22.711748,[115  30] ; [24 30],[101.28140704  43.71859296] ; [37.71859296 16.28140704],1
r3,1,2.9e-05,17.502711,[127  18] ; [33 21],[116.58291457  28.41708543] ; [43.41708543 10.58291457],1
r4,1,0.000102,15.100765,[91 55] ; [17 37],[78.84 67.16] ; [29.16 24.84],1
v4,1,0.002894,8.873183,[124  21] ; [36 18],[116.58291457  28.41708543] ; [43.41708543 10.58291457],0
n5,1,0.005566,7.685747,[103  42] ; [27 27],[94.72361809 50.27638191] ; [35.27638191 18.72361809],0
s8,1,0.009123,6.798629,[49 97] ; [ 8 46],[ 41.61 104.39] ; [15.39 38.61],0
r2,1,0.010682,6.517504,[117  24] ; [35 18],[110.4742268  30.5257732] ; [41.5257732 11.4742268],0
n6,1,0.010759,6.504662,[113  33] ; [32 22],[105.85  40.15] ; [39.15 14.85],0
s2,1,0.016931,5.703466,[65 81] ; [14 40],[57.67 88.33] ; [21.33 32.67],0
v1,1,0.018673,5.531865,[60 82] ; [13 41],[52.8877551 89.1122449] ; [20.1122449 33.8877551],0
a5,1,0.019066,5.495474,[84 62] ; [21 33],[76.65 69.35] ; [28.35 25.65],0
b5,1,0.020567,5.363093,[99 47] ; [27 27],[91.98 54.02] ; [34.02 19.98],0
a8,1,0.021739,5.266548,[ 18 121] ; [ 1 52],[ 13.75520833 125.24479167] ; [ 5.24479167 47.75520833],0
s6,1,0.030465,4.682849,[74 67] ; [19 35],[67.24615385 73.75384615] ; [25.75384615 28.24615385],0
s3,1,0.030992,4.653398,[71 73] ; [17 36],[64.3248731 79.6751269] ; [23.6751269 29.3248731],0
n2,1,0.033189,4.536,[36  9] ; [14 11],[32.14285714 12.85714286] ; [17.85714286  7.14285714],0
n3,1,0.044377,4.042142,[34 11] ; [13 12],[30.21428571 14.78571429] ; [16.78571429  8.21428571],0
p3,1,0.044384,4.041906,[61 84] ; [14 39],[54.92424242 90.07575758] ; [20.07575758 32.92424242],0
a3,1,0.045156,4.012805,[90 55] ; [25 29],[83.79396985 61.20603015] ; [31.20603015 22.79396985],0
s7,1,0.045975,3.982505,[52 89] ; [11 40],[46.265625 94.734375] ; [16.734375 34.265625],0
n4,1,0.05853,3.578556,[97 49] ; [28 26],[91.25 54.75] ; [33.75 20.25],0
a7,1,0.083111,3.002987,[87 58] ; [25 29],[81.6080402 63.3919598] ; [30.3919598 23.6080402],0
b1,1,0.124099,2.364808,[58 88] ; [28 26],[62.78 83.22] ; [23.22 30.78],0
