Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.002397,9.217241,[28  2] ; [1 2],[26.36363636  3.63636364] ; [2.63636364 0.36363636],0
d5,1,0.038723,4.27297,[26  5] ; [1 2],[24.61764706  6.38235294] ; [2.38235294 0.61764706],0
s4,1,0.043402,4.07967,[ 5 25] ; [2 1],[ 6.36363636 23.63636364] ; [0.63636364 2.36363636],0
n6,1,0.098395,2.731374,[24  7] ; [1 2],[22.79411765  8.20588235] ; [2.20588235 0.79411765],0
p1,1,0.224629,1.474552,[ 3 28] ; [1 2],[ 3.64705882 27.35294118] ; [0.35294118 2.64705882],0
n4,1,0.233724,1.418051,[21 10] ; [1 2],[20.05882353 10.94117647] ; [1.94117647 1.05882353],0
v4,1,0.340062,0.910197,[27  4] ; [2 1],[26.44117647  4.55882353] ; [2.55882353 0.44117647],0
b1,1,0.347479,0.882642,[19 12] ; [1 2],[18.23529412 12.76470588] ; [1.76470588 1.23529412],0
s3,1,0.410073,0.678589,[18 13] ; [1 2],[17.32352941 13.67647059] ; [1.67647059 1.32352941],0
p7,1,0.439002,0.598889,[13 17] ; [2 1],[13.63636364 16.36363636] ; [1.36363636 1.63636364],0
u2,1,0.490153,0.47619,[3 4] ; [2 1],[3.5 3.5] ; [1.5 1.5],0
p4,1,0.581815,0.303309,[15 15] ; [1 2],[14.54545455 15.45454545] ; [1.45454545 1.54545455],0
d4,1,0.59015,0.29011,[24  6] ; [2 1],[23.63636364  6.36363636] ; [2.36363636 0.63636364],0
p6,1,0.59015,0.29011,[ 6 24] ; [1 2],[ 6.36363636 23.63636364] ; [0.63636364 2.36363636],0
s7,1,0.658332,0.195556,[14 16] ; [1 2],[13.63636364 16.36363636] ; [1.36363636 1.63636364],0
s2,1,0.6936,0.155216,[14 17] ; [1 2],[13.67647059 17.32352941] ; [1.32352941 1.67647059],0
v1,1,0.772525,0.083564,[13 18] ; [1 2],[12.76470588 18.23529412] ; [1.23529412 1.76470588],0
p2,1,0.772525,0.083564,[18 13] ; [2 1],[18.23529412 12.76470588] ; [1.76470588 1.23529412],0
n5,1,0.772525,0.083564,[18 13] ; [2 1],[18.23529412 12.76470588] ; [1.76470588 1.23529412],0
a6,1,0.772525,0.083564,[18 13] ; [2 1],[18.23529412 12.76470588] ; [1.76470588 1.23529412],0
p8,1,0.87594,0.024373,[ 9 22] ; [1 2],[ 9.11764706 21.88235294] ; [0.88235294 2.11764706],0
u3,1,0.898195,0.016369,[3 5] ; [1 2],[2.90909091 5.09090909] ; [1.09090909 1.90909091],0
d2,1,0.904656,0.014348,[21  9] ; [2 1],[20.90909091  9.09090909] ; [2.09090909 0.90909091],0
p3,1,0.940671,0.005539,[11 20] ; [1 2],[10.94117647 20.05882353] ; [1.05882353 1.94117647],0
b4,1,0.969677,0.001445,[21 10] ; [2 1],[20.97058824 10.02941176] ; [2.02941176 0.97058824],0
s6,1,0.969677,0.001445,[21 10] ; [2 1],[20.97058824 10.02941176] ; [2.02941176 0.97058824],0
