Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000388,12.586832,[89  5] ; [4 3],[86.55445545  7.44554455] ; [6.44554455 0.55445545],1
p10,1,0.002291,9.300466,[65 27] ; [1 6],[61.33333333 30.66666667] ; [4.66666667 2.33333333],0
p2,1,0.003369,8.596163,[80 13] ; [3 4],[77.19 15.81] ; [5.81 1.19],0
p9,1,0.006041,7.537948,[71 22] ; [2 5],[67.89 25.11] ; [5.11 1.89],0
a7,1,0.015427,5.867063,[68 26] ; [2 5],[65.14851485 28.85148515] ; [4.85148515 2.14851485],0
r2,1,0.021331,5.299513,[87  5] ; [5 2],[85.49494949  6.50505051] ; [6.50505051 0.49494949],0
r4,1,0.030786,4.664834,[82 12] ; [4 3],[80.03960396 13.96039604] ; [5.96039604 1.03960396],0
n1,1,0.143583,2.139137,[ 5 15] ; [2 1],[ 6.08695652 13.91304348] ; [0.91304348 2.08695652],0
s4,1,0.161435,1.960732,[19 75] ; [3 4],[20.47524752 73.52475248] ; [1.52475248 5.47524752],0
d5,1,0.218564,1.513774,[73 21] ; [4 3],[71.66336634 22.33663366] ; [5.33663366 1.66336634],0
s1,1,0.237904,1.392971,[ 4 90] ; [1 6],[ 4.65346535 89.34653465] ; [0.34653465 6.65346535],0
s5,1,0.25153,1.314788,[31 56] ; [1 6],[29.61702128 57.38297872] ; [2.38297872 4.61702128],0
v3,1,0.263172,1.251992,[25 63] ; [3 3],[26.21276596 61.78723404] ; [1.78723404 4.21276596],0
p4,1,0.282296,1.156004,[62 32] ; [6 1],[63.28712871 30.71287129] ; [4.71287129 2.28712871],0
d4,1,0.290012,1.119565,[81 13] ; [5 2],[80.03960396 13.96039604] ; [5.96039604 1.03960396],0
a6,1,0.325361,0.967273,[58 36] ; [3 4],[56.77227723 37.22772277] ; [4.22772277 2.77227723],0
r1,1,0.327127,0.960237,[69 24] ; [4 3],[67.89 25.11] ; [5.11 1.89],0
p7,1,0.363976,0.824129,[68 25] ; [4 3],[66.96 26.04] ; [5.04 1.96],0
n6,1,0.367869,0.810849,[56 37] ; [3 4],[54.87 38.13] ; [4.13 2.87],0
b3,1,0.385326,0.75364,[17 41] ; [2 2],[17.77419355 40.22580645] ; [1.22580645 2.77419355],0
b2,1,0.385326,0.75364,[17 41] ; [2 2],[17.77419355 40.22580645] ; [1.22580645 2.77419355],0
v1,1,0.388367,0.74405,[36 53] ; [4 3],[37.08333333 51.91666667] ; [2.91666667 4.08333333],0
p6,1,0.465465,0.532722,[38 51] ; [2 5],[37.08333333 51.91666667] ; [2.91666667 4.08333333],0
a5,1,0.472359,0.516453,[69 25] ; [6 1],[69.8019802 24.1980198] ; [5.1980198 1.8019802],0
d1,1,0.487303,0.482475,[53 41] ; [3 4],[52.11881188 41.88118812] ; [3.88118812 3.11881188],0
p8,1,0.523014,0.407946,[52 42] ; [3 4],[51.18811881 42.81188119] ; [3.81188119 3.18811881],0
s2,1,0.523014,0.407946,[42 52] ; [4 3],[42.81188119 51.18811881] ; [3.18811881 3.81188119],0
b1,1,0.635889,0.224159,[45 49] ; [4 3],[45.6039604 48.3960396] ; [3.3960396 3.6039604],0
b4,1,0.636362,0.223532,[62 32] ; [4 3],[61.42574257 32.57425743] ; [4.57425743 2.42574257],0
s7,1,0.675162,0.175623,[37 51] ; [2 4],[36.5106383 51.4893617] ; [2.4893617 3.5106383],0
s6,1,0.685508,0.163991,[60 34] ; [5 2],[60.4950495 33.5049505] ; [4.5049505 2.4950495],0
a3,1,0.685508,0.163991,[60 34] ; [5 2],[60.4950495 33.5049505] ; [4.5049505 2.4950495],0
u2,1,0.698353,0.150191,[21 12] ; [1 1],[20.74285714 12.25714286] ; [1.25714286 0.74285714],0
v2,1,0.737344,0.112475,[44 45] ; [3 4],[43.57291667 45.42708333] ; [3.42708333 3.57291667],0
a2,1,0.75077,0.100885,[18 76] ; [1 6],[17.68316832 76.31683168] ; [1.31683168 5.68316832],0
a4,1,0.767024,0.087776,[35 59] ; [3 4],[35.36633663 58.63366337] ; [2.63366337 4.36633663],0
s3,1,0.799658,0.064409,[48 44] ; [4 3],[48.32323232 43.67676768] ; [3.67676768 3.32323232],0
n4,1,0.882348,0.021902,[43 51] ; [3 4],[42.81188119 51.18811881] ; [3.18811881 3.81188119],0
b5,1,0.899426,0.015974,[56 38] ; [4 3],[55.84158416 38.15841584] ; [4.15841584 2.84158416],0
n2,1,0.906855,0.01369,[14  6] ; [2 1],[13.91304348  6.08695652] ; [2.08695652 0.91304348],0
d2,1,0.987482,0.000246,[40 54] ; [3 4],[40.01980198 53.98019802] ; [2.98019802 4.01980198],0
p1,1,0.990932,0.000129,[13 79] ; [1 6],[13.01010101 78.98989899] ; [0.98989899 6.01010101],0
d3,1,0.993159,7.4e-05,[67 27] ; [5 2],[67.00990099 26.99009901] ; [4.99009901 2.00990099],0
