Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,27.016626,[26  9] ; [ 3 27],[15.61538462 19.38461538] ; [13.38461538 16.61538462],1
a3,1,2e-06,22.220095,[29  6] ; [ 7 22],[19.6875 15.3125] ; [16.3125 12.6875],1
d3,1,4e-06,21.310107,[34  1] ; [14 16],[25.84615385  9.15384615] ; [22.15384615  7.84615385],1
d5,1,1.1e-05,19.347212,[34  1] ; [15 15],[26.38461538  8.61538462] ; [22.61538462  7.38461538],1
d4,1,2.9e-05,17.465397,[34  1] ; [16 14],[26.92307692  8.07692308] ; [23.07692308  6.92307692],1
a4,1,0.000493,12.142225,[18 17] ; [ 3 26],[11.484375 23.515625] ; [ 9.515625 19.484375],1
a5,1,0.000951,10.92,[28  7] ; [12 18],[21.53846154 13.46153846] ; [18.46153846 11.53846154],1
r4,1,0.009236,6.776696,[33  2] ; [21  9],[29.07692308  5.92307692] ; [24.92307692  5.07692308],0
r1,1,0.009237,6.776471,[30  4] ; [18 12],[25.5  8.5] ; [22.5  7.5],0
u1,1,0.012662,6.215801,[ 9 26] ; [ 1 29],[ 5.38461538 29.61538462] ; [ 4.61538462 25.38461538],0
v4,1,0.026239,4.940183,[34  1] ; [24  6],[31.23076923  3.76923077] ; [26.76923077  3.23076923],0
u3,1,0.033203,4.535291,[5 1] ; [ 8 15],[2.68965517 3.31034483] ; [10.31034483 12.68965517],0
s8,1,0.048381,3.896717,[16 18] ; [ 7 23],[12.21875 21.78125] ; [10.78125 19.21875],0
s7,1,0.056229,3.645265,[17 17] ; [ 8 22],[13.28125 20.71875] ; [11.71875 18.28125],0
n5,1,0.07036,3.274608,[23 12] ; [13 17],[19.38461538 15.61538462] ; [16.61538462 13.38461538],0
n4,1,0.076679,3.133929,[25 10] ; [15 15],[21.53846154 13.46153846] ; [18.46153846 11.53846154],0
p1,1,0.080573,3.053308,[ 6 29] ; [ 1 28],[ 3.828125 31.171875] ; [ 3.171875 25.828125],0
n6,1,0.085584,2.955538,[28  6] ; [19 11],[24.96875  9.03125] ; [22.03125  7.96875],0
b3,1,0.096519,2.762148,[ 8 15] ; [ 2 15],[ 5.75 17.25] ; [ 4.25 12.75],0
b2,1,0.096519,2.762148,[ 8 15] ; [ 2 15],[ 5.75 17.25] ; [ 4.25 12.75],0
u2,1,0.103332,2.653345,[4 2] ; [ 7 16],[2.27586207 3.72413793] ; [ 8.72413793 14.27586207],0
p9,1,0.127508,2.322586,[17 17] ; [ 9 20],[14.03174603 19.96825397] ; [11.96825397 17.03174603],0
p5,1,0.128322,2.312685,[ 5 30] ; [ 1 29],[ 3.23076923 31.76923077] ; [ 2.76923077 27.23076923],0
a7,1,0.135479,2.228571,[27  8] ; [18 12],[24.23076923 10.76923077] ; [20.76923077  9.23076923],0
n3,1,0.137564,2.205,[4 6] ; [6 2],[5.55555556 4.44444444] ; [4.44444444 3.55555556],0
s4,1,0.180954,1.789773,[ 2 31] ; [ 5 25],[ 3.66666667 29.33333333] ; [ 3.33333333 26.66666667],0
n2,1,0.195539,1.675385,[6 4] ; [7 1],[7.22222222 2.77777778] ; [5.77777778 2.22222222],0
s5,1,0.197253,1.662598,[ 4 30] ; [ 7 22],[ 5.93650794 28.06349206] ; [ 5.06349206 23.93650794],0
a6,1,0.214676,1.539609,[25 10] ; [17 13],[22.61538462 12.38461538] ; [19.38461538 10.61538462],0
r3,1,0.232237,1.427108,[34  1] ; [27  3],[32.84615385  2.15384615] ; [28.15384615  1.84615385],0
s3,1,0.28023,1.165974,[17 18] ; [18 11],[19.140625 15.859375] ; [15.859375 13.140625],0
p7,1,0.333124,0.936717,[23 12] ; [23  7],[24.76923077 10.23076923] ; [21.23076923  8.76923077],0
p2,1,0.351783,0.867013,[29  6] ; [22  8],[27.46153846  7.53846154] ; [23.53846154  6.46153846],0
v3,1,0.423715,0.639989,[ 9 24] ; [11 19],[10.47619048 22.52380952] ; [ 9.52380952 20.47619048],0
p6,1,0.429118,0.62521,[16 16] ; [12 18],[14.4516129 17.5483871] ; [13.5483871 16.4516129],0
p3,1,0.488288,0.480296,[17 18] ; [12 18],[15.61538462 19.38461538] ; [13.38461538 16.61538462],0
b4,1,0.611541,0.257937,[20 15] ; [19 11],[21. 14.] ; [18. 12.],0
s1,1,0.630207,0.23178,[ 2 32] ; [ 1 29],[ 1.59375 32.40625] ; [ 1.40625 28.59375],0
s2,1,0.739243,0.110793,[15 19] ; [12 18],[14.34375 19.65625] ; [12.65625 17.34375],0
p11,1,0.758071,0.094873,[20 15] ; [16 14],[19.38461538 15.61538462] ; [16.61538462 13.38461538],0
a8,1,0.763944,0.090183,[ 4 24] ; [ 3 23],[ 3.62962963 24.37037037] ; [ 3.37037037 22.62962963],0
n1,1,0.771519,0.084325,[5 4] ; [5 3],[5.29411765 3.70588235] ; [4.70588235 3.29411765],0
v1,1,0.815739,0.054302,[15 20] ; [12 18],[14.53846154 20.46153846] ; [12.46153846 17.53846154],0
b5,1,0.869965,0.026799,[24 11] ; [20 10],[23.69230769 11.30769231] ; [20.30769231  9.69230769],0
v2,1,0.908566,0.01319,[18 17] ; [15 15],[17.76923077 17.23076923] ; [15.23076923 14.76923077],0
a1,1,0.911753,0.012283,[ 1 34] ; [ 1 29],[ 1.07692308 33.92307692] ; [ 0.92307692 29.07692308],0
s6,1,0.923815,0.009145,[20 14] ; [18 12],[20.1875 13.8125] ; [17.8125 12.1875],0
b1,1,0.938796,0.005896,[16 19] ; [14 16],[16.15384615 18.84615385] ; [13.84615385 16.15384615],0
p4,1,1.0,0.0,[21 14] ; [18 12],[21. 14.] ; [18. 12.],0
