Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1.4e-05,18.833928,[26  6] ; [14 31],[16.62337662 15.37662338] ; [23.37662338 21.62337662],1
p9,1,0.000117,14.84816,[32  4] ; [25 26],[23.5862069 12.4137931] ; [33.4137931 17.5862069],1
u1,1,0.000121,14.774992,[13 24] ; [ 2 49],[ 6.30681818 30.69318182] ; [ 8.69318182 42.30681818],1
s2,1,0.000131,14.62625,[29  8] ; [19 32],[20.18181818 16.81818182] ; [27.81818182 23.18181818],1
s6,1,0.000927,10.96739,[32  3] ; [30 21],[25.23255814  9.76744186] ; [36.76744186 14.23255814],1
d1,1,0.001214,10.469071,[30  7] ; [24 27],[22.70454545 14.29545455] ; [31.29545455 19.70454545],0
d5,1,0.001343,10.282989,[36  1] ; [36 15],[30.27272727  6.72727273] ; [41.72727273  9.27272727],0
r4,1,0.003914,8.323154,[36  1] ; [38 13],[31.11363636  5.88636364] ; [42.88636364  8.11363636],0
p10,1,0.004214,8.189143,[26 10] ; [21 30],[19.44827586 16.55172414] ; [27.55172414 23.44827586],0
n6,1,0.004767,7.96564,[31  4] ; [31 20],[25.23255814  9.76744186] ; [36.76744186 14.23255814],0
d2,1,0.005416,7.735117,[27 10] ; [22 29],[20.60227273 16.39772727] ; [28.39772727 22.60227273],0
v2,1,0.009491,6.727995,[23 12] ; [19 32],[17.09302326 17.90697674] ; [24.90697674 26.09302326],0
p1,1,0.010869,6.486618,[ 9 27] ; [ 3 48],[ 4.96551724 31.03448276] ; [ 7.03448276 43.96551724],0
n1,1,0.011295,6.418234,[10  2] ; [3 7],[7.09090909 4.90909091] ; [5.90909091 4.09090909],0
r1,1,0.013567,6.093623,[32  5] ; [32 19],[26.90909091 10.09090909] ; [37.09090909 13.90909091],0
v4,1,0.017931,5.602847,[36  1] ; [41 10],[32.375  4.625] ; [44.625  6.375],0
a2,1,0.017994,5.596733,[13 24] ; [ 7 44],[ 8.40909091 28.59090909] ; [11.59090909 39.40909091],0
a3,1,0.022713,5.190309,[30  7] ; [29 21],[25.09195402 11.90804598] ; [33.90804598 16.09195402],0
v1,1,0.036898,4.355094,[23 13] ; [21 30],[18.20689655 17.79310345] ; [25.79310345 25.20689655],0
v3,1,0.053731,3.721033,[16 18] ; [13 36],[11.87951807 22.12048193] ; [17.12048193 31.87951807],0
a5,1,0.054049,3.711193,[29  8] ; [30 21],[24.80681818 12.19318182] ; [34.19318182 16.80681818],0
s5,1,0.055273,3.673835,[17 17] ; [14 34],[12.85365854 21.14634146] ; [18.14634146 29.85365854],0
a6,1,0.055905,3.654871,[25 12] ; [24 27],[20.60227273 16.39772727] ; [28.39772727 22.60227273],0
p5,1,0.057152,3.618148,[ 7 30] ; [ 3 48],[ 4.20454545 32.79545455] ; [ 5.79545455 45.20454545],0
n5,1,0.058461,3.580523,[26 10] ; [26 24],[21.76744186 14.23255814] ; [30.23255814 19.76744186],0
r3,1,0.080544,3.053888,[35  2] ; [41  9],[32.32183908  4.67816092] ; [43.67816092  6.32183908],0
p4,1,0.116473,2.464116,[29  8] ; [32 19],[25.64772727 11.35227273] ; [35.35227273 15.64772727],0
r2,1,0.120946,2.405027,[36  1] ; [45  6],[34.05681818  2.94318182] ; [46.94318182  4.05681818],0
s3,1,0.139661,2.181687,[24 13] ; [25 26],[20.60227273 16.39772727] ; [28.39772727 22.60227273],0
b4,1,0.143861,2.136162,[26 11] ; [28 23],[22.70454545 14.29545455] ; [31.29545455 19.70454545],0
p2,1,0.151706,2.055017,[31  6] ; [36 15],[28.17045455  8.82954545] ; [38.82954545 12.17045455],0
a4,1,0.167603,1.904257,[20 17] ; [20 31],[16.81818182 20.18181818] ; [23.18181818 27.81818182],0
p6,1,0.167603,1.904257,[20 17] ; [20 31],[16.81818182 20.18181818] ; [23.18181818 27.81818182],0
d4,1,0.185244,1.755047,[33  4] ; [40 11],[30.69318182  6.30681818] ; [42.30681818  8.69318182],0
u2,1,0.214193,1.542857,[4 2] ; [ 8 13],[2.66666667 3.33333333] ; [ 9.33333333 11.66666667],0
a8,1,0.354762,0.856351,[ 5 28] ; [ 4 43],[ 3.7125 29.2875] ; [ 5.2875 41.7125],0
d3,1,0.360523,0.836072,[28  9] ; [34 17],[26.06818182 10.93181818] ; [35.93181818 15.06818182],0
n3,1,0.363722,0.825,[9 3] ; [9 1],[9.81818182 2.18181818] ; [8.18181818 1.81818182],0
p8,1,0.377854,0.777673,[18 19] ; [20 31],[15.97727273 21.02272727] ; [22.02272727 28.97727273],0
n4,1,0.402985,0.699401,[27  9] ; [34 17],[25.24137931 10.75862069] ; [35.75862069 15.24137931],0
a7,1,0.411127,0.675539,[27 10] ; [33 18],[25.22727273 11.77272727] ; [34.77272727 16.22727273],0
p7,1,0.487817,0.481338,[22 15] ; [34 17],[23.54545455 13.45454545] ; [32.45454545 18.54545455],0
