Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,32.566836,[204  73] ; [43 59],[180.52506596  96.47493404] ; [66.47493404 35.52506596],1
d1,1,0.0,30.67968,[204  73] ; [44 58],[181.25593668  95.74406332] ; [66.74406332 35.25593668],1
a4,1,0.0,29.606777,[146 130] ; [22 80],[122.66666667 153.33333333] ; [45.33333333 56.66666667],1
d2,1,0.0,28.08529,[155 119] ; [26 75],[132.25066667 141.74933333] ; [48.74933333 52.25066667],1
d4,1,2.1e-05,18.064615,[254  23] ; [76 25],[241.82539683  35.17460317] ; [88.17460317 12.82539683],1
u1,1,6.9e-05,15.836651,[ 49 228] ; [  2 100],[ 37.27440633 239.72559367] ; [13.72559367 88.27440633],1
a6,1,0.000109,14.96796,[209  68] ; [56 46],[193.68073879  83.31926121] ; [71.31926121 30.68073879],1
n4,1,0.004629,8.018787,[207  70] ; [61 41],[195.87335092  81.12664908] ; [72.12664908 29.87335092],0
r1,1,0.007809,7.076755,[218  56] ; [67 34],[208.24  65.76] ; [76.76 24.24],0
d3,1,0.0276,4.852866,[205  72] ; [63 38],[196.39153439  80.60846561] ; [71.60846561 29.39153439],0
p10,1,0.029671,4.728264,[213  61] ; [66 33],[204.94906166  69.05093834] ; [74.05093834 24.94906166],0
p8,1,0.034508,4.469371,[138 133] ; [39 62],[128.94354839 142.05645161] ; [48.05645161 52.94354839],0
p7,1,0.043036,4.093996,[162 109] ; [47 51],[153.49322493 117.50677507] ; [55.50677507 42.49322493],0
s8,1,0.043593,4.072257,[ 64 212] ; [14 88],[ 56.95238095 219.04761905] ; [21.04761905 80.95238095],0
p4,1,0.047902,3.913428,[150 125] ; [43 57],[141.53333333 133.46666667] ; [51.46666667 48.53333333],0
s5,1,0.049407,3.861478,[ 69 197] ; [16 83],[ 61.94520548 204.05479452] ; [23.05479452 75.94520548],0
p3,1,0.051879,3.779655,[120 154] ; [33 68],[111.792 162.208] ; [41.208 59.792],0
v1,1,0.059232,3.558751,[139 131] ; [40 59],[130.97560976 139.02439024] ; [48.02439024 50.97560976],0
p9,1,0.077446,3.11771,[220  54] ; [71 28],[213.76407507  60.23592493] ; [77.23592493 21.76407507],0
r2,1,0.100244,2.701656,[256  14] ; [91 10],[252.53369272  17.46630728] ; [94.46630728  6.53369272],0
r4,1,0.13884,2.190766,[242  35] ; [83 19],[237.53298153  39.46701847] ; [87.46701847 14.53298153],0
p2,1,0.13931,2.185561,[226  47] ; [76 24],[221.03485255  51.96514745] ; [80.96514745 19.03485255],0
n5,1,0.18363,1.768,[194  81] ; [64 37],[188.69680851  86.30319149] ; [69.30319149 31.69680851],0
b2,1,0.185172,1.755615,[54 99] ; [12 36],[ 50.23880597 102.76119403] ; [15.76119403 32.23880597],0
b3,1,0.185172,1.755615,[54 99] ; [12 36],[ 50.23880597 102.76119403] ; [15.76119403 32.23880597],0
b5,1,0.193624,1.689822,[170 107] ; [70 32],[175.40897098 101.59102902] ; [64.59102902 37.40897098],0
u2,1,0.235669,1.406313,[34 38] ; [34 25],[37.3740458 34.6259542] ; [30.6259542 28.3740458],0
v3,1,0.250912,1.318221,[ 86 176] ; [26 72],[ 81.51111111 180.48888889] ; [30.48888889 67.51111111],0
a8,1,0.252645,1.30862,[ 24 230] ; [13 82],[ 26.92836676 227.07163324] ; [10.07163324 84.92836676],0
a1,1,0.277685,1.178387,[ 12 265] ; [  2 100],[ 10.23218997 266.76781003] ; [ 3.76781003 98.23218997],0
s3,1,0.291712,1.111703,[ 95 176] ; [41 59],[ 99.34231806 171.65768194] ; [36.65768194 63.34231806],0
s1,1,0.340293,0.909326,[  4 269] ; [ 3 98],[  5.10962567 267.89037433] ; [ 1.89037433 99.10962567],0
v2,1,0.371213,0.7996,[143 118] ; [48 49],[139.24860335 121.75139665] ; [51.75139665 45.24860335],0
s6,1,0.432498,0.616106,[142 128] ; [48 52],[138.64864865 131.35135135] ; [51.35135135 48.64864865],0
p5,1,0.435253,0.608766,[ 20 255] ; [ 5 95],[ 18.33333333 256.66666667] ; [ 6.66666667 93.33333333],0
p11,1,0.496272,0.462899,[213  64] ; [75 27],[210.49076517  66.50923483] ; [77.50923483 24.49076517],0
b4,1,0.542544,0.370845,[167 110] ; [65 37],[169.56200528 107.43799472] ; [62.43799472 39.56200528],0
n3,1,0.568036,0.32598,[49 21] ; [19  6],[50.10526316 19.89473684] ; [17.89473684  7.10526316],0
p1,1,0.593438,0.285007,[ 21 255] ; [ 6 94],[ 19.81914894 256.18085106] ; [ 7.18085106 92.81914894],0
v4,1,0.597684,0.278502,[255  20] ; [92  9],[253.78989362  21.21010638] ; [93.21010638  7.78989362],0
u3,1,0.614592,0.253541,[39 32] ; [35 24],[40.41538462 30.58461538] ; [33.58461538 25.41538462],0
p12,1,0.746091,0.104845,[ 13 261] ; [ 4 97],[ 12.42133333 261.57866667] ; [ 4.57866667 96.42133333],0
u4,1,0.803561,0.061872,[  2 274] ; [  1 101],[  2.19047619 273.80952381] ; [  0.80952381 101.19047619],0
r3,1,0.824962,0.048915,[256  20] ; [93  8],[255.50132626  20.49867374] ; [93.49867374  7.50132626],0
p6,1,0.826487,0.048053,[ 73 196] ; [26 74],[ 72.17073171 196.82926829] ; [26.82926829 73.17073171],0
s4,1,0.831018,0.045538,[ 33 238] ; [13 87],[ 33.60107817 237.39892183] ; [12.39892183 87.60107817],0
b1,1,0.835981,0.042865,[100 177] ; [38 64],[100.86015831 176.13984169] ; [37.13984169 64.86015831],0
a7,1,0.856036,0.032914,[213  64] ; [76 24],[212.34217507  64.65782493] ; [76.65782493 23.34217507],0
n1,1,0.884576,0.021074,[21 48] ; [ 8 17],[21.28723404 47.71276596] ; [ 7.71276596 17.28723404],0
n6,1,0.896668,0.016867,[217  59] ; [78 22],[216.54255319  59.45744681] ; [78.45744681 21.54255319],0
n2,1,0.932408,0.007194,[48 23] ; [16  8],[47.83157895 23.16842105] ; [16.16842105  7.83157895],0
s2,1,0.962717,0.002185,[ 78 196] ; [29 72],[ 78.18133333 195.81866667] ; [28.81866667 72.18133333],0
