Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.00133,10.301077,[52 14] ; [11 14],[45.69230769 20.30769231] ; [17.30769231  7.69230769],0
d3,1,0.001861,9.681377,[39 27] ; [ 6 20],[32.2826087 33.7173913] ; [12.7173913 13.2826087],0
b5,1,0.01168,6.3588,[24 42] ; [17  9],[29.41304348 36.58695652] ; [11.58695652 14.41304348],0
s6,1,0.016891,5.707686,[54  9] ; [15  9],[49.96551724 13.03448276] ; [19.03448276  4.96551724],0
a6,1,0.026291,4.9368,[15 51] ; [12 14],[19.36956522 46.63043478] ; [ 7.63043478 18.36956522],0
p5,1,0.031448,4.628358,[15 51] ; [ 1 25],[11.47826087 54.52173913] ; [ 4.52173913 21.47826087],0
p3,1,0.031913,4.603188,[44 22] ; [11 15],[39.45652174 26.54347826] ; [15.54347826 10.45652174],0
a4,1,0.073423,3.204783,[36 29] ; [ 9 17],[32.14285714 32.85714286] ; [12.85714286 13.14285714],0
d1,1,0.084318,2.979649,[41 25] ; [11 15],[37.30434783 28.69565217] ; [14.69565217 11.30434783],0
s4,1,0.122697,2.382545,[18 48] ; [ 3 22],[15.23076923 50.76923077] ; [ 5.76923077 19.23076923],0
d5,1,0.138767,2.191583,[56  9] ; [19  7],[53.57142857 11.42857143] ; [21.42857143  4.57142857],0
d2,1,0.145618,2.117562,[39 27] ; [11 15],[35.86956522 30.13043478] ; [14.13043478 11.86956522],0
v1,1,0.149978,2.07247,[37 28] ; [10 15],[33.94444444 31.05555556] ; [13.05555556 11.94444444],0
u2,1,0.160485,1.96965,[14  9] ; [3 6],[12.21875 10.78125] ; [4.78125 4.21875],0
n5,1,0.190236,1.715786,[56 10] ; [19  7],[53.80434783 12.19565217] ; [21.19565217  4.80434783],0
s5,1,0.207547,1.588455,[33 27] ; [10 15],[30.35294118 29.64705882] ; [12.64705882 12.35294118],0
n1,1,0.216201,1.529412,[10  7] ; [3 6],[8.5 8.5] ; [4.5 4.5],0
u1,1,0.22126,1.496178,[ 3 63] ; [ 3 23],[ 4.30434783 61.69565217] ; [ 1.69565217 24.30434783],0
a2,1,0.22126,1.496178,[ 3 63] ; [ 3 23],[ 4.30434783 61.69565217] ; [ 1.69565217 24.30434783],0
u3,1,0.238185,1.391304,[13 10] ; [3 6],[11.5 11.5] ; [4.5 4.5],0
p10,1,0.239317,1.384615,[54 11] ; [18  7],[52. 13.] ; [20.  5.],0
p2,1,0.269714,1.2182,[57  9] ; [20  6],[55.23913043 10.76086957] ; [21.76086957  4.23913043],0
d4,1,0.270673,1.213333,[52 13] ; [18  8],[50. 15.] ; [20.  6.],0
b1,1,0.290373,1.117889,[36 30] ; [11 15],[33.7173913 32.2826087] ; [13.2826087 12.7173913],0
p9,1,0.337687,0.919192,[58  8] ; [20  5],[56.57142857  9.42857143] ; [21.42857143  3.57142857],0
s7,1,0.350861,0.870339,[45 19] ; [15 10],[43.14606742 20.85393258] ; [16.85393258  8.14606742],0
p7,1,0.378061,0.776998,[58  8] ; [21  5],[56.67391304  9.32608696] ; [22.32608696  3.67391304],0
n6,1,0.43734,0.603251,[54 12] ; [23  3],[55.23913043 10.76086957] ; [21.76086957  4.23913043],0
p12,1,0.440501,0.594977,[ 6 60] ; [ 1 23],[ 5.13333333 60.86666667] ; [ 1.86666667 22.13333333],0
p11,1,0.475659,0.508798,[55 11] ; [20  6],[53.80434783 12.19565217] ; [21.19565217  4.80434783],0
s1,1,0.497571,0.460112,[ 1 64] ; [ 1 25],[ 1.42857143 63.57142857] ; [ 0.57142857 25.42857143],0
r2,1,0.504203,0.446078,[60  5] ; [25  1],[60.71428571  4.28571429] ; [24.28571429  1.71428571],0
n3,1,0.509432,0.435233,[11  5] ; [5 4],[10.24  5.76] ; [5.76 3.24],0
p1,1,0.538866,0.377645,[ 8 58] ; [ 2 24],[ 7.17391304 58.82608696] ; [ 2.82608696 23.17391304],0
a1,1,0.5436,0.368909,[ 5 61] ; [ 3 23],[ 5.73913043 60.26086957] ; [ 2.26086957 23.73913043],0
b4,1,0.552443,0.352959,[35 31] ; [12 14],[33.7173913 32.2826087] ; [13.2826087 12.7173913],0
v3,1,0.592034,0.287179,[29 36] ; [10 16],[27.85714286 37.14285714] ; [11.14285714 14.85714286],0
s3,1,0.596967,0.279594,[42 24] ; [15 11],[40.89130435 25.10869565] ; [16.10869565  9.89130435],0
r1,1,0.626578,0.23673,[49 17] ; [18  8],[48.06521739 17.93478261] ; [18.93478261  7.06521739],0
r4,1,0.65418,0.20067,[56 10] ; [23  3],[56.67391304  9.32608696] ; [22.32608696  3.67391304],0
a8,1,0.66342,0.189395,[10 54] ; [ 3 22],[ 9.34831461 54.65168539] ; [ 3.65168539 21.34831461],0
r3,1,0.673123,0.177971,[62  4] ; [25  1],[62.41304348  3.58695652] ; [24.58695652  1.41304348],0
n2,1,0.694176,0.154602,[12  5] ; [7 2],[12.42307692  4.57692308] ; [6.57692308 2.42307692],0
b2,1,0.708757,0.139522,[23 23] ; [ 9 11],[22.3030303 23.6969697] ; [ 9.6969697 10.3030303],0
b3,1,0.708757,0.139522,[23 23] ; [ 9 11],[22.3030303 23.6969697] ; [ 9.6969697 10.3030303],0
s8,1,0.748911,0.102449,[42 24] ; [15 10],[41.34065934 24.65934066] ; [15.65934066  9.34065934],0
n4,1,0.770164,0.085358,[55 11] ; [21  5],[54.52173913 11.47826087] ; [21.47826087  4.52173913],0
v4,1,0.77533,0.081459,[62  4] ; [24  2],[61.69565217  4.30434783] ; [24.30434783  1.69565217],0
a5,1,0.813256,0.055804,[44 22] ; [18  8],[44.47826087 21.52173913] ; [17.52173913  8.47826087],0
v2,1,0.916676,0.010946,[32 33] ; [12 13],[31.77777778 33.22222222] ; [12.22222222 12.77777778],0
a3,1,0.983136,0.000447,[43 23] ; [17  9],[43.04347826 22.95652174] ; [16.95652174  9.04347826],0
s2,1,0.991873,0.000104,[38 28] ; [15 11],[38.02173913 27.97826087] ; [14.97826087 11.02173913],0
