Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,50.586061,[ 4 23] ; [74 11],[18.80357143  8.19642857] ; [59.19642857 25.80357143],1
b3,1,0.042281,4.123933,[ 8 12] ; [ 9 43],[ 4.72222222 15.27777778] ; [12.27777778 39.72222222],0
n1,1,0.069294,3.299663,[10  8] ; [ 6 16],[ 7.2 10.8] ; [ 8.8 13.2],0
n5,1,0.069322,3.298998,[23  4] ; [57 28],[19.28571429  7.71428571] ; [60.71428571 24.28571429],0
a8,1,0.086337,2.941379,[ 1 25] ; [13 62],[ 3.6039604 22.3960396] ; [10.3960396 64.6039604],0
p8,1,0.088993,2.892501,[ 6 19] ; [36 48],[ 9.63302752 15.36697248] ; [32.36697248 51.63302752],0
r2,1,0.109506,2.561342,[20  7] ; [74 11],[22.66071429  4.33928571] ; [71.33928571 13.66071429],0
p6,1,0.125482,2.347528,[ 3 23] ; [22 63],[ 5.85585586 20.14414414] ; [19.14414414 65.85585586],0
a7,1,0.134955,2.234559,[10 17] ; [45 39],[13.37837838 13.62162162] ; [41.62162162 42.37837838],0
a6,1,0.153829,2.033864,[11 16] ; [48 37],[14.22321429 12.77678571] ; [44.77678571 40.22321429],0
n4,1,0.159165,1.982143,[21  6] ; [53 31],[18.  9.] ; [56. 28.],0
s2,1,0.159165,1.982143,[ 6 21] ; [31 53],[ 9. 18.] ; [28. 56.],0
v3,1,0.170893,1.87509,[ 7 20] ; [12 71],[ 4.66363636 22.33636364] ; [14.33636364 68.66363636],0
s7,1,0.189932,1.718143,[ 6 20] ; [30 51],[ 8.74766355 17.25233645] ; [27.25233645 53.74766355],0
d2,1,0.212172,1.556544,[10 17] ; [21 64],[ 7.47321429 19.52678571] ; [23.52678571 61.47321429],0
s1,1,0.241753,1.370345,[ 4 23] ; [ 6 76],[ 2.47706422 24.52293578] ; [ 7.52293578 74.47706422],0
p1,1,0.251973,1.312332,[ 6 21] ; [11 73],[ 4.13513514 22.86486486] ; [12.86486486 71.13513514],0
n2,1,0.257312,1.283161,[10  8] ; [16  6],[11.7  6.3] ; [14.3  7.7],0
u2,1,0.302365,1.063735,[ 3 11] ; [17 30],[4.59016393 9.40983607] ; [15.40983607 31.59016393],0
v1,1,0.406415,0.689264,[ 7 20] ; [29 55],[ 8.75675676 18.24324324] ; [27.24324324 56.75675676],0
s4,1,0.489082,0.478544,[ 5 22] ; [21 63],[ 6.32432432 20.67567568] ; [19.67567568 64.32432432],0
a3,1,0.520295,0.413309,[13 12] ; [38 47],[11.59090909 13.40909091] ; [39.40909091 45.59090909],0
b1,1,0.523659,0.406681,[13 14] ; [35 50],[11.57142857 15.42857143] ; [36.42857143 48.57142857],0
b4,1,0.664136,0.188538,[14 13] ; [40 45],[13.01785714 13.98214286] ; [40.98214286 44.01785714],0
s5,1,0.67949,0.1707,[ 4 23] ; [15 67],[ 4.70642202 22.29357798] ; [14.29357798 67.70642202],0
p12,1,0.704904,0.14342,[ 1 26] ; [ 2 83],[ 0.72321429 26.27678571] ; [ 2.27678571 82.72321429],0
a2,1,0.750347,0.10124,[ 2 25] ; [ 8 77],[ 2.41071429 24.58928571] ; [ 7.58928571 77.41071429],0
p5,1,0.776505,0.080586,[ 2 24] ; [ 8 76],[ 2.36363636 23.63636364] ; [ 7.63636364 76.36363636],0
d1,1,0.826129,0.048254,[ 1 26] ; [ 4 81],[ 1.20535714 25.79464286] ; [ 3.79464286 81.20535714],0
a4,1,0.870314,0.026654,[ 7 19] ; [24 60],[ 7.32727273 18.67272727] ; [23.67272727 60.32727273],0
a5,1,0.921327,0.009754,[13 14] ; [40 45],[12.77678571 14.22321429] ; [40.22321429 44.77678571],0
d3,1,0.942529,0.005197,[ 6 21] ; [19 64],[ 6.13636364 20.86363636] ; [18.86363636 64.13636364],0
