Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,50.586061,[ 4 23] ; [74 11],[18.80357143  8.19642857] ; [59.19642857 25.80357143],1
v4,1,0.0,29.272338,[14 13] ; [79  4],[22.82727273  4.17272727] ; [70.17272727 12.82727273],1
p11,1,8.8e-05,15.38051,[ 8 19] ; [61 24],[16.63392857 10.36607143] ; [52.36607143 32.63392857],1
p2,1,0.000365,12.705751,[11 16] ; [65 19],[18.48648649  8.51351351] ; [57.51351351 26.48648649],1
p9,1,0.00192,9.624368,[ 9 16] ; [59 25],[15.59633028  9.40366972] ; [52.40366972 31.59633028],0
p10,1,0.002346,9.257143,[ 9 18] ; [54 27],[15.75 11.25] ; [47.25 33.75],0
a1,1,0.002502,9.13894,[ 5 22] ; [ 2 83],[ 1.6875 25.3125] ; [ 5.3125 79.6875],0
p4,1,0.003352,8.605374,[ 5 22] ; [43 42],[11.57142857 15.42857143] ; [36.42857143 48.57142857],0
n6,1,0.004011,8.278759,[14 13] ; [68 17],[19.76785714  7.23214286] ; [62.23214286 22.76785714],0
p3,1,0.004866,7.928571,[ 3 24] ; [34 50],[ 9. 18.] ; [28. 56.],0
b5,1,0.007951,7.04449,[10 17] ; [56 29],[15.91071429 11.08928571] ; [50.08928571 34.91071429],0
d5,1,0.008364,6.953811,[ 6 21] ; [43 41],[11.91891892 15.08108108] ; [37.08108108 46.91891892],0
s6,1,0.011179,6.436672,[ 7 19] ; [46 37],[12.64220183 13.35779817] ; [40.35779817 42.64220183],0
s8,1,0.011185,6.435656,[ 2 24] ; [28 57],[ 7.02702703 18.97297297] ; [22.97297297 62.02702703],0
p7,1,0.014807,5.939313,[ 8 19] ; [47 36],[13.5 13.5] ; [41.5 41.5],0
s3,1,0.020142,5.399575,[ 6 18] ; [44 41],[11.00917431 12.99082569] ; [38.99082569 46.00917431],0
r1,1,0.023672,5.118494,[ 9 18] ; [49 35],[14.10810811 12.89189189] ; [43.89189189 40.10810811],0
n3,1,0.026763,4.906035,[9 8] ; [18  3],[12.07894737  4.92105263] ; [14.92105263  6.07894737],0
u3,1,0.028775,4.780998,[ 2 12] ; [22 25],[5.50819672 8.49180328] ; [18.49180328 28.50819672],0
b2,1,0.042281,4.123933,[ 8 12] ; [ 9 43],[ 4.72222222 15.27777778] ; [12.27777778 39.72222222],0
