Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.2e-05,19.11002,[87 39] ; [40 60],[70.80530973 55.19469027] ; [56.19469027 43.80530973],1
b3,1,0.000562,11.897033,[35 44] ; [10 50],[25.57553957 53.42446043] ; [19.42446043 40.57553957],1
b2,1,0.000562,11.897033,[35 44] ; [10 50],[25.57553957 53.42446043] ; [19.42446043 40.57553957],1
v3,1,0.002543,9.109721,[57 67] ; [27 75],[46.08849558 77.91150442] ; [37.91150442 64.08849558],0
n5,1,0.008644,6.89496,[100  26] ; [65 37],[91.18421053 34.81578947] ; [73.81578947 28.18421053],0
n1,1,0.008876,6.847611,[12  7] ; [ 6 19],[ 7.77272727 11.22727273] ; [10.22727273 14.77272727],0
a5,1,0.011439,6.395762,[100  26] ; [67 37],[91.48695652 34.51304348] ; [75.51304348 28.48695652],0
a2,1,0.013246,6.136003,[29 97] ; [11 93],[ 21.91304348 104.08695652] ; [18.08695652 85.91304348],0
a4,1,0.017452,5.650304,[56 68] ; [31 73],[47.31578947 76.68421053] ; [39.68421053 64.31578947],0
p9,1,0.019922,5.41872,[114  11] ; [83 20],[108.00438596  16.99561404] ; [88.99561404 14.00438596],0
p7,1,0.020986,5.327987,[107  18] ; [74 27],[100.11061947  24.88938053] ; [80.88938053 20.11061947],0
n4,1,0.023405,5.138199,[101  25] ; [69 34],[93.5371179 32.4628821] ; [76.4628821 26.5371179],0
d1,1,0.023417,5.137322,[77 49] ; [48 56],[68.47826087 57.52173913] ; [56.52173913 47.47826087],0
d2,1,0.030321,4.691023,[64 62] ; [38 66],[55.87826087 70.12173913] ; [46.12173913 57.87826087],0
p6,1,0.031112,4.646752,[58 65] ; [34 69],[50.07079646 72.92920354] ; [41.92920354 61.07079646],0
a3,1,0.036436,4.376588,[88 36] ; [60 44],[80.49122807 43.50877193] ; [67.50877193 36.49122807],0
b5,1,0.039454,4.241197,[80 46] ; [52 52],[72.31304348 53.68695652] ; [59.68695652 44.31304348],0
d4,1,0.039641,4.233205,[103  23] ; [73 31],[96.4173913 29.5826087] ; [79.5826087 24.4173913],0
r4,1,0.042213,4.126645,[118   8] ; [89 15],[113.4  12.6] ; [93.6 10.4],0
p2,1,0.045645,3.99464,[117   9] ; [88 16],[112.30434783  13.69565217] ; [92.69565217 11.30434783],0
p4,1,0.051718,3.784852,[93 33] ; [63 39],[86.21052632 39.78947368] ; [69.78947368 32.21052632],0
p10,1,0.052196,3.769468,[110  15] ; [80 22],[104.62555066  20.37444934] ; [85.37444934 16.62555066],0
r2,1,0.058022,3.593038,[117   6] ; [90 12],[113.16   9.84] ; [93.84  8.16],0
u1,1,0.058968,3.566187,[ 20 106] ; [ 8 96],[ 15.33913043 110.66086957] ; [12.66086957 91.33913043],0
r1,1,0.063117,3.453524,[105  20] ; [77 27],[99.34497817 25.65502183] ; [82.65502183 21.34497817],0
r3,1,0.084284,2.980284,[121   5] ; [94 10],[117.7826087   8.2173913] ; [97.2173913  6.7826087],0
b4,1,0.091042,2.855851,[77 49] ; [52 52],[70.66956522 55.33043478] ; [58.33043478 45.66956522],0
n2,1,0.097449,2.746808,[16  3] ; [16 10],[13.51111111  5.48888889] ; [18.48888889  7.51111111],0
d5,1,0.118772,2.433438,[105  21] ; [78 26],[100.25217391  25.74782609] ; [82.74782609 21.25217391],0
a7,1,0.134618,2.238421,[96 30] ; [70 34],[90.93913043 35.06086957] ; [75.06086957 28.93913043],0
s8,1,0.196433,1.6687,[41 84] ; [26 78],[36.5720524 88.4279476] ; [30.4279476 73.5720524],0
v4,1,0.208445,1.582191,[122   4] ; [97  7],[119.97391304   6.02608696] ; [99.02608696  4.97391304],0
n6,1,0.221645,1.493688,[108  18] ; [82 21],[104.54148472  21.45851528] ; [85.45851528 17.54148472],0
p3,1,0.234087,1.415853,[80 46] ; [58 46],[75.6 50.4] ; [62.4 41.6],0
p11,1,0.238413,1.389955,[109  17] ; [84 20],[105.73043478  20.26956522] ; [87.26956522 16.73043478],0
a6,1,0.248078,1.334095,[89 37] ; [66 38],[84.91304348 41.08695652] ; [70.08695652 33.91304348],0
p1,1,0.289204,1.123321,[ 15 111] ; [ 8 96],[ 12.6 113.4] ; [10.4 93.6],0
a1,1,0.368834,0.807589,[  5 121] ; [  2 102],[  3.83478261 122.16521739] ; [  3.16521739 100.83478261],0
d3,1,0.371603,0.798296,[87 39] ; [66 38],[83.8173913 42.1826087] ; [69.1826087 34.8173913],0
n3,1,0.375678,0.784798,[14  4] ; [17  9],[12.68181818  5.31818182] ; [18.31818182  7.68181818],0
s5,1,0.378964,0.774059,[ 23 101] ; [24 79],[25.67400881 98.32599119] ; [21.32599119 81.67400881],0
u3,1,0.463006,0.538619,[19 19] ; [18 25],[17.35802469 20.64197531] ; [19.64197531 23.35802469],0
s3,1,0.476465,0.506943,[28 97] ; [27 75],[30.28634361 94.71365639] ; [24.71365639 77.28634361],0
s4,1,0.476933,0.505869,[ 11 114] ; [12 91],[ 12.60964912 112.39035088] ; [10.39035088 92.60964912],0
p12,1,0.483418,0.491142,[  9 117] ; [ 5 97],[  7.73684211 118.26315789] ; [ 6.26315789 95.73684211],0
