Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.715909,[ 2 16] ; [75 14],[12.95327103  5.04672897] ; [64.04672897 24.95327103],1
v3,1,0.334613,0.930961,[ 3 15] ; [24 63],[ 4.62857143 13.37142857] ; [22.37142857 64.62857143],0
s2,1,0.366327,0.816085,[ 5 13] ; [34 53],[ 6.68571429 11.31428571] ; [32.31428571 54.68571429],0
b1,1,0.401254,0.704564,[9 9] ; [35 54],[ 7.40186916 10.59813084] ; [36.59813084 52.40186916],0
p12,1,0.438068,0.601338,[ 1 17] ; [ 2 87],[ 0.5046729 17.4953271] ; [ 2.4953271 86.5046729],0
b2,1,0.447013,0.578216,[4 6] ; [16 41],[2.98507463 7.01492537] ; [17.01492537 39.98507463],0
b3,1,0.447013,0.578216,[4 6] ; [16 41],[2.98507463 7.01492537] ; [17.01492537 39.98507463],0
d2,1,0.547012,0.362698,[ 4 14] ; [26 63],[ 5.04672897 12.95327103] ; [24.95327103 64.04672897],0
a4,1,0.567685,0.326571,[ 5 13] ; [19 69],[ 4.0754717 13.9245283] ; [19.9245283 68.0754717],0
a7,1,0.604894,0.267677,[ 8 10] ; [45 43],[9. 9.] ; [44. 44.],0
a8,1,0.696482,0.152158,[ 2 16] ; [12 70],[ 2.52 15.48] ; [11.48 70.52],0
p6,1,0.730243,0.118889,[ 3 14] ; [19 70],[ 3.52830189 13.47169811] ; [18.47169811 70.52830189],0
a6,1,0.760377,0.093016,[9 9] ; [48 41],[9.58878505 8.41121495] ; [47.41121495 41.58878505],0
b4,1,0.760377,0.093016,[9 9] ; [48 41],[9.58878505 8.41121495] ; [47.41121495 41.58878505],0
d3,1,0.783896,0.075211,[ 4 14] ; [22 65],[ 4.45714286 13.54285714] ; [21.54285714 65.45714286],0
s1,1,0.826778,0.047889,[ 1 17] ; [ 6 80],[ 1.21153846 16.78846154] ; [ 5.78846154 80.21153846],0
a5,1,0.831323,0.045371,[ 8 10] ; [42 47],[8.41121495 9.58878505] ; [41.58878505 47.41121495],0
s4,1,0.894409,0.017617,[ 3 15] ; [16 73],[ 3.19626168 14.80373832] ; [15.80373832 73.19626168],0
