Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,1e-06,24.361232,[11 38] ; [80 45],[25.62643678 23.37356322] ; [65.37356322 59.62643678],1
a4,1,2.3e-05,17.953053,[10 39] ; [70 55],[22.52873563 26.47126437] ; [57.47126437 67.52873563],1
d1,1,6e-05,16.097959,[17 32] ; [85 40],[28.72413793 20.27586207] ; [73.27586207 51.72413793],1
a3,1,7.7e-05,15.627195,[25 24] ; [101  24],[35.48275862 13.51724138] ; [90.51724138 34.48275862],1
d5,1,9.2e-05,15.292494,[31 18] ; [111  14],[39.98850575  9.01149425] ; [102.01149425  22.98850575],1
a6,1,0.00265,9.033812,[23 26] ; [89 36],[31.54022989 17.45977011] ; [80.45977011 44.54022989],0
u1,1,0.003033,8.787376,[ 2 47] ; [29 96],[ 8.72988506 40.27011494] ; [ 22.27011494 102.72988506],0
n4,1,0.003182,8.700008,[31 18] ; [104  20],[38.23699422 10.76300578] ; [96.76300578 27.23699422],0
n5,1,0.012224,6.278143,[31 18] ; [100  23],[37.31976744 11.68023256] ; [93.68023256 29.31976744],0
r1,1,0.013701,6.07627,[36 13] ; [109  14],[41.30813953  7.69186047] ; [103.69186047  19.30813953],0
p9,1,0.015401,5.869967,[36 12] ; [111  13],[41.02325581  6.97674419] ; [105.97674419  18.02325581],0
a7,1,0.038679,4.274921,[30 19] ; [96 29],[35.48275862 13.51724138] ; [90.51724138 34.48275862],0
b4,1,0.050123,3.83733,[23 26] ; [79 46],[28.72413793 20.27586207] ; [73.27586207 51.72413793],0
s5,1,0.065729,3.386579,[14 33] ; [54 65],[19.25301205 27.74698795] ; [48.74698795 70.25301205],0
v1,1,0.071859,3.240031,[21 27] ; [72 50],[26.25882353 21.74117647] ; [66.74117647 55.25882353],0
d4,1,0.082697,3.01109,[36 13] ; [106  19],[39.98850575  9.01149425] ; [102.01149425  22.98850575],0
p11,1,0.100298,2.700805,[33 16] ; [99 26],[37.17241379 11.82758621] ; [94.82758621 30.17241379],0
r4,1,0.104769,2.631397,[41  8] ; [115  10],[43.93103448  5.06896552] ; [112.06896552  12.93103448],0
r2,1,0.131155,2.278775,[42  6] ; [116   7],[44.35087719  3.64912281] ; [113.64912281   9.35087719],0
v4,1,0.15366,2.035536,[44  4] ; [120   4],[45.76744186  2.23255814] ; [118.23255814   5.76744186],0
n6,1,0.159666,1.977386,[38 11] ; [107  17],[41.06936416  7.93063584] ; [103.93063584  20.06936416],0
b2,1,0.19783,1.65832,[ 7 21] ; [33 53],[ 9.8245614 18.1754386] ; [30.1754386 55.8245614],0
b3,1,0.19783,1.65832,[ 7 21] ; [33 53],[ 9.8245614 18.1754386] ; [30.1754386 55.8245614],0
n2,1,0.209123,1.577488,[7 4] ; [31  7],[8.53061224 2.46938776] ; [29.46938776  8.53061224],0
a1,1,0.313322,1.016619,[ 1 48] ; [  7 118],[ 2.25287356 46.74712644] ; [  5.74712644 119.25287356],0
u2,1,0.350201,0.872727,[18  6] ; [15  9],[16.5  7.5] ; [16.5  7.5],0
d3,1,0.385609,0.752745,[32 17] ; [90 35],[34.35632184 14.64367816] ; [87.64367816 37.35632184],0
v2,1,0.426344,0.632763,[24 23] ; [70 51],[26.29761905 20.70238095] ; [67.70238095 53.29761905],0
n3,1,0.427862,0.62862,[6 5] ; [25 12],[7.10416667 3.89583333] ; [23.89583333 13.10416667],0
p4,1,0.45202,0.565581,[21 28] ; [61 63],[23.22543353 25.77456647] ; [58.77456647 65.22543353],0
s4,1,0.453467,0.561972,[12 37] ; [ 24 100],[10.19653179 38.80346821] ; [25.80346821 98.19653179],0
p7,1,0.476789,0.5062,[26 22] ; [71 47],[28.04819277 19.95180723] ; [68.95180723 49.04819277],0
b1,1,0.48955,0.477515,[20 29] ; [44 81],[18.02298851 30.97701149] ; [45.97701149 79.02298851],0
p10,1,0.507179,0.439882,[39  9] ; [105  18],[40.42105263  7.57894737] ; [103.57894737  19.42105263],0
p8,1,0.539973,0.37559,[23 26] ; [51 71],[21.20467836 27.79532164] ; [52.79532164 69.20467836],0
p12,1,0.573037,0.317627,[ 2 46] ; [  8 117],[ 2.77456647 45.22543353] ; [  7.22543353 117.77456647],0
s1,1,0.581913,0.303153,[ 2 47] ; [  3 117],[ 1.44970414 47.55029586] ; [  3.55029586 116.44970414],0
s6,1,0.584971,0.298267,[39  9] ; [105  19],[40.18604651  7.81395349] ; [103.81395349  20.18604651],0
v3,1,0.625726,0.237901,[19 30] ; [51 68],[20.41666667 28.58333333] ; [49.58333333 69.41666667],0
n1,1,0.635207,0.225065,[4 7] ; [16 20],[4.68085106 6.31914894] ; [15.31914894 20.68085106],0
p5,1,0.663918,0.188799,[ 4 44] ; [  8 116],[ 3.34883721 44.65116279] ; [  8.65116279 115.34883721],0
a8,1,0.67644,0.174161,[ 8 37] ; [23 88],[ 8.94230769 36.05769231] ; [22.05769231 88.94230769],0
p1,1,0.684182,0.165456,[ 2 47] ; [  7 118],[ 2.53448276 46.46551724] ; [  6.46551724 118.53448276],0
