Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.018278,5.569276,[ 2 25] ; [3 4],[ 3.97058824 23.02941176] ; [1.02941176 5.97058824],0
s3,1,0.034366,4.4764,[ 3 22] ; [3 3],[ 4.83870968 20.16129032] ; [1.16129032 4.83870968],0
d1,1,0.049602,3.854875,[ 3 24] ; [3 4],[ 4.76470588 22.23529412] ; [1.23529412 5.76470588],0
p1,1,0.049602,3.854875,[ 3 24] ; [3 4],[ 4.76470588 22.23529412] ; [1.23529412 5.76470588],0
p7,1,0.053372,3.732229,[ 5 20] ; [4 3],[ 7.03125 17.96875] ; [1.96875 5.03125],0
p4,1,0.056527,3.636447,[ 3 23] ; [3 4],[ 4.72727273 21.27272727] ; [1.27272727 5.72727273],0
p10,1,0.080245,3.059923,[ 9 17] ; [5 2],[11.03030303 14.96969697] ; [2.96969697 4.03030303],0
p9,1,0.080245,3.059923,[ 9 17] ; [5 2],[11.03030303 14.96969697] ; [2.96969697 4.03030303],0
r2,1,0.089688,2.879968,[13 13] ; [6 1],[14.96969697 11.03030303] ; [4.03030303 2.96969697],0
p2,1,0.147177,2.101264,[11 16] ; [5 2],[12.70588235 14.29411765] ; [3.29411765 3.70588235],0
b4,1,0.191825,1.703543,[16 11] ; [6 1],[17.47058824  9.52941176] ; [4.52941176 2.47058824],0
s8,1,0.245092,1.351067,[ 3 24] ; [2 5],[ 3.97058824 23.02941176] ; [1.02941176 5.97058824],0
s2,1,0.245092,1.351067,[ 3 24] ; [2 5],[ 3.97058824 23.02941176] ; [1.02941176 5.97058824],0
n5,1,0.248028,1.33438,[18  9] ; [3 4],[16.67647059 10.32352941] ; [4.32352941 2.67647059],0
d3,1,0.27013,1.216085,[ 6 21] ; [3 4],[ 7.14705882 19.85294118] ; [1.85294118 5.14705882],0
d2,1,0.27013,1.216085,[ 6 21] ; [3 4],[ 7.14705882 19.85294118] ; [1.85294118 5.14705882],0
s6,1,0.27013,1.216085,[ 6 21] ; [3 4],[ 7.14705882 19.85294118] ; [1.85294118 5.14705882],0
n4,1,0.271473,1.209289,[13 14] ; [5 2],[14.29411765 12.70588235] ; [3.70588235 3.29411765],0
p12,1,0.288986,1.124339,[ 1 26] ; [1 6],[ 1.58823529 25.41176471] ; [0.41176471 6.58823529],0
n6,1,0.335451,0.92774,[10 17] ; [4 3],[11.11764706 15.88235294] ; [2.88235294 4.11764706],0
a7,1,0.380977,0.767549,[ 7 20] ; [3 4],[ 7.94117647 19.05882353] ; [2.05882353 4.94117647],0
p8,1,0.380977,0.767549,[ 7 20] ; [3 4],[ 7.94117647 19.05882353] ; [2.05882353 4.94117647],0
b3,1,0.386876,0.748739,[ 7 10] ; [1 4],[ 6.18181818 10.81818182] ; [1.81818182 3.18181818],0
b2,1,0.386876,0.748739,[ 7 10] ; [1 4],[ 6.18181818 10.81818182] ; [1.81818182 3.18181818],0
d4,1,0.436074,0.606591,[11 16] ; [4 3],[11.91176471 15.08823529] ; [3.08823529 3.91176471],0
v4,1,0.447006,0.578231,[15 12] ; [5 2],[15.88235294 11.11764706] ; [4.11764706 2.88235294],0
v1,1,0.517636,0.4186,[ 7 20] ; [1 6],[ 6.35294118 20.64705882] ; [1.64705882 5.35294118],0
n2,1,0.531168,0.392157,[9 8] ; [1 2],[8.5 8.5] ; [1.5 1.5],0
n3,1,0.531168,0.392157,[8 9] ; [2 1],[8.5 8.5] ; [1.5 1.5],0
a3,1,0.547045,0.362637,[ 8 18] ; [3 4],[ 8.66666667 17.33333333] ; [2.33333333 4.66666667],0
b5,1,0.548624,0.359788,[12 15] ; [4 3],[12.70588235 14.29411765] ; [3.29411765 3.70588235],0
b1,1,0.548624,0.359788,[15 12] ; [3 4],[14.29411765 12.70588235] ; [3.70588235 3.29411765],0
r1,1,0.638447,0.220779,[ 9 18] ; [3 4],[ 9.52941176 17.47058824] ; [2.47058824 4.52941176],0
d5,1,0.676193,0.174443,[10 17] ; [2 5],[ 9.52941176 17.47058824] ; [2.47058824 4.52941176],0
p11,1,0.724159,0.124542,[ 6 21] ; [2 5],[ 6.35294118 20.64705882] ; [1.64705882 5.35294118],0
v2,1,0.732074,0.117216,[ 6 20] ; [1 5],[ 5.6875 20.3125] ; [1.3125 4.6875],0
s5,1,0.816297,0.053968,[ 3 24] ; [1 6],[ 3.17647059 23.82352941] ; [0.82352941 6.17647059],0
p6,1,0.843296,0.039077,[ 3 23] ; [1 6],[ 3.15151515 22.84848485] ; [0.84848485 6.15151515],0
s7,1,0.884673,0.021039,[ 5 21] ; [1 5],[ 4.875 21.125] ; [1.125 4.875],0
a6,1,0.88757,0.019988,[ 7 20] ; [2 5],[ 7.14705882 19.85294118] ; [1.85294118 5.14705882],0
u2,1,0.923708,0.009171,[ 9 10] ; [2 2],[9.08695652 9.91304348] ; [1.91304348 2.08695652],0
n1,1,0.94766,0.004309,[ 6 11] ; [1 2],[ 5.95 11.05] ; [1.05 1.95],0
