Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,3e-06,21.632573,[21 25] ; [10 83],[10.25899281 35.74100719] ; [20.74100719 72.25899281],1
d1,1,0.000106,15.034858,[26 20] ; [22 72],[15.77142857 30.22857143] ; [32.22857143 61.77142857],1
v1,1,0.000117,14.83871,[25 21] ; [20 72],[15. 31.] ; [30. 62.],1
d5,1,0.00223,9.350239,[37  9] ; [50 43],[28.79136691 17.20863309] ; [58.20863309 34.79136691],0
d3,1,0.003828,8.363636,[32 14] ; [40 52],[24. 22.] ; [48. 44.],0
d4,1,0.011518,6.383582,[36 10] ; [53 41],[29.24285714 16.75714286] ; [59.75714286 34.24285714],0
s6,1,0.029867,4.716931,[22 22] ; [29 65],[16.26086957 27.73913043] ; [34.73913043 59.26086957],0
r3,1,0.037101,4.345767,[40  6] ; [66 27],[35.07913669 10.92086331] ; [70.92086331 22.07913669],0
u3,1,0.04841,3.895694,[10  9] ; [14 37],[ 6.51428571 12.48571429] ; [17.48571429 33.51428571],0
v4,1,0.049373,3.862617,[40  6] ; [67 26],[35.41007194 10.58992806] ; [71.58992806 21.41007194],0
a4,1,0.057926,3.595794,[18 28] ; [22 71],[13.23741007 32.76258993] ; [26.76258993 66.23741007],0
p11,1,0.061695,3.491222,[33 13] ; [52 42],[27.92857143 18.07142857] ; [57.07142857 36.92857143],0
d2,1,0.082033,3.02415,[22 24] ; [30 62],[17.33333333 28.66666667] ; [34.66666667 57.33333333],0
a5,1,0.09391,2.806044,[26 20] ; [39 55],[21.35714286 24.64285714] ; [43.64285714 50.35714286],0
n4,1,0.110007,2.554124,[31 15] ; [50 44],[26.61428571 19.38571429] ; [54.38571429 39.61428571],0
n6,1,0.117043,2.456456,[37  9] ; [63 30],[33.09352518 12.90647482] ; [66.90647482 26.09352518],0
a3,1,0.133167,2.255195,[27 19] ; [42 51],[22.83453237 23.16546763] ; [46.16546763 46.83453237],0
s8,1,0.150009,2.072155,[ 7 39] ; [ 7 87],[ 4.6 41.4] ; [ 9.4 84.6],0
p4,1,0.157071,2.002205,[20 24] ; [31 63],[16.26086957 27.73913043] ; [34.73913043 59.26086957],0
a8,1,0.217455,1.521087,[ 2 41] ; [10 79],[ 3.90909091 39.09090909] ; [ 8.09090909 80.90909091],0
n2,1,0.218389,1.514925,[13  5] ; [14 12],[11.04545455  6.95454545] ; [15.95454545 10.04545455],0
n3,1,0.218389,1.514925,[13  5] ; [14 12],[11.04545455  6.95454545] ; [15.95454545 10.04545455],0
a2,1,0.23102,1.434569,[ 5 41] ; [ 5 89],[ 3.28571429 42.71428571] ; [ 6.71428571 87.28571429],0
p7,1,0.247395,1.337955,[24 22] ; [38 53],[20.81751825 25.18248175] ; [41.18248175 49.81751825],0
p6,1,0.267696,1.228514,[11 32] ; [16 76],[ 8.6 34.4] ; [18.4 73.6],0
s2,1,0.308985,1.035008,[15 31] ; [23 71],[12.48571429 33.51428571] ; [25.51428571 68.48571429],0
p12,1,0.345524,0.889828,[ 3 42] ; [ 3 91],[ 1.94244604 43.05755396] ; [ 4.05755396 89.94244604],0
b2,1,0.386476,0.75,[10 15] ; [15 35],[ 8.33333333 16.66666667] ; [16.66666667 33.33333333],0
b3,1,0.386476,0.75,[10 15] ; [15 35],[ 8.33333333 16.66666667] ; [16.66666667 33.33333333],0
n1,1,0.439734,0.596977,[ 5 12] ; [ 5 21],[ 3.95348837 13.04651163] ; [ 6.04651163 19.95348837],0
p8,1,0.460542,0.544577,[18 26] ; [32 61],[16.05839416 27.94160584] ; [33.94160584 59.05839416],0
