Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,30.753293,[ 6 50] ; [28 16],[19.04 36.96] ; [14.96 29.04],1
s2,1,1e-06,24.048278,[16 41] ; [34 10],[28.21782178 28.78217822] ; [21.78217822 22.21782178],1
s5,1,1.3e-05,19.015825,[ 9 47] ; [24 17],[19.05154639 36.94845361] ; [13.94845361 27.05154639],1
s6,1,6e-05,16.09962,[29 27] ; [37  4],[38.10309278 17.89690722] ; [27.89690722 13.10309278],1
p9,1,8.8e-05,15.377017,[29 27] ; [39  5],[38.08 17.92] ; [29.92 14.08],1
p6,1,0.001009,10.810324,[16 40] ; [27 17],[24.08 31.92] ; [18.92 25.08],0
p10,1,0.002991,8.812729,[27 30] ; [33 10],[34.2 22.8] ; [25.8 17.2],0
r1,1,0.0078,7.078757,[33 23] ; [36  7],[39.03030303 16.96969697] ; [29.96969697 13.03030303],0
a3,1,0.010547,6.540028,[32 24] ; [35  8],[37.8989899 18.1010101] ; [29.1010101 13.8989899],0
p4,1,0.011661,6.361754,[24 32] ; [30 14],[30.24 25.76] ; [23.76 20.24],0
u1,1,0.01174,6.349759,[ 4 53] ; [11 33],[ 8.46534653 48.53465347] ; [ 6.53465347 37.46534653],0
a5,1,0.012459,6.244359,[35 22] ; [37  7],[40.63366337 16.36633663] ; [31.36633663 12.63366337],0
s3,1,0.015998,5.803091,[26 30] ; [31 13],[31.92 24.08] ; [25.08 18.92],0
r4,1,0.01812,5.584517,[43 14] ; [41  3],[47.40594059  9.59405941] ; [36.59405941  7.40594059],0
n4,1,0.020184,5.395943,[32 25] ; [33  9],[37.42424242 19.57575758] ; [27.57575758 14.42424242],0
d1,1,0.026234,4.940497,[21 36] ; [26 18],[26.52475248 30.47524752] ; [20.47524752 23.52475248],0
a8,1,0.029211,4.755154,[ 5 49] ; [10 28],[ 8.80434783 45.19565217] ; [ 6.19565217 31.80434783],0
v2,1,0.029562,4.734575,[20 34] ; [26 18],[25.34693878 28.65306122] ; [20.65306122 23.34693878],0
v1,1,0.031765,4.611146,[21 35] ; [26 18],[26.32 29.68] ; [20.68 23.32],0
a4,1,0.032536,4.570047,[19 38] ; [24 20],[24.26732673 32.73267327] ; [18.73267327 25.26732673],0
b4,1,0.036234,4.386063,[23 34] ; [27 17],[28.21782178 28.78217822] ; [21.78217822 22.21782178],0
d3,1,0.050876,3.812335,[29 26] ; [31 12],[33.67346939 21.32653061] ; [26.32653061 16.67346939],0
r3,1,0.064798,3.41011,[50  7] ; [43  1],[52.48514851  4.51485149] ; [40.51485149  3.48514851],0
d2,1,0.069079,3.304774,[24 33] ; [26 17],[28.5 28.5] ; [21.5 21.5],0
b1,1,0.071784,3.241747,[26 31] ; [28 16],[30.47524752 26.52475248] ; [23.52475248 20.47524752],0
p3,1,0.080939,3.045955,[25 32] ; [27 17],[29.34653465 27.65346535] ; [22.65346535 21.34653465],0
d5,1,0.089707,2.87962,[37 19] ; [35  8],[40.72727273 15.27272727] ; [31.27272727 11.72727273],0
a1,1,0.091918,2.840457,[ 1 56] ; [ 4 40],[ 2.82178218 54.17821782] ; [ 2.17821782 41.82178218],0
s4,1,0.158525,1.988243,[ 9 48] ; [12 32],[11.85148515 45.14851485] ; [ 9.14851485 34.85148515],0
n5,1,0.166512,1.914071,[33 24] ; [30 12],[36.27272727 20.72727273] ; [26.72727273 15.27272727],0
n6,1,0.184229,1.763173,[41 16] ; [35  7],[43.75757576 13.24242424] ; [32.24242424  9.75757576],0
s1,1,0.227143,1.458661,[ 2 55] ; [ 4 39],[ 3.42 53.58] ; [ 2.58 40.42],0
a2,1,0.230249,1.439323,[11 46] ; [13 31],[13.54455446 43.45544554] ; [10.45544554 33.54455446],0
v4,1,0.248334,1.332649,[49  8] ; [41  3],[50.79207921  6.20792079] ; [39.20792079  4.79207921],0
v3,1,0.253989,1.301228,[16 41] ; [16 25],[18.6122449 38.3877551] ; [13.3877551 27.6122449],0
p5,1,0.271763,1.207827,[ 3 53] ; [ 5 39],[ 4.48 51.52] ; [ 3.52 40.48],0
u2,1,0.282041,1.15723,[ 8 15] ; [5 4],[ 9.34375 13.65625] ; [3.65625 5.34375],0
p2,1,0.333778,0.934183,[42 15] ; [36  8],[44.01980198 12.98019802] ; [33.98019802 10.01980198],0
u3,1,0.336929,0.92208,[11 12] ; [6 3],[12.21875 10.78125] ; [4.78125 4.21875],0
b3,1,0.37907,0.773715,[ 5 21] ; [ 8 19],[ 6.37735849 19.62264151] ; [ 6.62264151 20.37735849],0
b2,1,0.37907,0.773715,[ 5 21] ; [ 8 19],[ 6.37735849 19.62264151] ; [ 6.62264151 20.37735849],0
n3,1,0.512691,0.428571,[14  2] ; [11  3],[13.33333333  2.66666667] ; [11.66666667  2.33333333],0
b5,1,0.515372,0.423144,[41 16] ; [29 15],[39.5049505 17.4950495] ; [30.4950495 13.5049505],0
n1,1,0.588439,0.292788,[6 9] ; [7 7],[6.72413793 8.27586207] ; [6.27586207 7.72413793],0
a7,1,0.640917,0.217544,[37 19] ; [31 13],[38.08 17.92] ; [29.92 14.08],0
d4,1,0.705723,0.142587,[43 14] ; [31 12],[42.18 14.82] ; [31.82 11.18],0
n2,1,0.854813,0.033482,[13  3] ; [11  3],[12.8  3.2] ; [11.2  2.8],0
p8,1,0.891493,0.018609,[23 32] ; [19 25],[23.33333333 31.66666667] ; [18.66666667 25.33333333],0
a6,1,0.969964,0.001418,[36 21] ; [27 16],[35.91 21.09] ; [27.09 15.91],0
