Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,49.518951,[20 96] ; [38 14],[40.04761905 75.95238095] ; [17.95238095 34.04761905],1
s2,1,0.0,28.97415,[36 84] ; [41 15],[52.5 67.5] ; [24.5 31.5],1
s6,1,2e-06,22.689076,[57 62] ; [48  8],[71.4 47.6] ; [33.6 22.4],1
s3,1,2e-06,22.597954,[43 75] ; [42 14],[57.64367816 60.35632184] ; [27.35632184 28.64367816],1
s5,1,0.000409,12.490764,[24 95] ; [25 29],[33.70520231 85.29479769] ; [15.29479769 38.70520231],1
p3,1,0.002176,9.394614,[33 85] ; [29 27],[42.04597701 75.95402299] ; [19.95402299 36.04597701],0
u3,1,0.010927,6.477228,[25 23] ; [17  3],[29.64705882 18.35294118] ; [12.35294118  7.64705882],0
p7,1,0.010978,6.468875,[53 62] ; [35 17],[60.5988024 54.4011976] ; [27.4011976 24.5988024],0
b2,1,0.012636,6.219309,[12 43] ; [14 15],[17.02380952 37.97619048] ; [ 8.97619048 20.02380952],0
b3,1,0.012636,6.219309,[12 43] ; [14 15],[17.02380952 37.97619048] ; [ 8.97619048 20.02380952],0
p2,1,0.013403,6.11516,[85 32] ; [50  6],[91.30057803 25.69942197] ; [43.69942197 12.30057803],0
p1,1,0.021022,5.32494,[  3 115] ; [ 6 49],[  6.13872832 111.86127168] ; [ 2.86127168 52.13872832],0
p10,1,0.032389,4.57778,[79 37] ; [46  9],[84.79532164 31.20467836] ; [40.20467836 14.79532164],0
n5,1,0.034673,4.461196,[32 87] ; [24 32],[38.08 80.92] ; [17.92 38.08],0
r4,1,0.037292,4.337037,[91 29] ; [50  6],[96.13636364 23.86363636] ; [44.86363636 11.13636364],0
v4,1,0.049413,3.861264,[106  12] ; [55  1],[109.18390805   8.81609195] ; [51.81609195  4.18390805],0
p9,1,0.051367,3.796269,[86 30] ; [48  7],[90.9005848 25.0994152] ; [43.0994152 11.9005848],0
p6,1,0.055251,3.674481,[22 94] ; [18 38],[26.97674419 89.02325581] ; [13.02325581 42.97674419],0
a8,1,0.064566,3.41603,[  2 108] ; [ 4 48],[  4.07407407 105.92592593] ; [ 1.92592593 50.07407407],0
p8,1,0.066557,3.365943,[49 67] ; [32 24],[54.62790698 61.37209302] ; [26.37209302 29.62790698],0
u1,1,0.097607,2.744215,[ 11 109] ; [10 46],[ 14.31818182 105.68181818] ; [ 6.68181818 49.31818182],0
p4,1,0.100344,2.700063,[48 71] ; [30 26],[53.04 65.96] ; [24.96 31.04],0
v1,1,0.101492,2.681933,[43 74] ; [27 27],[47.89473684 69.10526316] ; [22.10526316 31.89473684],0
a6,1,0.106894,2.599551,[80 40] ; [44 12],[84.54545455 35.45454545] ; [39.45454545 16.54545455],0
r2,1,0.108635,2.573964,[103  16] ; [53  3],[106.08  12.92] ; [49.92  6.08],0
p11,1,0.142097,2.155102,[72 48] ; [40 16],[76.36363636 43.63636364] ; [35.63636364 20.36363636],0
s4,1,0.167395,1.906116,[25 95] ; [17 39],[28.63636364 91.36363636] ; [13.36363636 42.63636364],0
r3,1,0.181944,1.781674,[108  11] ; [54  2],[110.16   8.84] ; [51.84  4.16],0
