Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,84.392255,[ 35 125] ; [224 116],[82.88 77.12] ; [176.12 163.88],1
s3,1,0.0,77.090923,[ 45 115] ; [235 101],[90.32258065 69.67741935] ; [189.67741935 146.32258065],1
s7,1,0.0,55.065751,[ 39 113] ; [203 124],[76.79331942 75.20668058] ; [165.20668058 161.79331942],1
s5,1,0.0,47.272181,[ 17 139] ; [140 193],[ 50.08588957 105.91411043] ; [106.91411043 226.08588957],1
s8,1,0.0,45.128816,[ 37 125] ; [186 154],[71.96414343 90.03585657] ; [151.03585657 188.96414343],1
p9,1,5.2e-05,16.368388,[120  39] ; [303  36],[135.05421687  23.94578313] ; [287.94578313  51.05421687],1
p4,1,5.7e-05,16.198391,[83 79] ; [237 103],[103.26693227  58.73306773] ; [216.73306773 123.26693227],1
n6,1,0.000103,15.077772,[129  32] ; [314  27],[142.07768924  18.92231076] ; [300.92231076  40.07768924],1
p5,1,0.000227,13.594385,[  7 154] ; [ 54 286],[ 19.60279441 141.39720559] ; [ 41.39720559 298.60279441],1
v4,1,0.000508,12.087061,[147  15] ; [334   8],[154.60714286   7.39285714] ; [326.39285714  15.60714286],1
p10,1,0.000737,11.392295,[120  41] ; [294  45],[133.308  27.692] ; [280.692  58.308],1
r4,1,0.000836,11.158991,[141  21] ; [327  16],[150.13069307  11.86930693] ; [317.86930693  25.13069307],1
p12,1,0.001033,10.767722,[  5 155] ; [ 42 300],[ 14.98007968 145.01992032] ; [ 32.01992032 309.98007968],0
u1,1,0.001063,10.714267,[ 25 137] ; [ 99 244],[ 39.77821782 122.22178218] ; [ 84.22178218 258.77821782],0
s4,1,0.001214,10.469448,[ 10 152] ; [ 56 280],[ 21.46987952 140.53012048] ; [ 44.53012048 291.46987952],0
n5,1,0.00408,8.248023,[127  34] ; [302  39],[137.5876494  23.4123506] ; [291.4123506  49.5876494],0
p6,1,0.004508,8.066881,[ 49 111] ; [149 190],[63.48697395 96.51302605] ; [134.51302605 204.48697395],0
