Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,99.980139,[237  22] ; [15 33],[212.59934853  46.40065147] ; [39.40065147  8.59934853],1
p8,1,2.7e-05,17.6,[148 111] ; [12 37],[134.54545455 124.45454545] ; [25.45454545 23.54545455],1
n5,1,0.000195,13.88205,[195  64] ; [24 25],[184.15909091  74.84090909] ; [34.84090909 14.15909091],1
p2,1,0.00075,11.360403,[222  38] ; [32 17],[213.72168285  46.27831715] ; [40.27831715  8.72168285],1
s6,1,0.001303,10.337944,[167  89] ; [20 29],[156.95737705  99.04262295] ; [30.04262295 18.95737705],0
n6,1,0.00139,10.218423,[220  40] ; [32 17],[212.03883495  47.96116505] ; [39.96116505  9.03883495],0
s1,1,0.005411,7.736562,[  6 254] ; [ 5 43],[  9.28571429 250.71428571] ; [ 1.71428571 46.28571429],0
a5,1,0.015207,5.892309,[156 106] ; [20 29],[148.27009646 113.72990354] ; [27.72990354 21.27009646],0
p3,1,0.024077,5.089097,[126 136] ; [15 34],[118.78456592 143.21543408] ; [22.21543408 26.78456592],0
b1,1,0.029936,4.712939,[ 86 176] ; [24 25],[ 92.66881029 169.33118971] ; [17.33118971 31.66881029],0
p5,1,0.032804,4.555977,[ 32 228] ; [ 1 48],[ 27.76699029 232.23300971] ; [ 5.23300971 43.76699029],0
a3,1,0.034965,4.446892,[160 102] ; [22 27],[153.32475884 108.67524116] ; [28.67524116 20.32475884],0
s8,1,0.039301,4.247816,[ 99 163] ; [11 38],[ 92.66881029 169.33118971] ; [17.33118971 31.66881029],0
v2,1,0.05532,3.672419,[128 121] ; [17 30],[121.97635135 127.02364865] ; [23.02364865 23.97635135],0
d2,1,0.07113,3.256761,[ 33 228] ; [11 38],[ 37.04516129 223.95483871] ; [ 6.95483871 42.04516129],0
p4,1,0.078094,3.104123,[137 124] ; [19 30],[131.34193548 129.65806452] ; [24.65806452 24.34193548],0
v1,1,0.12982,2.294651,[128 125] ; [19 30],[123.14900662 129.85099338] ; [23.85099338 25.14900662],0
a7,1,0.133427,2.252174,[168  93] ; [26 23],[163.33548387  97.66451613] ; [30.66451613 18.33548387],0
p12,1,0.138497,2.194576,[ 21 239] ; [ 1 47],[ 18.57142857 241.42857143] ; [ 3.42857143 44.57142857],0
d4,1,0.139689,2.181377,[158 104] ; [24 25],[153.32475884 108.67524116] ; [28.67524116 20.32475884],0
r3,1,0.153673,2.035404,[247  13] ; [44  5],[244.85436893  15.14563107] ; [46.14563107  2.85436893],0
b4,1,0.213415,1.548109,[146 116] ; [32 17],[149.95498392 112.04501608] ; [28.04501608 20.95498392],0
r4,1,0.227543,1.456152,[226  36] ; [39 10],[223.24758842  38.75241158] ; [41.75241158  7.24758842],0
p7,1,0.227694,1.455208,[161  93] ; [26 22],[157.2781457  96.7218543] ; [29.7218543 18.2781457],0
a6,1,0.228448,1.450498,[163  99] ; [26 23],[159.22186495 102.77813505] ; [29.77813505 19.22186495],0
b2,1,0.286747,1.134832,[54 97] ; [ 8 23],[51.43956044 99.56043956] ; [10.56043956 20.43956044],0
b3,1,0.286747,1.134832,[54 97] ; [ 8 23],[51.43956044 99.56043956] ; [10.56043956 20.43956044],0
d5,1,0.30753,1.041254,[149 113] ; [24 25],[145.74276527 116.25723473] ; [27.25723473 21.74276527],0
a8,1,0.334764,0.930382,[ 36 212] ; [ 4 40],[ 33.97260274 214.02739726] ; [ 6.02739726 37.97260274],0
r2,1,0.388568,0.74342,[231  26] ; [42  7],[229.28431373  27.71568627] ; [43.71568627  5.28431373],0
a4,1,0.391716,0.733609,[ 70 192] ; [10 38],[ 67.61290323 194.38709677] ; [12.38709677 35.61290323],0
d3,1,0.392335,0.731692,[108 154] ; [17 32],[105.30546624 156.69453376] ; [19.69453376 29.30546624],0
s5,1,0.453774,0.561207,[ 71 181] ; [11 37],[ 68.88 183.12] ; [13.12 34.88],0
s7,1,0.460375,0.544982,[107 143] ; [17 29],[104.72972973 145.27027027] ; [19.27027027 26.72972973],0
p6,1,0.471272,0.518992,[ 87 170] ; [14 35],[ 84.82679739 172.17320261] ; [16.17320261 32.82679739],0
a1,1,0.471675,0.518048,[ 11 251] ; [ 1 48],[ 10.10932476 251.89067524] ; [ 1.89067524 47.10932476],0
s2,1,0.474282,0.511983,[106 153] ; [17 31],[103.76872964 155.23127036] ; [19.23127036 28.76872964],0
a2,1,0.518482,0.416911,[ 17 245] ; [ 2 47],[ 16.00643087 245.99356913] ; [ 2.99356913 46.00643087],0
n4,1,0.532207,0.390176,[188  74] ; [33 16],[186.18006431  75.81993569] ; [34.81993569 14.18006431],0
n2,1,0.572935,0.317797,[48 11] ; [12  4],[47.2 11.8] ; [12.8  3.2],0
b5,1,0.586966,0.295108,[150 112] ; [26 23],[148.27009646 113.72990354] ; [27.72990354 21.27009646],0
u2,1,0.604029,0.268962,[58 43] ; [14 13],[56.8125 44.1875] ; [15.1875 11.8125],0
n1,1,0.674658,0.176202,[24 35] ; [7 8],[24.71621622 34.28378378] ; [6.28378378 8.71621622],0
