Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,6e-06,20.469344,[93 21] ; [64 55],[76.81545064 37.18454936] ; [80.18454936 38.81545064],1
p3,1,0.001004,10.819637,[81 33] ; [60 60],[68.69230769 45.30769231] ; [72.30769231 47.69230769],0
v1,1,0.00134,10.286176,[91 21] ; [72 44],[80.07017544 31.92982456] ; [82.92982456 33.07017544],0
p7,1,0.001573,9.991303,[92 19] ; [76 42],[81.43231441 29.56768559] ; [86.56768559 31.43231441],0
p5,1,0.005786,7.615867,[24 90] ; [ 10 110],[16.56410256 97.43589744] ; [ 17.43589744 102.56410256],0
p8,1,0.005975,7.557783,[76 36] ; [59 59],[65.73913043 46.26086957] ; [69.26086957 48.73913043],0
p1,1,0.013126,6.15206,[15 98] ; [  5 115],[  9.69957082 103.30042918] ; [ 10.30042918 109.69957082],0
n6,1,0.040875,4.181173,[106   7] ; [101  17],[101.25974026  11.74025974] ; [105.74025974  12.25974026],0
r1,1,0.056127,3.648272,[95 19] ; [109  10],[99.8111588 14.1888412] ; [104.1888412  14.8111588],0
b5,1,0.084021,2.985344,[78 36] ; [69 51],[71.61538462 42.38461538] ; [75.38461538 44.61538462],0
n4,1,0.085302,2.960872,[102  12] ; [97 22],[97.36480687 16.63519313] ; [101.63519313  17.36480687],0
n2,1,0.096916,2.755567,[13  6] ; [23  3],[15.2  3.8] ; [20.8  5.2],0
u1,1,0.115579,2.476229,[35 79] ; [26 94],[29.71794872 84.28205128] ; [31.28205128 88.71794872],0
n1,1,0.122433,2.385916,[10  8] ; [ 8 17],[ 7.53488372 10.46511628] ; [10.46511628 14.53488372],0
p12,1,0.1238,2.368579,[18 95] ; [ 11 108],[14.125 98.875] ; [ 14.875 104.125],0
b3,1,0.124074,2.365127,[37 41] ; [31 56],[32.14545455 45.85454545] ; [35.85454545 51.14545455],0
b2,1,0.124074,2.365127,[37 41] ; [31 56],[32.14545455 45.85454545] ; [35.85454545 51.14545455],0
u2,1,0.138069,2.199349,[17  6] ; [11 10],[14.63636364  8.36363636] ; [13.36363636  7.63636364],0
n5,1,0.144773,2.126481,[98 16] ; [92 25],[93.76623377 20.23376623] ; [96.23376623 20.76623377],0
s7,1,0.171501,1.869778,[91 18] ; [86 27],[86.90540541 22.09459459] ; [90.09459459 22.90540541],0
p2,1,0.18592,1.749657,[101  13] ; [99 21],[97.43589744 16.56410256] ; [102.56410256  17.43589744],0
s5,1,0.186228,1.74721,[55 51] ; [49 65],[50.10909091 55.89090909] ; [53.89090909 60.10909091],0
p9,1,0.19264,1.697309,[106   7] ; [105  13],[103.21645022   9.78354978] ; [107.78354978  10.21645022],0
a1,1,0.25317,1.305728,[ 10 104] ; [  6 114],[  7.79487179 106.20512821] ; [  8.20512821 111.79487179],0
s3,1,0.31097,1.02655,[79 34] ; [88 28],[82.40611354 30.59388646] ; [84.59388646 31.40611354],0
v3,1,0.325062,0.968471,[68 44] ; [79 39],[71.5826087 40.4173913] ; [75.4173913 42.5826087],0
p11,1,0.390755,0.73659,[90 24] ; [100  20],[92.56410256 21.43589744] ; [97.43589744 22.56410256],0
d4,1,0.398261,0.71357,[102  12] ; [103  17],[99.87179487 14.12820513] ; [105.12820513  14.87179487],0
r2,1,0.434114,0.611792,[108   5] ; [115   3],[109.08658009   3.91341991] ; [113.91341991   4.08658009],0
a2,1,0.436178,0.606316,[29 85] ; [36 84],[31.66666667 82.33333333] ; [33.33333333 86.66666667],0
b1,1,0.438113,0.601219,[40 74] ; [48 72],[42.87179487 71.12820513] ; [45.12820513 74.87179487],0
v4,1,0.441676,0.591925,[109   5] ; [115   3],[110.06896552   3.93103448] ; [113.93103448   4.06896552],0
b4,1,0.4559,0.555942,[71 43] ; [69 51],[68.20512821 45.79487179] ; [71.79487179 48.20512821],0
d3,1,0.46128,0.542787,[82 32] ; [81 39],[79.41025641 34.58974359] ; [83.58974359 36.41025641],0
u4,1,0.465676,0.532218,[  6 108] ; [  4 116],[  4.87179487 109.12820513] ; [  5.12820513 114.87179487],0
a5,1,0.496973,0.461395,[96 18] ; [97 23],[94.02564103 19.97435897] ; [98.97435897 21.02564103],0
a7,1,0.539465,0.376533,[85 28] ; [86 34],[82.93133047 30.06866953] ; [88.06866953 31.93133047],0
a6,1,0.554864,0.348675,[76 37] ; [85 35],[78.08154506 34.91845494] ; [82.91845494 37.08154506],0
a4,1,0.586452,0.29592,[52 62] ; [59 61],[54.07692308 59.92307692] ; [56.92307692 63.07692308],0
s6,1,0.619995,0.245875,[93 19] ; [95 23],[91.54782609 20.45217391] ; [96.45217391 21.54782609],0
a8,1,0.625261,0.238542,[19 85] ; [22 83],[20.40191388 83.59808612] ; [20.59808612 84.40191388],0
s2,1,0.628872,0.233593,[86 28] ; [85 32],[84.38961039 29.61038961] ; [86.61038961 30.38961039],0
n3,1,0.650844,0.204838,[15  4] ; [19  7],[14.35555556  4.64444444] ; [19.64444444  6.35555556],0
s1,1,0.666726,0.185456,[  4 109] ; [  3 114],[  3.43913043 109.56086957] ; [  3.56086957 113.43913043],0
a3,1,0.6986,0.149933,[91 22] ; [99 21],[92.14592275 20.85407725] ; [97.85407725 22.14592275],0
d2,1,0.747829,0.103365,[67 47] ; [73 47],[68.20512821 45.79487179] ; [71.79487179 48.20512821],0
s4,1,0.844512,0.038465,[18 95] ; [ 18 102],[17.45922747 95.54077253] ; [ 18.54077253 101.45922747],0
u3,1,0.853364,0.034161,[17  6] ; [15  6],[16.72727273  6.27272727] ; [15.27272727  5.72727273],0
r4,1,0.869497,0.026994,[107   7] ; [112   8],[106.69230769   7.30769231] ; [112.30769231   7.69230769],0
d1,1,0.873476,0.025359,[79 35] ; [82 38],[78.43589744 35.56410256] ; [82.56410256 37.43589744],0
p10,1,0.93216,0.007247,[100  13] ; [104  14],[99.79220779 13.20779221] ; [104.20779221  13.79220779],0
r3,1,0.958733,0.002677,[112   2] ; [118   2],[112.05128205   1.94871795] ; [117.94871795   2.05128205],0
d5,1,0.959415,0.00259,[100  14] ; [105  15],[99.87179487 14.12820513] ; [105.12820513  14.87179487],0
