Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1.2e-05,19.23615,[80 29] ; [19 32],[67.44375 41.55625] ; [31.55625 19.44375],1
d3,1,5.1e-05,16.394839,[86 23] ; [24 27],[74.9375 34.0625] ; [35.0625 15.9375],1
u1,1,0.000402,12.520736,[27 82] ; [ 1 50],[19.075 89.925] ; [ 8.925 42.075],1
r1,1,0.002005,9.54492,[85 23] ; [28 23],[76.75471698 31.24528302] ; [36.24528302 14.75471698],0
a2,1,0.00239,9.222772,[32 77] ; [ 4 47],[24.525 84.475] ; [11.475 39.525],0
p2,1,0.002899,8.869701,[74 35] ; [22 29],[65.4 43.6] ; [30.6 20.4],0
b5,1,0.015986,5.804401,[75 34] ; [25 26],[68.125 40.875] ; [31.875 19.125],0
r4,1,0.021169,5.312818,[87 22] ; [32 19],[81.06875 27.93125] ; [37.93125 13.06875],0
b1,1,0.037238,4.339481,[47 62] ; [31 20],[53.1375 55.8625] ; [24.8625 26.1375],0
r3,1,0.062948,3.45797,[99 10] ; [41 10],[95.375 13.625] ; [44.625  6.375],0
a8,1,0.07685,3.130301,[13 83] ; [ 2 47],[ 9.93103448 86.06896552] ; [ 5.06896552 43.93103448],0
a3,1,0.090608,2.863534,[78 31] ; [29 21],[73.35220126 35.64779874] ; [33.64779874 16.35220126],0
d5,1,0.124224,2.363239,[94 15] ; [39 12],[90.60625 18.39375] ; [42.39375  8.60625],0
v4,1,0.124224,2.363239,[94 15] ; [39 12],[90.60625 18.39375] ; [42.39375  8.60625],0
s6,1,0.143949,2.135226,[61 47] ; [22 28],[56.73417722 51.26582278] ; [26.26582278 23.73417722],0
s5,1,0.177788,1.816014,[19 84] ; [14 36],[22.21568627 80.78431373] ; [10.78431373 39.21568627],0
n4,1,0.179938,1.798134,[71 38] ; [27 23],[67.18238994 41.81761006] ; [30.81761006 19.18238994],0
p3,1,0.185002,1.756978,[31 77] ; [20 31],[34.64150943 73.35849057] ; [16.35849057 34.64150943],0
n3,1,0.209614,1.574088,[25 14] ; [11 12],[22.64516129 16.35483871] ; [13.35483871  9.64516129],0
r2,1,0.222764,1.486478,[97 10] ; [42  8],[94.73248408 12.26751592] ; [44.26751592  5.73248408],0
v2,1,0.264557,1.244756,[53 54] ; [20 30],[49.75159236 57.24840764] ; [23.24840764 26.75159236],0
p8,1,0.29919,1.077803,[37 71] ; [13 37],[34.17721519 73.82278481] ; [15.82278481 34.17721519],0
