Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,180.442395,[29 83] ; [377  53],[83.89667897 28.10332103] ; [322.10332103 107.89667897],1
n6,1,0.0,48.671571,[71 40] ; [389  41],[94.38077634 16.61922366] ; [365.61922366  64.38077634],1
p11,1,1e-05,19.55891,[70 42] ; [354  78],[87.29411765 24.70588235] ; [336.70588235  95.29411765],1
p4,1,1.9e-05,18.298519,[52 59] ; [294 134],[71.2541744 39.7458256] ; [274.7458256 153.2541744],1
s7,1,6.1e-05,16.069844,[35 68] ; [232 182],[53.1934236 49.8065764] ; [213.8065764 200.1934236],1
a8,1,7.2e-05,15.768103,[  1 104] ; [ 58 322],[12.77319588 92.22680412] ; [ 46.22680412 333.77319588],1
p10,1,0.000147,14.409869,[76 33] ; [366  63],[89.55018587 19.44981413] ; [352.44981413  76.55018587],1
a5,1,0.000279,13.203535,[81 31] ; [374  58],[93.67647059 18.32352941] ; [361.32352941  70.67647059],1
p6,1,0.000299,13.074318,[26 83] ; [181 242],[42.41165414 66.58834586] ; [164.58834586 258.41165414],1
d2,1,0.000301,13.062008,[66 46] ; [327 103],[81.2103321 30.7896679] ; [311.7896679 118.2103321],1
s8,1,0.000316,12.970131,[38 74] ; [227 201],[54.96296296 57.03703704] ; [210.03703704 217.96296296],1
p9,1,0.000359,12.731983,[80 28] ; [374  52],[91.82022472 16.17977528] ; [362.17977528  63.82022472],1
p7,1,0.000381,12.621916,[52 56] ; [280 140],[67.90909091 40.09090909] ; [264.09090909 155.90909091],1
v3,1,0.000484,12.177515,[29 75] ; [193 219],[44.74418605 59.25581395] ; [177.25581395 234.74418605],1
u1,1,0.001539,10.03188,[17 95] ; [130 302],[30.26470588 81.73529412] ; [116.73529412 315.26470588],0
a4,1,0.001619,9.938539,[50 62] ; [263 167],[64.67896679 47.32103321] ; [248.32103321 181.67896679],0
p3,1,0.001725,9.821233,[43 67] ; [240 190],[57.64814815 52.35185185] ; [225.35185185 204.64814815],0
a3,1,0.003,8.807391,[79 33] ; [357  73],[90.09594096 21.90405904] ; [345.90405904  84.09594096],0
r4,1,0.004218,8.187398,[92 20] ; [395  37],[100.26470588  11.73529412] ; [386.73529412  45.26470588],0
p2,1,0.004528,8.058796,[80 30] ; [362  67],[90.20408163 19.79591837] ; [351.79591837  77.20408163],0
p5,1,0.006547,7.393346,[  5 105] ; [ 60 368],[13.28996283 96.71003717] ; [ 51.71003717 376.28996283],0
v1,1,0.00733,7.190268,[48 60] ; [247 173],[60.34090909 47.65909091] ; [234.65909091 185.34090909],0
