Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.810911,[1 7] ; [38  4],[6.24 1.76] ; [32.76  9.24],1
r1,1,0.000241,13.481486,[1 7] ; [33  9],[5.44 2.56] ; [28.56 13.44],1
a5,1,0.000929,10.963335,[1 7] ; [31 11],[5.12 2.88] ; [26.88 15.12],1
d3,1,0.017728,5.622874,[3 5] ; [33  9],[5.76 2.24] ; [30.24 11.76],0
n6,1,0.020638,5.357143,[4 4] ; [36  6],[6.4 1.6] ; [33.6  8.4],0
a3,1,0.027469,4.861111,[2 6] ; [28 14],[4.8 3.2] ; [25.2 16.8],0
a6,1,0.028317,4.808646,[1 7] ; [23 19],[3.84 4.16] ; [20.16 21.84],0
r3,1,0.036612,4.368375,[5 3] ; [38  4],[6.88 1.12] ; [36.12  5.88],0
d4,1,0.091306,2.851203,[4 4] ; [33  9],[5.92 2.08] ; [31.08 10.92],0
u2,1,0.111017,2.539683,[4 2] ; [ 4 10],[2.4 3.6] ; [5.6 8.4],0
b4,1,0.156376,2.008929,[3 5] ; [27 15],[4.8 3.2] ; [25.2 16.8],0
p6,1,0.161316,1.961845,[1 7] ; [16 26],[2.72 5.28] ; [14.28 27.72],0
d5,1,0.178022,1.814059,[4 4] ; [31 11],[5.6 2.4] ; [29.4 12.6],0
v4,1,0.228917,1.44758,[6 2] ; [37  4],[7.02040816 0.97959184] ; [35.97959184  5.02040816],0
s3,1,0.286718,1.134968,[1 7] ; [13 29],[2.24 5.76] ; [11.76 30.24],0
n4,1,0.287802,1.129877,[6 2] ; [23 19],[4.64 3.36] ; [24.36 17.64],0
b1,1,0.297249,1.086495,[4 4] ; [13 29],[2.72 5.28] ; [14.28 27.72],0
p4,1,0.306934,1.043823,[3 5] ; [24 18],[4.32 3.68] ; [22.68 19.32],0
p10,1,0.329313,0.951598,[5 3] ; [33  9],[6.08 1.92] ; [31.92 10.08],0
b5,1,0.370426,0.802236,[3 5] ; [23 19],[4.16 3.84] ; [21.84 20.16],0
s6,1,0.394859,0.723927,[4 4] ; [27 14],[5.06122449 2.93877551] ; [25.93877551 15.06122449],0
s8,1,0.405985,0.690528,[1 7] ; [11 31],[1.92 6.08] ; [10.08 31.92],0
v1,1,0.408501,0.68316,[2 6] ; [17 25],[3.04 4.96] ; [15.96 26.04],0
p3,1,0.440401,0.595238,[3 5] ; [22 20],[4. 4.] ; [21. 21.],0
p9,1,0.513785,0.426351,[5 3] ; [31 11],[5.76 2.24] ; [30.24 11.76],0
a7,1,0.528733,0.396825,[4 4] ; [26 16],[4.8 3.2] ; [25.2 16.8],0
p11,1,0.557659,0.343774,[6 2] ; [27 15],[5.28 2.72] ; [27.72 14.28],0
n3,1,0.57077,0.321396,[2 1] ; [9 2],[2.35714286 0.64285714] ; [8.64285714 2.35714286],0
n2,1,0.57077,0.321396,[2 1] ; [9 2],[2.35714286 0.64285714] ; [8.64285714 2.35714286],0
b3,1,0.665984,0.186335,[1 5] ; [ 6 18],[1.4 4.6] ; [ 5.6 18.4],0
b2,1,0.665984,0.186335,[1 5] ; [ 6 18],[1.4 4.6] ; [ 5.6 18.4],0
s5,1,0.676103,0.174545,[2 6] ; [13 27],[2.5 5.5] ; [12.5 27.5],0
n1,1,0.706879,0.141414,[1 2] ; [5 6],[1.28571429 1.71428571] ; [4.71428571 6.28571429],0
v2,1,0.709131,0.139147,[4 4] ; [18 24],[3.52 4.48] ; [18.48 23.52],0
s7,1,0.836637,0.042517,[2 6] ; [12 30],[2.24 5.76] ; [11.76 30.24],0
p8,1,0.84957,0.035974,[4 4] ; [19 22],[3.75510204 4.24489796] ; [19.24489796 21.75510204],0
d2,1,0.923171,0.009301,[3 5] ; [15 27],[2.88 5.12] ; [15.12 26.88],0
p7,1,0.923171,0.009301,[5 3] ; [27 15],[5.12 2.88] ; [26.88 15.12],0
a4,1,0.942396,0.005221,[2 6] ; [10 32],[1.92 6.08] ; [10.08 31.92],0
p2,1,0.94391,0.00495,[6 2] ; [31 11],[5.92 2.08] ; [31.08 10.92],0
u3,1,1.0,0.0,[3 3] ; [7 7],[3. 3.] ; [7. 7.],0
