Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,92.563081,[ 17 102] ; [105  37],[55.62452107 63.37547893] ; [66.37547893 75.62452107],1
d3,1,0.0,79.926992,[48 70] ; [131  11],[81.23846154 36.76153846] ; [97.76153846 44.23846154],1
d4,1,0.0,72.808845,[67 51] ; [141   1],[94.4 23.6] ; [113.6  28.4],1
d5,1,0.0,72.408912,[66 53] ; [140   2],[93.92337165 25.07662835] ; [112.07662835  29.92337165],1
a2,1,0.0,43.336758,[  4 115] ; [53 90],[25.88931298 93.11068702] ; [ 31.11068702 111.88931298],1
u1,1,0.0,42.093547,[  1 118] ; [45 98],[20.89312977 98.10687023] ; [ 25.10687023 117.89312977],1
a4,1,0.0,41.734055,[22 96] ; [83 60],[47.47126437 70.52873563] ; [57.52873563 85.47126437],1
a5,1,0.0,30.30891,[63 55] ; [121  22],[83.18773946 34.81226054] ; [100.81226054  42.18773946],1
a3,1,6e-06,20.516926,[62 56] ; [113  30],[79.11877395 38.88122605] ; [95.88122605 47.11877395],1
s8,1,0.000372,12.666108,[42 77] ; [82 61],[56.32061069 62.67938931] ; [67.67938931 75.32061069],1
r1,1,0.000816,11.205334,[84 35] ; [124  18],[94.83524904 24.16475096] ; [113.16475096  28.83524904],1
s7,1,0.003849,8.353498,[53 62] ; [88 49],[64.3452381 50.6547619] ; [76.6547619 60.3452381],0
r4,1,0.019218,5.481566,[101  18] ; [134   9],[106.73664122  12.26335878] ; [128.26335878  14.73664122],0
r2,1,0.020211,5.393611,[103  14] ; [136   6],[107.96525097   9.03474903] ; [131.03474903  10.96525097],0
b5,1,0.028371,4.805351,[58 61] ; [89 54],[66.76717557 52.23282443] ; [80.23282443 62.76717557],0
s2,1,0.03605,4.394742,[66 52] ; [98 45],[74.14559387 43.85440613] ; [89.85440613 53.14559387],0
p4,1,0.066934,3.356643,[63 54] ; [93 50],[70.2 46.8] ; [85.8 57.2],0
s3,1,0.089493,2.883468,[76 41] ; [106  36],[82.21621622 34.78378378] ; [99.78378378 42.21621622],0
p9,1,0.145555,2.118223,[89 26] ; [120  22],[93.52140078 21.47859922] ; [115.47859922  26.52140078],0
a6,1,0.14984,2.073883,[74 44] ; [101  41],[79.42307692 38.57692308] ; [95.57692308 46.42307692],0
u2,1,0.161425,1.960824,[28 27] ; [20 10],[31.05882353 23.94117647] ; [16.94117647 13.05882353],0
b4,1,0.166773,1.91171,[64 55] ; [89 54],[69.49236641 49.50763359] ; [83.50763359 59.49236641],0
a1,1,0.193125,1.693618,[  4 115] ; [ 10 133],[  6.35877863 112.64122137] ; [  7.64122137 135.35877863],0
