Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4.4e-05,16.672178,[2 5] ; [96 14],[5.86324786 1.13675214] ; [92.13675214 17.86324786],1
r3,1,0.000107,15.003252,[4 3] ; [104   5],[6.51724138 0.48275862] ; [101.48275862   7.51724138],1
r2,1,0.000342,12.823214,[4 3] ; [103   6],[6.45689655 0.54310345] ; [100.54310345   8.45689655],1
p9,1,0.003017,8.79733,[3 4] ; [92 15],[5.83333333 1.16666667] ; [89.16666667 17.83333333],0
s1,1,0.004364,8.125946,[2 5] ; [  4 103],[0.36842105 6.63157895] ; [  5.63157895 101.36842105],0
p11,1,0.008769,6.869236,[2 5] ; [82 28],[5.02564103 1.97435897] ; [78.97435897 31.02564103],0
p2,1,0.018152,5.581459,[3 4] ; [88 21],[5.49137931 1.50862069] ; [85.50862069 23.49137931],0
d5,1,0.023237,5.150695,[2 5] ; [77 33],[4.72649573 2.27350427] ; [74.27350427 35.72649573],0
n6,1,0.028715,4.784594,[3 4] ; [86 23],[5.37068966 1.62931034] ; [83.62931034 25.37068966],0
s6,1,0.028839,4.777185,[2 5] ; [73 33],[4.6460177 2.3539823] ; [70.3539823 35.6460177],0
a7,1,0.059529,3.550472,[2 5] ; [70 39],[4.34482759 2.65517241] ; [67.65517241 41.34482759],0
s2,1,0.077475,3.117099,[1 6] ; [53 56],[3.25862069 3.74137931] ; [50.74137931 58.25862069],0
v3,1,0.081546,3.03381,[1 6] ; [52 56],[3.22608696 3.77391304] ; [49.77391304 58.22608696],0
p3,1,0.08531,2.96072,[1 6] ; [52 57],[3.19827586 3.80172414] ; [49.80172414 59.19827586],0
d2,1,0.111195,2.537153,[3 4] ; [20 90],[1.37606838 5.62393162] ; [21.62393162 88.37606838],0
r1,1,0.118944,2.431169,[3 4] ; [78 32],[4.84615385 2.15384615] ; [76.15384615 33.84615385],0
s3,1,0.123726,2.369505,[2 5] ; [63 45],[3.95652174 3.04347826] ; [61.04347826 46.95652174],0
p10,1,0.12682,2.33101,[4 3] ; [86 20],[5.57522124 1.42477876] ; [84.42477876 21.57522124],0
s7,1,0.133665,2.249418,[1 6] ; [44 58],[2.88990826 4.11009174] ; [42.11009174 59.88990826],0
p4,1,0.158458,1.988885,[2 5] ; [61 48],[3.80172414 3.19827586] ; [59.19827586 49.80172414],0
a6,1,0.181857,1.782382,[2 5] ; [60 50],[3.70940171 3.29059829] ; [58.29059829 51.70940171],0
p6,1,0.19366,1.68955,[1 6] ; [40 63],[2.60909091 4.39090909] ; [38.39090909 64.60909091],0
s8,1,0.218951,1.511232,[1 6] ; [41 69],[2.51282051 4.48717949] ; [39.48717949 70.51282051],0
p7,1,0.24408,1.356876,[3 4] ; [68 37],[4.4375 2.5625] ; [66.5625 38.4375],0
d4,1,0.253451,1.304181,[4 3] ; [84 26],[5.26495726 1.73504274] ; [82.73504274 27.26495726],0
d1,1,0.270229,1.215584,[1 6] ; [38 72],[2.33333333 4.66666667] ; [36.66666667 73.33333333],0
v2,1,0.323551,0.97454,[3 4] ; [66 41],[4.23684211 2.76315789] ; [64.76315789 42.23684211],0
b5,1,0.371279,0.799379,[3 4] ; [66 44],[4.12820513 2.87179487] ; [64.87179487 45.12820513],0
s5,1,0.372782,0.794369,[1 6] ; [31 72],[2.03636364 4.96363636] ; [29.96363636 73.03636364],0
d3,1,0.398601,0.712542,[3 4] ; [65 45],[4.06837607 2.93162393] ; [63.93162393 46.06837607],0
p8,1,0.400131,0.707934,[2 5] ; [48 59],[3.07017544 3.92982456] ; [46.92982456 60.07017544],0
b1,1,0.617998,0.248692,[3 4] ; [37 73],[2.39316239 4.60683761] ; [37.60683761 72.39316239],0
a3,1,0.644512,0.212889,[4 3] ; [52 56],[3.40869565 3.59130435] ; [52.59130435 55.40869565],0
n1,1,0.681225,0.16875,[2 1] ; [13 11],[1.66666667 1.33333333] ; [13.33333333 10.66666667],0
p1,1,0.717061,0.131327,[1 6] ; [11 99],[0.71794872 6.28205128] ; [11.28205128 98.71794872],0
a4,1,0.732332,0.116981,[2 5] ; [25 84],[1.62931034 5.37068966] ; [25.37068966 83.62931034],0
b2,1,0.777986,0.079493,[2 5] ; [21 41],[2.33333333 4.66666667] ; [20.66666667 41.33333333],0
b3,1,0.777986,0.079493,[2 5] ; [21 41],[2.33333333 4.66666667] ; [20.66666667 41.33333333],0
u3,1,0.826991,0.04777,[2 1] ; [35 23],[1.81967213 1.18032787] ; [35.18032787 22.81967213],0
b4,1,0.856803,0.03256,[4 3] ; [59 51],[3.76923077 3.23076923] ; [59.23076923 50.76923077],0
a8,1,0.857978,0.032022,[1 6] ; [12 88],[0.85046729 6.14953271] ; [12.14953271 87.85046729],0
p5,1,0.861494,0.030441,[1 6] ; [18 89],[1.16666667 5.83333333] ; [17.83333333 89.16666667],0
n5,1,0.865891,0.028521,[5 2] ; [81 28],[5.18965517 1.81034483] ; [80.81034483 28.18965517],0
s4,1,0.885077,0.020891,[1 6] ; [18 92],[1.13675214 5.86324786] ; [17.86324786 92.13675214],0
n4,1,0.897879,0.016471,[5 2] ; [81 29],[5.14529915 1.85470085] ; [80.85470085 29.14529915],0
