Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,30.576601,[21 32] ; [216  64],[37.72072072 15.27927928] ; [199.27927928  80.72072072],1
s3,1,0.0,29.827459,[22 31] ; [218  61],[38.31325301 14.68674699] ; [201.68674699  77.31325301],1
s7,1,0.000143,14.46635,[27 25] ; [209  61],[38.11180124 13.88819876] ; [197.88819876  72.11180124],1
s5,1,0.000819,11.196583,[10 41] ; [122 151],[20.77777778 30.22222222] ; [111.22222222 161.77777778],1
r3,1,0.015548,5.853306,[50  5] ; [275   7],[53.04154303  1.95845697] ; [271.95845697  10.04154303],0
b3,1,0.016725,5.724986,[24 17] ; [ 71 115],[17.15859031 23.84140969] ; [ 77.84140969 108.15859031],0
b2,1,0.016725,5.724986,[24 17] ; [ 71 115],[17.15859031 23.84140969] ; [ 77.84140969 108.15859031],0
r1,1,0.017453,5.650194,[40 15] ; [240  40],[45.97014925  9.02985075] ; [234.02985075  45.97014925],0
d5,1,0.020207,5.393928,[41 14] ; [244  37],[46.65178571  8.34821429] ; [238.34821429  42.65178571],0
b5,1,0.020397,5.377636,[27 28] ; [185  97],[34.59940653 20.40059347] ; [177.40059347 104.59940653],0
r4,1,0.02747,4.861039,[47  8] ; [265  17],[50.91988131  4.08011869] ; [261.08011869  20.91988131],0
v3,1,0.0405,4.196833,[31 23] ; [114 156],[24.16666667 29.83333333] ; [120.83333333 149.16666667],0
p10,1,0.050419,3.827455,[42 12] ; [245  34],[46.54054054  7.45945946] ; [240.45945946  38.54054054],0
s4,1,0.065238,3.398945,[ 6 49] ; [ 61 219],[11. 44.] ; [ 56. 224.],0
a6,1,0.092947,2.822583,[32 23] ; [196  85],[37.32142857 17.67857143] ; [190.67857143  90.32142857],0
p9,1,0.127528,2.322335,[45  9] ; [253  27],[48.17964072  5.82035928] ; [249.82035928  30.17964072],0
r2,1,0.131579,2.273777,[49  5] ; [266  12],[51.23493976  2.76506024] ; [263.76506024  14.23493976],0
p8,1,0.159363,1.980256,[34 21] ; [142 134],[29.24471299 25.75528701] ; [146.75528701 129.24471299],0
v2,1,0.182767,1.77498,[38 17] ; [160 109],[33.61111111 21.38888889] ; [164.38888889 104.61111111],0
a2,1,0.230996,1.434719,[12 43] ; [ 84 198],[15.66765579 39.33234421] ; [ 80.33234421 201.66765579],0
v4,1,0.236909,1.39889,[52  3] ; [274   7],[53.36309524  1.63690476] ; [272.63690476   8.36309524],0
a3,1,0.389727,0.739794,[45 10] ; [215  66],[42.55952381 12.44047619] ; [217.44047619  63.55952381],0
u3,1,0.391099,0.735522,[6 4] ; [49 18],[7.14285714 2.85714286] ; [47.85714286 19.14285714],0
p12,1,0.394728,0.724328,[ 3 52] ; [ 25 255],[ 4.59701493 50.40298507] ; [ 23.40298507 256.59701493],0
u1,1,0.443866,0.586268,[11 44] ; [ 70 212],[13.21958457 41.78041543] ; [ 67.78041543 214.21958457],0
p4,1,0.46947,0.523222,[32 23] ; [178 103],[34.375 20.625] ; [175.625 105.375],0
p11,1,0.474882,0.510593,[46  9] ; [224  58],[44.0652819 10.9347181] ; [225.9347181  56.0652819],0
b1,1,0.478978,0.501189,[20 35] ; [117 165],[22.35905045 32.64094955] ; [114.64094955 167.35905045],0
n1,1,0.492831,0.470339,[6 6] ; [24 37],[4.93150685 7.06849315] ; [25.06849315 35.93150685],0
p2,1,0.497888,0.459436,[48  7] ; [235  46],[46.32440476  8.67559524] ; [236.67559524  44.32440476],0
n3,1,0.563248,0.334112,[10  3] ; [42 19],[9.13513514 3.86486486] ; [42.86486486 18.13513514],0
v1,1,0.571916,0.319487,[30 25] ; [159 112],[31.88650307 23.11349693] ; [157.11349693 113.88650307],0
u4,1,0.582969,0.30146,[ 1 54] ; [  9 273],[ 1.63204748 53.36795252] ; [  8.36795252 273.63204748],0
p1,1,0.590744,0.289184,[ 3 52] ; [ 21 259],[ 3.94029851 51.05970149] ; [ 20.05970149 259.94029851],0
