Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,83.349284,[208 157] ; [ 50 200],[153.12195122 211.87804878] ; [104.87804878 145.12195122],1
v1,1,0.0,28.592434,[241 128] ; [108 140],[208.72123177 160.27876823] ; [140.27876823 107.72123177],1
r3,1,1e-06,23.179629,[368   6] ; [229  26],[354.97297297  19.02702703] ; [242.02702703  12.97297297],1
p9,1,0.000271,13.258463,[329  41] ; [197  55],[312.89389068  57.10610932] ; [213.10610932  38.89389068],1
p3,1,0.000594,11.795255,[221 151] ; [115 138],[199.9872 172.0128] ; [136.0128 116.9872],1
p10,1,0.000796,11.250864,[319  52] ; [190  62],[303.11235955  67.88764045] ; [205.88764045  46.11235955],1
r1,1,0.000966,10.891894,[334  40] ; [202  51],[319.71929825  54.28070175] ; [216.28070175  36.71929825],1
p7,1,0.006293,7.464358,[248 118] ; [143 108],[231.93841167 134.06158833] ; [159.06158833  91.93841167],0
s7,1,0.007195,7.223575,[206 150] ; [113 129],[189.90635452 166.09364548] ; [129.09364548 112.90635452],0
s4,1,0.008407,6.9446,[ 50 321] ; [ 54 197],[ 62.03215434 308.96784566] ; [ 41.96784566 209.03215434],0
r4,1,0.00899,6.82489,[359  17] ; [230  25],[350.97305864  25.02694136] ; [238.02694136  16.97305864],0
a7,1,0.012058,6.302365,[289  87] ; [173  82],[275.29635499 100.70364501] ; [186.70364501  68.29635499],0
d4,1,0.012623,6.221223,[332  43] ; [206  47],[321.25796178  53.74203822] ; [216.74203822  36.25796178],0
s2,1,0.015117,5.902763,[209 162] ; [117 135],[194.13483146 176.86516854] ; [131.86516854 120.13483146],0
p8,1,0.019188,5.484319,[211 153] ; [123 131],[196.72491909 167.27508091] ; [137.27508091 116.72491909],0
d1,1,0.020098,5.403347,[269 107] ; [160  95],[255.63232964 120.36767036] ; [173.36767036  81.63232964],0
s1,1,0.023175,5.155342,[  7 362] ; [ 13 238],[ 11.90322581 357.09677419] ; [  8.09677419 242.90322581],0
s8,1,0.033692,4.510285,[188 181] ; [107 146],[175.00803859 193.99196141] ; [119.99196141 133.00803859],0
u1,1,0.041001,4.175992,[ 97 279] ; [ 48 207],[ 86.40253566 289.59746434] ; [ 58.59746434 196.40253566],0
p4,1,0.043097,4.091613,[243 126] ; [147 107],[230.99518459 138.00481541] ; [159.00481541  94.99518459],0
b1,1,0.055236,3.674953,[138 238] ; [113 142],[149.56576862 226.43423138] ; [101.43423138 153.56576862],0
p12,1,0.059592,3.548691,[ 38 333] ; [ 15 237],[ 31.56179775 339.43820225] ; [ 21.43820225 230.56179775],0
a8,1,0.079056,3.084213,[ 51 277] ; [ 25 214],[ 43.96472663 284.03527337] ; [ 32.03527337 206.96472663],0
n2,1,0.097104,2.752475,[54 13] ; [52 24],[49.66433566 17.33566434] ; [56.33566434 19.66433566],0
d3,1,0.106035,2.612336,[279  96] ; [174  80],[270.07154213 104.92845787] ; [182.92845787  71.07154213],0
n3,1,0.108495,2.576002,[52 15] ; [47 25],[47.71942446 19.28057554] ; [51.28057554 20.71942446],0
a6,1,0.124159,2.364052,[280  94] ; [176  78],[271.56687898 102.43312102] ; [184.43312102  69.56687898],0
p11,1,0.125487,2.347467,[301  75] ; [191  64],[293.17274168  82.82725832] ; [198.82725832  56.17274168],0
a4,1,0.132012,2.268678,[195 180] ; [147 106],[204.21974522 170.78025478] ; [137.78025478 115.21974522],0
s5,1,0.137496,2.205758,[144 214] ; [ 85 163],[135.28382838 222.71617162] ; [ 93.71617162 154.28382838],0
p2,1,0.185942,1.74948,[315  57] ; [204  49],[308.9088  63.0912] ; [210.0912  42.9088],0
n6,1,0.197128,1.663523,[322  49] ; [211  43],[316.3888  54.6112] ; [216.6112  37.3888],0
d5,1,0.243649,1.359355,[328  47] ; [213  40],[323.04936306  51.95063694] ; [217.95063694  35.04936306],0
p6,1,0.272325,1.204999,[146 221] ; [ 90 164],[139.47181965 227.52818035] ; [ 96.52818035 157.47181965],0
s6,1,0.291572,1.112351,[257 110] ; [163  84],[251.04234528 115.95765472] ; [168.95765472  78.04234528],0
n1,1,0.344466,0.89374,[23 42] ; [32 42],[25.71942446 39.28057554] ; [29.28057554 44.71942446],0
b4,1,0.346921,0.884688,[225 151] ; [143 112],[219.2836767 156.7163233] ; [148.7163233 106.2836767],0
