Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,25.716321,[ 16 303] ; [10 25],[ 23.42937853 295.57062147] ; [ 2.57062147 32.42937853],1
p12,1,3.4e-05,17.189896,[ 15 305] ; [ 8 27],[ 20.73239437 299.26760563] ; [ 2.26760563 32.73239437],1
p3,1,0.000214,13.704005,[142 179] ; [27  8],[152.38483146 168.61516854] ; [16.61516854 18.38483146],1
p4,1,0.008085,7.014443,[192 128] ; [29  6],[199.21126761 120.78873239] ; [21.78873239 13.21126761],0
s7,1,0.008555,6.913376,[161 150] ; [25  8],[168.15697674 142.84302326] ; [17.84302326 15.15697674],0
s1,1,0.010759,6.504656,[  9 307] ; [ 4 31],[ 11.7037037 304.2962963] ; [ 1.2962963 33.7037037],0
p8,1,0.012572,6.228372,[156 161] ; [25 10],[163.00284091 153.99715909] ; [17.99715909 17.00284091],0
a1,1,0.016272,5.773199,[ 10 311] ; [ 4 31],[ 12.62359551 308.37640449] ; [ 1.37640449 33.62359551],0
p6,1,0.017647,5.630868,[120 197] ; [20 14],[126.43874644 190.56125356] ; [13.56125356 20.43874644],0
r2,1,0.02493,5.028751,[299  16] ; [29  5],[296.04584527  18.95415473] ; [31.95415473  2.04584527],0
n5,1,0.031354,4.633477,[227  90] ; [31  4],[232.34659091  84.65340909] ; [25.65340909  9.34659091],0
n4,1,0.041739,4.14575,[232  87] ; [31  4],[236.99717514  82.00282486] ; [26.00282486  8.99717514],0
p9,1,0.043778,4.065105,[270  49] ; [34  1],[273.94350282  45.05649718] ; [30.05649718  4.94350282],0
b2,1,0.044751,4.027998,[ 61 131] ; [13 12],[ 65.47465438 126.52534562] ; [ 8.52534562 16.47465438],0
b3,1,0.044751,4.027998,[ 61 131] ; [13 12],[ 65.47465438 126.52534562] ; [ 8.52534562 16.47465438],0
s4,1,0.101025,2.689293,[ 85 229] ; [ 5 30],[ 80.97421203 233.02578797] ; [ 9.02578797 25.97421203],0
p2,1,0.115403,2.478622,[270  50] ; [33  2],[273.12676056  46.87323944] ; [29.87323944  5.12676056],0
s5,1,0.129408,2.299594,[127 184] ; [18 15],[131.09011628 179.90988372] ; [13.90988372 19.09011628],0
n6,1,0.164038,1.936603,[262  57] ; [32  3],[264.93220339  54.06779661] ; [29.06779661  5.93220339],0
