Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,49.002689,[19 41] ; [119  26],[40.3902439 19.6097561] ; [97.6097561 47.3902439],1
a8,1,0.00052,12.04152,[ 1 55] ; [ 30 106],[ 9.04166667 46.95833333] ; [ 21.95833333 114.04166667],1
n6,1,0.001354,10.268018,[35 25] ; [116  29],[44.19512195 15.80487805] ; [106.80487805  38.19512195],0
s7,1,0.004053,8.260127,[22 36] ; [85 56],[31.18592965 26.81407035] ; [75.81407035 65.18592965],0
a5,1,0.004578,8.039227,[28 32] ; [99 47],[36.99029126 23.00970874] ; [90.00970874 55.99029126],0
p11,1,0.011215,6.430902,[36 24] ; [113  33],[43.39805825 16.60194175] ; [105.60194175  40.39805825],0
s4,1,0.01218,6.284416,[20 40] ; [ 25 119],[13.23529412 46.76470588] ; [ 31.76470588 112.23529412],0
a3,1,0.012199,6.281677,[32 27] ; [105  40],[39.62254902 19.37745098] ; [97.37745098 47.62254902],0
b1,1,0.051168,3.802772,[16 44] ; [60 86],[22.13592233 37.86407767] ; [53.86407767 92.13592233],0
p7,1,0.069006,3.306498,[21 32] ; [76 64],[26.6373057 26.3626943] ; [70.3626943 69.6373057],0
r1,1,0.072688,3.22126,[41 19] ; [116  29],[45.95121951 14.04878049] ; [111.04878049  33.95121951],0
a2,1,0.086781,2.933097,[ 6 54] ; [ 29 117],[10.19417476 49.80582524] ; [ 24.80582524 121.19417476],0
p6,1,0.088688,2.89802,[ 7 50] ; [ 33 111],[11.34328358 45.65671642] ; [ 28.65671642 115.34328358],0
a4,1,0.095333,2.781941,[18 42] ; [62 84],[23.30097087 36.69902913] ; [56.69902913 89.30097087],0
v3,1,0.105391,2.622011,[14 42] ; [53 90],[18.85427136 37.14572864] ; [48.14572864 94.85427136],0
n2,1,0.154528,2.026975,[18  8] ; [32  6],[20.3125  5.6875] ; [29.6875  8.3125],0
n1,1,0.15586,2.013944,[ 8 18] ; [18 19],[10.73015873 15.26984127] ; [15.26984127 21.73015873],0
u1,1,0.157978,1.99348,[ 5 55] ; [ 23 123],[ 8.15533981 51.84466019] ; [ 19.84466019 126.15533981],0
v1,1,0.170152,1.881606,[23 35] ; [70 69],[27.38071066 30.61928934] ; [65.61928934 73.38071066],0
b5,1,0.197185,1.663104,[32 28] ; [92 54],[36.11650485 23.88349515] ; [87.88349515 58.11650485],0
r4,1,0.200764,1.636806,[47 13] ; [125  21],[50.09708738  9.90291262] ; [121.90291262  24.09708738],0
a6,1,0.228905,1.447651,[42 18] ; [88 56],[38.23529412 21.76470588] ; [91.76470588 52.23529412],0
p3,1,0.261776,1.259339,[11 48] ; [ 38 108],[14.10243902 44.89756098] ; [ 34.89756098 111.10243902],0
s5,1,0.271904,1.207118,[23 34] ; [44 93],[19.68556701 37.31443299] ; [47.31443299 89.68556701],0
b3,1,0.293853,1.101885,[12 14] ; [31 58],[ 9.72173913 16.27826087] ; [33.27826087 55.72173913],0
b2,1,0.293853,1.101885,[12 14] ; [31 58],[ 9.72173913 16.27826087] ; [33.27826087 55.72173913],0
v2,1,0.303563,1.058475,[25 28] ; [76 61],[28.17368421 24.82631579] ; [72.82631579 64.17368421],0
a7,1,0.360198,0.837203,[43 17] ; [95 51],[40.19417476 19.80582524] ; [97.80582524 48.19417476],0
s8,1,0.36267,0.828627,[25 35] ; [71 75],[27.96116505 32.03883495] ; [68.03883495 77.96116505],0
p10,1,0.367114,0.813411,[41 16] ; [113  32],[43.45544554 13.54455446] ; [110.54455446  34.45544554],0
s2,1,0.381532,0.76576,[44 16] ; [98 48],[41.3592233 18.6407767] ; [100.6407767  45.3592233],0
s1,1,0.413737,0.668036,[ 2 57] ; [  9 135],[ 3.19704433 55.80295567] ; [  7.80295567 136.19704433],0
a1,1,0.415917,0.661824,[ 3 57] ; [  4 142],[ 2.03883495 57.96116505] ; [  4.96116505 141.03883495],0
r2,1,0.438233,0.600904,[57  3] ; [138   4],[57.92079208  2.07920792] ; [137.07920792   4.92079208],0
u4,1,0.513818,0.426285,[ 1 59] ; [  1 145],[ 0.58252427 59.41747573] ; [  1.41747573 144.58252427],0
p1,1,0.521695,0.410541,[ 3 56] ; [ 11 134],[ 4.04901961 54.95098039] ; [  9.95098039 135.04901961],0
u2,1,0.581811,0.303317,[13 14] ; [22 18],[14.10447761 12.89552239] ; [20.89552239 19.10447761],0
p9,1,0.613601,0.254965,[47 10] ; [115  30],[45.71287129 11.28712871] ; [116.28712871  28.71287129],0
r3,1,0.630986,0.230726,[56  3] ; [135  10],[55.24019608  3.75980392] ; [135.75980392   9.24019608],0
p12,1,0.643786,0.213824,[ 2 57] ; [  7 137],[ 2.61576355 56.38423645] ; [  6.38423645 137.61576355],0
d4,1,0.661339,0.191901,[48 11] ; [114  31],[46.85294118 12.14705882] ; [115.14705882  29.85294118],0
p8,1,0.704645,0.143685,[20 38] ; [46 99],[18.85714286 39.14285714] ; [47.14285714 97.85714286],0
u3,1,0.750203,0.101361,[16 12] ; [25 16],[16.63768116 11.36231884] ; [24.36231884 16.63768116],0
p2,1,0.759849,0.09344,[42 17] ; [107  39],[42.88292683 16.11707317] ; [106.11707317  39.88292683],0
d5,1,0.783045,0.075819,[44 16] ; [109  36],[44.7804878 15.2195122] ; [108.2195122  36.7804878],0
b4,1,0.825914,0.048376,[36 24] ; [90 56],[36.69902913 23.30097087] ; [89.30097087 56.69902913],0
s6,1,0.828568,0.046889,[45 14] ; [107  36],[44.3960396 14.6039604] ; [107.6039604  35.3960396],0
d2,1,0.838592,0.041492,[27 33] ; [63 82],[26.34146341 33.65853659] ; [63.65853659 81.34146341],0
d3,1,0.855024,0.033384,[36 24] ; [85 60],[35.41463415 24.58536585] ; [85.58536585 59.41463415],0
d1,1,0.898099,0.0164,[29 31] ; [72 74],[29.41747573 30.58252427] ; [71.58252427 74.41747573],0
v4,1,0.946936,0.00443,[53  5] ; [132  12],[53.11881188  4.88118812] ; [131.88118812  12.11881188],0
n3,1,0.97198,0.001234,[17  8] ; [26 12],[17.06349206  7.93650794] ; [25.93650794 12.06349206],0
