Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.002414,9.204498,[43 40] ; [30  7],[50.49166667 32.50833333] ; [22.50833333 14.49166667],0
d4,1,0.005427,7.731375,[50 33] ; [31  5],[56.49579832 26.50420168] ; [24.50420168 11.49579832],0
a4,1,0.028611,4.790854,[23 59] ; [18 19],[28.25210084 53.74789916] ; [12.74789916 24.25210084],0
s5,1,0.081416,3.03641,[10 72] ; [ 9 27],[13.20338983 68.79661017] ; [ 5.79661017 30.20338983],0
d5,1,0.101624,2.679873,[50 33] ; [28  9],[53.95 29.05] ; [24.05 12.95],0
p10,1,0.101966,2.674525,[37 41] ; [23 13],[41.05263158 36.94736842] ; [18.94736842 17.05263158],0
v2,1,0.114735,2.487753,[28 53] ; [18 18],[31.84615385 49.15384615] ; [14.15384615 21.84615385],0
p5,1,0.127603,2.321429,[ 6 75] ; [ 6 30],[ 8.30769231 72.69230769] ; [ 3.69230769 32.30769231],0
n3,1,0.135191,2.231856,[20 14] ; [ 8 13],[17.30909091 16.69090909] ; [10.69090909 10.30909091],0
s7,1,0.149663,2.07568,[18 60] ; [12 21],[21.08108108 56.91891892] ; [ 8.91891892 24.08108108],0
d1,1,0.196633,1.667209,[30 53] ; [18 19],[33.2 49.8] ; [14.8 22.2],0
a7,1,0.208463,1.58207,[38 45] ; [21 15],[41.1512605 41.8487395] ; [17.8487395 18.1512605],0
v3,1,0.222915,1.485506,[18 64] ; [12 25],[20.67226891 61.32773109] ; [ 9.32773109 27.67226891],0
b1,1,0.227541,1.456167,[48 35] ; [17 20],[44.95833333 38.04166667] ; [20.04166667 16.95833333],0
a2,1,0.229448,1.44428,[ 9 74] ; [ 7 30],[11.06666667 71.93333333] ; [ 4.93333333 32.06666667],0
p9,1,0.285875,1.138947,[50 29] ; [19 17],[47.4 31.6] ; [21.6 14.4],0
d3,1,0.292871,1.106375,[38 44] ; [21 16],[40.65546218 41.34453782] ; [18.34453782 18.65546218],0
s8,1,0.302061,1.065074,[14 69] ; [ 9 27],[16.04201681 66.95798319] ; [ 6.95798319 29.04201681],0
p3,1,0.306148,1.047222,[23 58] ; [ 7 29],[20.76923077 60.23076923] ; [ 9.23076923 26.76923077],0
s2,1,0.314829,1.01031,[24 59] ; [ 7 28],[21.80508475 61.19491525] ; [ 9.19491525 25.80508475],0
r3,1,0.334136,0.932801,[49 33] ; [17 17],[46.65517241 35.34482759] ; [19.34482759 14.65517241],0
u1,1,0.357908,0.845222,[ 5 78] ; [ 4 33],[ 6.225 76.775] ; [ 2.775 34.225],0
u2,1,0.37842,0.775827,[11 23] ; [6 7],[12.29787234 21.70212766] ; [4.70212766 8.29787234],0
u3,1,0.387888,0.745554,[ 8 26] ; [5 9],[ 9.20833333 24.79166667] ; [ 3.79166667 10.20833333],0
p12,1,0.413524,0.668645,[ 2 79] ; [ 2 35],[ 2.74576271 78.25423729] ; [ 1.25423729 35.74576271],0
a6,1,0.492209,0.471694,[46 37] ; [18 19],[44.26666667 38.73333333] ; [19.73333333 17.26666667],0
a5,1,0.512074,0.429827,[44 39] ; [22 15],[45.65 37.35] ; [20.35 16.65],0
p4,1,0.526484,0.401172,[30 52] ; [11 25],[28.49152542 53.50847458] ; [12.50847458 23.49152542],0
p2,1,0.538636,0.378074,[44 36] ; [22 14],[45.51724138 34.48275862] ; [20.48275862 15.51724138],0
a3,1,0.584487,0.299036,[48 34] ; [23 13],[49.33898305 32.66101695] ; [21.66101695 14.33898305],0
n5,1,0.600803,0.273787,[52 30] ; [21 15],[50.72881356 31.27118644] ; [22.27118644 13.72881356],0
s6,1,0.609416,0.261026,[26 57] ; [13 23],[27.20168067 55.79831933] ; [11.79831933 24.20168067],0
s3,1,0.614498,0.253676,[27 54] ; [13 21],[28.17391304 52.82608696] ; [11.82608696 22.17391304],0
p1,1,0.630629,0.231209,[ 9 73] ; [ 3 34],[ 8.26890756 73.73109244] ; [ 3.73109244 33.26890756],0
p7,1,0.632242,0.229033,[30 51] ; [11 23],[28.87826087 52.12173913] ; [12.12173913 21.87826087],0
p8,1,0.644469,0.212945,[23 58] ; [ 9 28],[21.96610169 59.03389831] ; [10.03389831 26.96610169],0
r2,1,0.665274,0.18718,[47 31] ; [19 15],[45.96428571 32.03571429] ; [20.03571429 13.96428571],0
s1,1,0.672554,0.17863,[ 5 78] ; [ 3 34],[ 5.53333333 77.46666667] ; [ 2.46666667 34.53333333],0
p6,1,0.695884,0.152789,[15 63] ; [ 6 31],[14.24347826 63.75652174] ; [ 6.75652174 30.24347826],0
n2,1,0.718728,0.129715,[20 14] ; [14  8],[20.64285714 13.35714286] ; [13.35714286  8.64285714],0
p11,1,0.749258,0.102156,[43 40] ; [18 19],[42.19166667 40.80833333] ; [18.80833333 18.19166667],0
d2,1,0.787191,0.072878,[32 50] ; [15 21],[32.66101695 49.33898305] ; [14.33898305 21.66101695],0
