Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,44.557734,[ 3 13] ; [110  14],[12.91428571  3.08571429] ; [100.08571429  23.91428571],1
a7,1,0.00016,14.251238,[ 3 13] ; [83 40],[9.89928058 6.10071942] ; [76.10071942 46.89928058],1
r1,1,0.001844,9.69879,[ 5 11] ; [86 36],[10.55072464  5.44927536] ; [80.44927536 41.55072464],0
p9,1,0.00241,9.207441,[7 8] ; [100  23],[11.63043478  3.36956522] ; [95.36956522 27.63043478],0
p10,1,0.017015,5.694775,[8 8] ; [94 27],[11.91240876  4.08759124] ; [90.08759124 30.91240876],0
a6,1,0.018406,5.557089,[ 5 11] ; [77 47],[9.37142857 6.62857143] ; [72.62857143 51.37142857],0
r2,1,0.051503,3.791848,[12  4] ; [112  11],[14.27338129  1.72661871] ; [109.72661871  13.27338129],0
s6,1,0.062225,3.477067,[ 5 10] ; [71 50],[8.38235294 6.61764706] ; [67.61764706 53.38235294],0
n6,1,0.062959,3.457661,[10  6] ; [102  22],[12.8  3.2] ; [99.2 24.8],0
d5,1,0.091652,2.845114,[ 5 11] ; [66 57],[8.17266187 7.82733813] ; [62.82733813 60.17266187],0
a3,1,0.110972,2.540323,[ 5 11] ; [65 59],[8. 8.] ; [62. 62.],0
n2,1,0.120259,2.413947,[8 5] ; [25  5],[9.97674419 3.02325581] ; [23.02325581  6.97674419],0
v1,1,0.120459,2.411343,[ 4 12] ; [55 66],[6.89051095 9.10948905] ; [52.10948905 68.89051095],0
v2,1,0.168096,1.899844,[ 4 11] ; [54 65],[6.49253731 8.50746269] ; [51.50746269 67.49253731],0
s3,1,0.171484,1.869919,[ 5 10] ; [64 59],[7.5 7.5] ; [61.5 61.5],0
v3,1,0.173819,1.849694,[ 2 13] ; [37 86],[ 4.23913043 10.76086957] ; [34.76086957 88.23913043],0
n3,1,0.177217,1.820806,[9 4] ; [26  4],[10.58139535  2.41860465] ; [24.41860465  5.58139535],0
s8,1,0.190515,1.713632,[ 3 12] ; [46 78],[5.28776978 9.71223022] ; [43.71223022 80.28776978],0
a5,1,0.19102,1.70973,[ 6 10] ; [68 56],[8.45714286 7.54285714] ; [65.54285714 58.45714286],0
b1,1,0.258077,1.279044,[8 8] ; [44 80],[ 5.94285714 10.05714286] ; [46.05714286 77.94285714],0
s7,1,0.267332,1.230388,[ 4 10] ; [52 66],[5.93939394 8.06060606] ; [50.06060606 67.93939394],0
p3,1,0.278963,1.172136,[ 5 11] ; [56 67],[7.02158273 8.97841727] ; [53.97841727 69.02158273],0
a4,1,0.287881,1.129504,[ 2 14] ; [30 93],[ 3.68345324 12.31654676] ; [28.31654676 94.68345324],0
v4,1,0.302987,1.060999,[14  2] ; [115   7],[14.95652174  1.04347826] ; [114.04347826   7.95652174],0
p4,1,0.305963,1.04802,[7 9] ; [71 53],[8.91428571 7.08571429] ; [69.08571429 54.91428571],0
n1,1,0.307375,1.041923,[6 7] ; [ 9 21],[4.53488372 8.46511628] ; [10.46511628 19.53488372],0
u3,1,0.347971,0.880842,[3 8] ; [25 34],[4.4 6.6] ; [23.6 35.4],0
n4,1,0.371493,0.798663,[10  6] ; [90 33],[11.51079137  4.48920863] ; [88.48920863 34.51079137],0
b4,1,0.378201,0.776542,[10  6] ; [63 61],[8.34285714 7.65714286] ; [64.65714286 59.34285714],0
p1,1,0.401494,0.703846,[ 1 15] ; [ 17 107],[ 2.05714286 13.94285714] ; [ 15.94285714 108.05714286],0
d2,1,0.44195,0.591215,[ 5 11] ; [28 96],[ 3.77142857 12.22857143] ; [29.22857143 94.77142857],0
p8,1,0.446713,0.578978,[6 9] ; [61 60],[7.38970588 7.61029412] ; [59.61029412 61.38970588],0
s4,1,0.492441,0.471188,[ 4 12] ; [ 22 101],[ 2.99280576 13.00719424] ; [23.00719424 99.99280576],0
b3,1,0.492572,0.470903,[3 6] ; [17 57],[2.1686747 6.8313253] ; [17.8313253 56.1686747],0
b2,1,0.492572,0.470903,[3 6] ; [17 57],[2.1686747 6.8313253] ; [17.8313253 56.1686747],0
u2,1,0.521896,0.410145,[6 5] ; [26 33],[5.02857143 5.97142857] ; [26.97142857 32.02857143],0
d3,1,0.529726,0.394917,[ 4 12] ; [40 82],[ 5.10144928 10.89855072] ; [38.89855072 83.10144928],0
p11,1,0.539566,0.376344,[11  5] ; [94 30],[12.  4.] ; [93. 31.],0
p5,1,0.645761,0.211287,[ 2 14] ; [ 11 112],[ 1.49640288 14.50359712] ; [ 11.50359712 111.49640288],0
p12,1,0.685815,0.163653,[ 1 15] ; [  5 118],[ 0.69064748 15.30935252] ; [  5.30935252 117.69064748],0
s5,1,0.693248,0.155591,[ 3 13] ; [28 93],[ 3.62043796 12.37956204] ; [27.37956204 93.62043796],0
s2,1,0.721708,0.126862,[ 5 11] ; [44 79],[ 5.64028777 10.35971223] ; [43.35971223 79.64028777],0
p7,1,0.808221,0.058914,[10  6] ; [80 42],[10.43478261  5.56521739] ; [79.56521739 42.43478261],0
b5,1,0.828291,0.047043,[10  6] ; [74 50],[9.6 6.4] ; [74.4 49.6],0
n5,1,0.876239,0.024255,[12  4] ; [90 33],[11.74100719  4.25899281] ; [90.25899281 32.74100719],0
p6,1,0.901867,0.015204,[ 5 11] ; [40 82],[ 5.2173913 10.7826087] ; [39.7826087 82.2173913],0
